"Aesch_Ag" "Aesch_Eumen" "Aesch_Pers" "Aesch_PromV" "Aesch_Supp" "Athenaeus_Book12" "Athenaeus_Book13" "DioSic_Book11" "Hdt_Book1" "Hesiod_Theog" "Hesiod_Works" "Homer_Iliad" "HomerJr_Odyssey" "Lysias_Book15" "Lysias1" "Lysias14" "Plato_Euth" "Plut_Lyc" "Polybius_Book1" "Soph_Ajax" "Soph_Elec" "Soph_Trach" "Thuc_Book1"
"auxy-coord-pred-co-coord-root" 0.0509891902916582 0.0626959247648903 0.0956937799043062 0.028336639274582 0.0336190956463271 0.0763591936469151 0.0355843745057726 0.0960461021290219 0.11034990114488 0.629163582531458 0.302550064832157 0.191699339702274 0.199336139464106 0.145348837209302 0.0352858151023289 0.107104605498036 0.0820075446941119 0.112065745237206 0.0459883967737371 0.0211104074308634 0.0190675946229383 0.0339904826648538 0.204081632653061
"obj-obj-pred-co-coord-root" 0.152967570874975 0.0783699059561129 0.143540669856459 0.226693114196656 0.0672381912926542 0.0865404194665038 0.102799304127787 0.144069153193533 0.133339463883397 0.0863557858376511 0.129664313499496 0.187754908844203 0.171749441591841 0.145348837209302 0.141143260409315 0.107104605498036 0.229621125143513 0.0933881210310049 0.0672138106693081 0.168883259446907 0.104871770426161 0.135961930659415 0.0947521865889213
"sbj-obj-pred-root" 0.173363246991638 0.203761755485893 0.0478468899521531 0.170019835647492 0.0504286434694907 0.437792710242313 0.454689229795983 0.224107571634384 0.285070577957607 0 0.0864428756663305 0.0828330480195013 0.0738611588192893 0 0.423429781227946 0.321313816494109 0.114810562571757 0.345536047814718 0.113202207443045 0.253324889170361 0.0858041758032224 0.1472920915477 0.0947521865889213
"adv-coord-root" 0.0917805425249847 0.0626959247648903 0.0956937799043062 0.155851516010201 0.0672381912926542 0.106902871105681 0.0988454847382572 0.208099887946214 0.20690606464665 0.0246730816679003 0.216107189165826 0.112810722540845 0.164630293753838 0 0.105857445306987 0.178507675830061 0.0820075446941119 0.168098617855809 0.325456346398755 0.0105552037154317 0.143006959672037 0.237933378653977 0.225947521865889
"atr-adv-pred-co-coord-root" 0.163165408933306 0.235109717868339 0.239234449760766 0.170019835647492 0.134476382585308 0.111993484015475 0.0474458326743634 0.160076836881703 0.114947813692584 0.197384653343203 0.201700043221438 0.206688176962946 0.139713276320824 0 0.105857445306987 0 0.0656060357552895 0.0280164363093015 0.0849016555822839 0.147772852016044 0.057202783868815 0.0793111262179923 0.116618075801749
"auxy-exd-pred-root" 0.56088109320824 0.470219435736677 0.127591706539075 0.566732785491641 0.52109598251807 0 0.00395381938953029 0 0 0.123365408339502 0.288142918887768 0.108077405511159 0.0996680697320531 0 0 0 1.04969657208463 0.00933881210310048 0 0.569981000633312 0.56249404137668 0.362565148425108 0
"sbj-exd-pred-co-coord-root" 0.203956761166633 0.219435736677116 0.271132376395534 0.0850099178237461 0.218524121701126 0 0 0 0 0.222057735011103 0.763578735052586 0.175132730098374 0.184207950308348 0 0 0 0.311628669837625 0 0 0.0949968334388854 0.295547716655544 0.158622252435985 0
"adv-co-coord-pred-co-coord-root" 0.0713848664083214 0.0940438871473354 0.127591706539075 0 0 0.0661779678273264 0.0790763877906057 0.256122939010725 0.1379373764311 0.123365408339502 0.475435816164818 0.118332925742145 0.185097843788099 0 0.141143260409315 0.0714030703320243 0.0164015089388224 0.140082181546507 0.166265742181973 0.0211104074308634 0.0476689865573458 0.0566508044414231 0.306122448979592
"atr-obj-obj-pred-root" 0.316132979808281 0.203761755485893 0.127591706539075 0.340039671294984 0.184905026054799 0.274893097128894 0.336074648110074 0.336161357451577 0.20690606464665 0.0246730816679003 0.0576285837775537 0.0686330969304439 0.0462744609470246 0.290697674418605 0.211714890613973 0.0714030703320243 0.0328030178776447 0.298841987299216 0.191028725060139 0.295545704032088 0.162074554294976 0.158622252435985 0.0947521865889213
"adv-adv-auxc-pred-root" 0.132571894758311 0.0783699059561129 0.0797448165869219 0.0708415981864551 0.201714573877963 0.147627774384036 0.14233749802309 0.0160076836881703 0.15173111407421 0 0.0288142918887768 0.115177381055687 0.162850506794337 0.436046511627907 0.141143260409315 0.178507675830061 0.131212071510579 0.0560328726186029 0.088439224564879 0.221659278024066 0.209743540852321 0.283254022207115 0.116618075801749
"auxx-coord-pred-root" 0.183561085049969 0.203761755485893 0.127591706539075 0.170019835647492 0.302571860816944 0.183262064752596 0.13442985924403 0.176084520569874 0.0965561635017702 0.0246730816679003 0.144071459443884 0.0804663895046584 0.114796258887811 0.145348837209302 0.105857445306987 0.0714030703320243 0.0820075446941119 0.242809114680613 0.237017121833876 0.116107240869749 0.133473162360568 0.271923861318831 0.145772594752187
"obj-adv-co-coord-pred-root" 0.0407913522333265 0.0783699059561129 0.0159489633173844 0.0850099178237461 0.134476382585308 0.244349419670128 0.288628815435711 0.336161357451577 0.248287277575981 0.0123365408339502 0.0288142918887768 0.0378665362374863 0.0462744609470246 0.290697674418605 0.247000705716302 0.142806140664049 0.0164015089388224 0.214792678371311 0.619074571954153 0.0527760185771585 0 0.101971447994562 0.269679300291545
"atr-obj-auxp-pred-root" 0.193758923108301 0.0783699059561129 0.143540669856459 0.240861433833947 0.252143217347453 0.122174709835064 0.130476039854499 0.320153673763406 0.197710239551244 0.0370096225018505 0.0720357297219421 0.0986107714517872 0.108567004529558 0 0 0 0.0328030178776447 0.112065745237206 0.311306070468374 0.126662444585181 0.11440556773763 0.0679809653297077 0.0947521865889213
"sbj-ap-exd-apos-pred-co-coord-root" 0.0611870283499898 0 0.0956937799043062 0 0.0336190956463271 0 0 0 0 0.333086602516654 0 0.265854639834018 0.182428163348847 0 0 0 0 0 0 0 0 0 0
"atr-adv-pred-root" 0.244748113399959 0.313479623824451 0.127591706539075 0.340039671294984 0.268952765170617 0.132355935654653 0.106753123517318 0.240115255322555 0.257483102671387 0.172711571675302 0.129664313499496 0.0836219341911156 0.086319667535796 0 0.0352858151023289 0.0357015351660121 0.0328030178776447 0.149420993649608 0.162728173199377 0.137217648300612 0.200209743540852 0.181282574212554 0.167638483965015
"auxz-adv-pred-root" 0.173363246991638 0.172413793103448 0.0956937799043062 0.170019835647492 0.201714573877963 0.127265322744858 0.146291317412621 0.0640307347526813 0.133339463883397 0.0616827041697508 0.100850021610719 0.113599608712459 0.104117537130805 0 0.141143260409315 0.142806140664049 0.0328030178776447 0.158759805752708 0.0990519315126645 0.474984167194427 0.209743540852321 0.135961930659415 0.123906705539359
"obj-adv-auxc-pred-co-coord-root" 0.0305935141749949 0.0940438871473354 0.0797448165869219 0.0708415981864551 0.0504286434694907 0.0559967420077377 0.027676735726712 0.0160076836881703 0.0505770380247368 0.0986923266716013 0.187292897277049 0.17986604712806 0.195776565545104 0 0.0352858151023289 0.0357015351660121 0.131212071510579 0.018677624206201 0.0106127069477855 0.0738864260080219 0.0953379731146916 0.0679809653297077 0.0874635568513119
"auxp-obj-pred-root" 0.152967570874975 0.156739811912226 0.127591706539075 0.113346557098328 0.134476382585308 0.381795968234575 0.268859718488059 0.160076836881703 0.197710239551244 0.0123365408339502 0.0288142918887768 0.0591664628710723 0.0658521175015351 0.145348837209302 0.282286520818631 0.357015351660121 0.0492045268164671 0.214792678371311 0.229941983868685 0.116107240869749 0.104871770426161 0.101971447994562 0.116618075801749
"adv-pred-co-coord-coord-root" 0.0815827044666531 0.0156739811912226 0.287081339712919 0.014168319637291 0.0840477391158178 0.0509061290979434 0.0434920132848331 0.176084520569874 0.229895627385167 0.259067357512953 0.36017864860971 0.104132974653087 0.100557963211804 0.145348837209302 0.282286520818631 0 0.164015089388224 0.0840493089279044 0.0990519315126645 0.189993666877771 0.104871770426161 0.226603217765692 0.189504373177843
"atr-obj-co-coord-pred-co-coord-root" 0.0917805425249847 0.0940438871473354 0.0159489633173844 0.198356474922074 0.184905026054799 0.106902871105681 0.0395381938953029 0.048023051064511 0.183916501908134 0.481125092524056 0.36017864860971 0.110444064026002 0.136153702401823 0 0 0.0714030703320243 0 0.0560328726186029 0.10258950049526 0.0949968334388854 0 0.0453206435531385 0.10932944606414
"adv-co-coord-auxc-pred-root" 0.101978380583316 0 0.0318979266347687 0.028336639274582 0.134476382585308 0.111993484015475 0.0711687490115452 0 0.12414363878799 0.0370096225018505 0.158478605388273 0.108866291682773 0.175309015510843 0.581395348837209 0.31757233592096 0.285612281328097 0.0656060357552895 0.0933881210310049 0.0813640865996887 0.0527760185771585 0.0286013919344075 0.135961930659415 0.145772594752187
"auxc-coord-root" 0.0407913522333265 0.0156739811912226 0.0956937799043062 0.0708415981864551 0.0336190956463271 0.0610873549175321 0.0632611102324846 0.0800384184408516 0.128741551335694 0.0370096225018505 0.0864428756663305 0.134110649174431 0.189547311186851 0 0.141143260409315 0.0357015351660121 0.114810562571757 0.0466940605155024 0.0495259657563322 0.0211104074308634 0.057202783868815 0.124631769771131 0.0947521865889213
"auxz-adv-pred-co-coord-root" 0.0917805425249847 0.156739811912226 0.111642743221691 0.0425049589118731 0.0336190956463271 0.015271838729383 0.0751225684010754 0 0.0597728631201435 0.074019245003701 0.115257167555107 0.194854884388732 0.121915406725815 0 0 0 0.0820075446941119 0.0653716847217034 0.0106127069477855 0.116107240869749 0.0476689865573458 0.0453206435531385 0.116618075801749
"adv-auxp-adv-pred-root" 0.0509891902916582 0.141065830721003 0.0159489633173844 0.0425049589118731 0.100857286938981 0.366524129505192 0.264905899098529 0.288138306387066 0.19311232700354 0.135701949173452 0.100850021610719 0.0354998777226434 0.035595739190019 0.145348837209302 0.141143260409315 0.107104605498036 0 0.19611505416511 0.435120984859205 0.105552037154317 0.0381351892458766 0.0566508044414231 0.10932944606414
"auxz-exd-pred-root" 0.183561085049969 0.0783699059561129 0.207336523125997 0.198356474922074 0.134476382585308 0.0458155161881491 0.130476039854499 0 0.0597728631201435 0.0123365408339502 0 0.0607442352143009 0.102337750171304 1.01744186046512 0.63514467184192 0.678329168154231 0.606855830736428 0.018677624206201 0 0.358876926324678 0.486223662884927 0.362565148425108 0.043731778425656
"atr-exd-pred-root" 0.112176218641648 0.360501567398119 0.239234449760766 0.0708415981864551 0.218524121701126 0.0356342903685604 0.13442985924403 0 0.0183916501908134 0.0616827041697508 0.0288142918887768 0.146732827920259 0.0907691349345483 1.01744186046512 0 0.678329168154231 0.0328030178776447 0 0 0.253324889170361 0.266946324721136 0.135961930659415 0.00728862973760933
"sbj-exd-pred-root" 0.448704874566592 0.407523510971787 0.191387559808612 0.524227826579768 0.655572365103379 0 0.00790763877906057 0 0 0.074019245003701 0.244921481054603 0.0844108203627299 0.0738611588192893 0 0 0 0.328030178776447 0.00933881210310048 0 0.379987333755542 0.44808847363905 0.226603217765692 0
"auxy-coord-coord-root" 0.0407913522333265 0.0313479623824451 0.350877192982456 0.028336639274582 0.0504286434694907 0.0559967420077377 0.0355843745057726 0.144069153193533 0.119545726240287 0.135701949173452 0.230514335110215 0.0970329991085586 0.139713276320824 0.145348837209302 0.176429075511644 0.142806140664049 0.213219616204691 0.0466940605155024 0.123814914390831 0.0422208148617268 0.057202783868815 0.0793111262179923 0.0947521865889213
"auxz-sbj-pred-root" 0.0815827044666531 0.125391849529781 0.0318979266347687 0.0850099178237461 0.117666834762145 0.402158419873753 0.292582634825241 0.0640307347526813 0.0413812129293301 0.0493461633358006 0.0864428756663305 0.0962441129369443 0.0783106262180417 0 0 0 0.0984090536329342 0.0840493089279044 0.0247629828781661 0.0738864260080219 0.11440556773763 0.0906412871062769 0.123906705539359
"atvv-pred-co-coord-root" 0.0713848664083214 0.141065830721003 0.0318979266347687 0.212524794559365 0.0504286434694907 0.00509061290979434 0.0237229163371817 0.0160076836881703 0.0229895627385167 0.0123365408339502 0.129664313499496 0.175921616269988 0.145942530679078 0 0 0 0 0.018677624206201 0.00707513796519032 0.168883259446907 0.0667365811802841 0.0339904826648538 0.0291545189504373
"auxx-auxc-coord-root" 0.0305935141749949 0 0.111642743221691 0.0566732785491641 0.0168095478231636 0.0712685807371208 0.0672149296220149 0.0800384184408516 0.128741551335694 0.0370096225018505 0.0864428756663305 0.109655177854387 0.166410080713339 0 0.141143260409315 0.0357015351660121 0.131212071510579 0.0560328726186029 0.0389132588085468 0.0211104074308634 0.0381351892458766 0.101971447994562 0.123906705539359
"atr-sbj-co-coord-pred-root" 0.0101978380583316 0.0626959247648903 0.127591706539075 0.0850099178237461 0.201714573877963 0.274893097128894 0.13442985924403 0.208099887946214 0.174720676812727 0.0493461633358006 0.100850021610719 0.074155300131744 0.0631824370622836 0 0 0 0.0656060357552895 0.121404557340306 0.141502759303806 0.105552037154317 0.0762703784917533 0.169952413324269 0.211370262390671
"atr-sbj-coord-root" 0 0.0470219435736677 0.0478468899521531 0.028336639274582 0 0.188352677662391 0.170014233749802 0.320153673763406 0.160926939169617 0.0370096225018505 0.100850021610719 0.0796775033330441 0.0729712653395389 0 0 0.107104605498036 0.0328030178776447 0.140082181546507 0.194566294042734 0 0.0286013919344075 0.1472920915477 0.262390670553936
"atr-obj-co-coord-pred-root" 0.0611870283499898 0.203761755485893 0.143540669856459 0.184188155284783 0.168095478231636 0.147627774384036 0.189783330697454 0.0320153673763406 0.142535288978804 0.0493461633358006 0.100850021610719 0.0512776011549294 0.0818702001370436 0 0.0352858151023289 0.142806140664049 0 0.298841987299216 0.198103863025329 0.105552037154317 0.123939365049099 0.0226603217765692 0.0801749271137026
"apos-pred-co-coord-root" 0.0713848664083214 0.0470219435736677 0.223285486443381 0.0991782374610371 0.0336190956463271 0.0203624516391774 0 0 0.0229895627385167 0.592153960029608 0.0720357297219421 0.0670553245872153 0.216244115579365 0 0 0 0.0164015089388224 0.018677624206201 0.0106127069477855 0.0105552037154317 0.0667365811802841 0.0793111262179923 0.021865889212828
"atv-sbj-pred-co-coord-root" 0.142769732816643 0.0783699059561129 0.111642743221691 0.014168319637291 0.0504286434694907 0.0101812258195887 0.00790763877906057 0.0160076836881703 0.0183916501908134 0.074019245003701 0.129664313499496 0.18538825032936 0.120135619766314 0 0 0 0 0 0.00353756898259516 0.116107240869749 0.0476689865573458 0.0113301608882846 0.0364431486880466
"apos-pred-root" 0.203956761166633 0.125391849529781 0.350877192982456 0.198356474922074 0.453857791225416 0.101812258195887 0.126522220464969 0.0320153673763406 0.101154076049474 0.148038490007402 0.0720357297219421 0.0276110160065004 0.136153702401823 0 0.0352858151023289 0.0357015351660121 0 0.0560328726186029 0.0530635347389274 0.147772852016044 0.0762703784917533 0.124631769771131 0.116618075801749
"atr-obj-adv-auxc-pred-root" 0.0305935141749949 0.0313479623824451 0.0797448165869219 0.127514876735619 0.134476382585308 0.122174709835064 0.114660762296378 0.112053785817192 0.101154076049474 0.0493461633358006 0.100850021610719 0.0804663895046584 0.0952186023333007 0.290697674418605 0.141143260409315 0.321313816494109 0.0492045268164671 0.00933881210310048 0.0707513796519032 0.126662444585181 0.286013919344075 0.249263539542261 0.0874635568513119
"auxx-coord-coord-root" 0.112176218641648 0.0626959247648903 0.350877192982456 0.0850099178237461 0.0672381912926542 0.0356342903685604 0.0355843745057726 0.128061469505363 0.0781645133109568 0.160375030841352 0.504250108053595 0.0654775522439867 0.105897324090306 0 0.105857445306987 0.0714030703320243 0.196818107265868 0.0840493089279044 0.113202207443045 0.0949968334388854 0.171608351606445 0.158622252435985 0.0510204081632653
"atv-obj-pred-co-coord-root" 0.0611870283499898 0.0470219435736677 0.0159489633173844 0.0425049589118731 0.0504286434694907 0.00509061290979434 0.00395381938953029 0 0.00459791254770334 0.0123365408339502 0.0720357297219421 0.168032754553845 0.153061678517081 0 0.0352858151023289 0 0.0328030178776447 0.00933881210310048 0.00707513796519032 0.0844416297234537 0.0286013919344075 0.113301608882846 0.043731778425656
"obj-co-coord-adv-pred-root" 0.0611870283499898 0.188087774294671 0.159489633173844 0.028336639274582 0.100857286938981 0.173080838933008 0.0869840265696663 0.320153673763406 0.0689686882155501 0.308413520848754 0.0288142918887768 0.0418109670955578 0.0578430761837808 0 0 0.142806140664049 0.0492045268164671 0.261486738886814 0.325456346398755 0.0949968334388854 0.152540756983507 0.0679809653297077 0.0728862973760933
"atr-atr-sbj-pred-root" 0.152967570874975 0.0940438871473354 0.111642743221691 0.0850099178237461 0.117666834762145 0.198533903481979 0.221413885813696 0.224107571634384 0.243689365028277 0.0246730816679003 0.0144071459443884 0.0536442596697723 0.033815952230518 0 0.0352858151023289 0.107104605498036 0.0164015089388224 0.224131490474412 0.191028725060139 0.0738864260080219 0.104871770426161 0.0793111262179923 0.0801749271137026
"atr-sbj-adv-auxc-pred-root" 0.101978380583316 0.0626959247648903 0.175438596491228 0.0566732785491641 0.168095478231636 0.167990226023213 0.27281353787759 0.112053785817192 0.16552485171732 0.0123365408339502 0.0144071459443884 0.0560109181846151 0.0836499870965445 0 0.141143260409315 0.142806140664049 0.0492045268164671 0.149420993649608 0.0636762416867129 0.0316656111462951 0.11440556773763 0.0339904826648538 0.0801749271137026
"auxz-obj-pred-root" 0.142769732816643 0.188087774294671 0.0797448165869219 0.28336639274582 0.134476382585308 0.157809000203625 0.213506247034635 0.0320153673763406 0.0735666007632535 0.0123365408339502 0.129664313499496 0.0694219831020582 0.069411691420537 0 0.0705716302046577 0.0357015351660121 0.0656060357552895 0.102726933134105 0.0495259657563322 0.147772852016044 0.143006959672037 0.169952413324269 0.0728862973760933
"pnom-exd-pred-root" 0.387517846216602 0.297805642633229 0.223285486443381 0.524227826579768 0.504286434694907 0 0 0 0 0.0246730816679003 0.230514335110215 0.0725775277885154 0.0533936087850284 0 0 0 0.34443168771527 0 0 0.295545704032088 0.352750500524359 0.283254022207115 0
"atr-atr-obj-pred-co-coord-root" 0.0509891902916582 0.109717868338558 0.111642743221691 0.127514876735619 0.0504286434694907 0.0559967420077377 0.0711687490115452 0.160076836881703 0.0781645133109568 0.0616827041697508 0.158478605388273 0.115966267227302 0.0809803066572931 0 0 0.0714030703320243 0.0492045268164671 0.0466940605155024 0.145040328286402 0.0422208148617268 0.0476689865573458 0.0679809653297077 0.0728862973760933
"atr-sbj-obj-pred-root" 0.132571894758311 0.172413793103448 0.0797448165869219 0.0425049589118731 0 0.478517613520668 0.351889925668195 0.0960461021290219 0.183916501908134 0 0.0144071459443884 0.0283999021781147 0.0213574435140114 0 0.352858151023289 0.0714030703320243 0.0820075446941119 0.270825550989914 0.0778265176170935 0.147772852016044 0.00953379731146916 0.0679809653297077 0.0364431486880466
"atr-obj-adv-co-coord-pred-root" 0 0.0626959247648903 0.0159489633173844 0.0425049589118731 0.0504286434694907 0.15271838729383 0.189783330697454 0.272130622698895 0.216101889742057 0 0.0288142918887768 0.0189332681187431 0.01868776307476 0.290697674418605 0.211714890613973 0 0.0164015089388224 0.224131490474412 0.530635347389274 0.0316656111462951 0 0.0906412871062769 0.131195335276968
"obj-obj-co-coord-pred-root" 0.0509891902916582 0.0940438871473354 0.0318979266347687 0.0425049589118731 0 0.147627774384036 0.13442985924403 0.128061469505363 0.19311232700354 0.0123365408339502 0.0432214378331652 0.0481220564684722 0.0667420109812855 0.581395348837209 0.352858151023289 0.249910746162085 0.114810562571757 0.336197235711617 0.123814914390831 0.116107240869749 0.0381351892458766 0.0566508044414231 0.174927113702624
"atr-atr-sbj-pred-co-coord-root" 0.0305935141749949 0.0156739811912226 0.159489633173844 0.0850099178237461 0.0504286434694907 0.0559967420077377 0.0237229163371817 0.0960461021290219 0.1379373764311 0.123365408339502 0.0432214378331652 0.127010673629902 0.0880994544952969 0 0 0 0.0820075446941119 0.0280164363093015 0.0778265176170935 0.0633312222925903 0.0286013919344075 0.0226603217765692 0.0801749271137026
"atr-atr-obj-pred-root" 0.163165408933306 0.266457680250784 0.0956937799043062 0.297534712383111 0.28576231299378 0.122174709835064 0.181875691918393 0.288138306387066 0.128741551335694 0.0370096225018505 0.0864428756663305 0.0496998288117008 0.0498340348660265 0 0 0.0714030703320243 0 0.158759805752708 0.0919767935474742 0.0844416297234537 0.143006959672037 0.0339904826648538 0.043731778425656
"adv-obj-pred-co-coord-root" 0.0611870283499898 0.0313479623824451 0.159489633173844 0.028336639274582 0 0.030543677458766 0.0434920132848331 0.048023051064511 0.0689686882155501 0.0863557858376511 0.0576285837775537 0.130955104487973 0.0925489218940493 0 0.0705716302046577 0 0.147613580449401 0.0560328726186029 0.0283005518607613 0.189993666877771 0.0667365811802841 0.0339904826648538 0.0583090379008746
"sbj-adv-pred-root" 0.112176218641648 0.0313479623824451 0.0318979266347687 0.0425049589118731 0.0336190956463271 0.111993484015475 0.225367705203226 0.336161357451577 0.20690606464665 0.0246730816679003 0.0864428756663305 0.0331332192078005 0.0222473369937618 0 0.176429075511644 0.0714030703320243 0 0.214792678371311 0.346681760294326 0.105552037154317 0.0286013919344075 0.0339904826648538 0.0947521865889213
"pnom-exd-pred-co-coord-root" 0.142769732816643 0.188087774294671 0.159489633173844 0.113346557098328 0.151285930408472 0 0 0 0 0.197384653343203 0.734764443163809 0.0851997065343442 0.0961084958130512 0 0 0 0.328030178776447 0 0 0.0844416297234537 0.200209743540852 0.101971447994562 0
"atr-adv-auxp-adv-pred-root" 0.0101978380583316 0.0470219435736677 0 0.014168319637291 0.0672381912926542 0.346161677866015 0.162106594970742 0.320153673763406 0.183916501908134 0.111028867505551 0.0432214378331652 0.0134110649174431 0.0115686152367562 0 0.105857445306987 0.0714030703320243 0 0.158759805752708 0.435120984859205 0.0633312222925903 0.0286013919344075 0.0226603217765692 0.116618075801749
"adv-exd-pred-co-coord-root" 0.101978380583316 0.188087774294671 0.127591706539075 0.0566732785491641 0.0840477391158178 0 0.00395381938953029 0 0 0.160375030841352 0.432214378331652 0.130166218316359 0.0934388153737997 0 0 0 0.131212071510579 0 0 0.105552037154317 0.11440556773763 0.0566508044414231 0
"obj-auxp-adv-pred-co-coord-root" 0.0509891902916582 0.0470219435736677 0.0478468899521531 0.0566732785491641 0 0.00509061290979434 0.00790763877906057 0.0640307347526813 0.0643707756678468 0.074019245003701 0.0720357297219421 0.124644015115059 0.133484021962571 0 0.0352858151023289 0 0.0492045268164671 0.0280164363093015 0.0247629828781661 0.0527760185771585 0.0190675946229383 0.0113301608882846 0.0291545189504373
"adv-co-coord-auxc-pred-co-coord-root" 0.0203956761166633 0.0783699059561129 0.0637958532695375 0.028336639274582 0.0504286434694907 0.0101812258195887 0.0237229163371817 0.0160076836881703 0.0183916501908134 0.0493461633358006 0.129664313499496 0.128588445973131 0.134373915442322 0 0.0705716302046577 0.0714030703320243 0.0820075446941119 0.0280164363093015 0 0 0 0 0.0874635568513119
"atr-sbj-exd-pred-co-coord-root" 0.12237405669998 0.0940438871473354 0.111642743221691 0.028336639274582 0.117666834762145 0 0 0 0 0.135701949173452 0.331364356720934 0.10097742996663 0.118355832806813 0 0 0 0.196818107265868 0 0 0.0422208148617268 0.209743540852321 0.0906412871062769 0
"adv-adv-auxc-pred-co-coord-root" 0.0101978380583316 0.0470219435736677 0.0159489633173844 0.028336639274582 0.0168095478231636 0.015271838729383 0.00395381938953029 0 0.0367833003816267 0.0493461633358006 0.158478605388273 0.130166218316359 0.126364874124567 0 0.0352858151023289 0 0.0492045268164671 0.018677624206201 0.0176878449129758 0.0316656111462951 0.057202783868815 0.0226603217765692 0.065597667638484
"adv-auxc-coord-root" 0.0407913522333265 0.0156739811912226 0.0797448165869219 0.0425049589118731 0.0168095478231636 0.0559967420077377 0.0513996520638937 0.0800384184408516 0.101154076049474 0.0246730816679003 0.0720357297219421 0.0946663405937157 0.11301647192831 0 0.141143260409315 0.0357015351660121 0.0820075446941119 0.0466940605155024 0.0389132588085468 0.0211104074308634 0.0476689865573458 0.101971447994562 0.065597667638484
"coord-obj-pred-root" 0.0407913522333265 0.109717868338558 0.0637958532695375 0.0850099178237461 0.0504286434694907 0.208715129301568 0.13838367863356 0.0640307347526813 0.156329026621914 0.0493461633358006 0.0576285837775537 0.0544331458413865 0.0658521175015351 0 0.0352858151023289 0.0357015351660121 0.0328030178776447 0.140082181546507 0.088439224564879 0.126662444585181 0.0667365811802841 0.0679809653297077 0.0801749271137026
"atr-sbj-co-coord-pred-co-coord-root" 0 0.0783699059561129 0.25518341307815 0 0.0504286434694907 0.0763591936469151 0.0158152775581211 0.048023051064511 0.0919582509540669 0.283740439180854 0.0576285837775537 0.0993996576234015 0.084539880576295 0 0 0 0.0328030178776447 0.0840493089279044 0.0247629828781661 0.0211104074308634 0 0.0906412871062769 0.182215743440233
"adv-auxp-adv-pred-co-coord-root" 0.0815827044666531 0.0470219435736677 0.0318979266347687 0 0 0.0356342903685604 0.0711687490115452 0.144069153193533 0.0781645133109568 0.185048112509252 0.0720357297219421 0.110444064026002 0.0667420109812855 0 0.0705716302046577 0.0357015351660121 0.0164015089388224 0.0560328726186029 0.106127069477855 0.0949968334388854 0.00953379731146916 0.0113301608882846 0.0947521865889213
"auxp-obj-pred-co-coord-root" 0.0713848664083214 0.0313479623824451 0.0637958532695375 0.0425049589118731 0.0840477391158178 0.0356342903685604 0.0593072908429543 0.240115255322555 0.0827624258586602 0.0246730816679003 0 0.0859885927059585 0.0854297740560455 0 0.141143260409315 0 0.114810562571757 0.0653716847217034 0.113202207443045 0.0738864260080219 0 0.0226603217765692 0.145772594752187
"sbj-ap-apos-pred-co-coord-root" 0.0815827044666531 0.0313479623824451 0.207336523125997 0.0566732785491641 0.0336190956463271 0.0203624516391774 0 0 0.01379373764311 0.493461633358006 0.0720357297219421 0.0299776745213433 0.201115926423607 0 0 0 0.0164015089388224 0 0 0 0.057202783868815 0.0793111262179923 0.021865889212828
"atr-obj-pred-co-coord-coord-root" 0.0407913522333265 0.0470219435736677 0.175438596491228 0.0850099178237461 0 0.101812258195887 0.0513996520638937 0.240115255322555 0.1379373764311 0.135701949173452 0.201700043221438 0.0528553734981579 0.0560632892242799 0 0.211714890613973 0.107104605498036 0.0328030178776447 0.0840493089279044 0.148577897268997 0.0738864260080219 0.0762703784917533 0.135961930659415 0.102040816326531
"auxx-coord-pred-co-coord-root" 0.132571894758311 0.235109717868339 0.0797448165869219 0.0425049589118731 0.0672381912926542 0.0254530645489717 0.0158152775581211 0.0640307347526813 0.0459791254770334 0.123365408339502 0.172885751332661 0.0828330480195013 0.108567004529558 0 0 0 0.114810562571757 0.0466940605155024 0.0176878449129758 0.0633312222925903 0.0286013919344075 0.0906412871062769 0.0583090379008746
"atr-sbj-ap-exd-apos-pred-co-coord-root" 0.0407913522333265 0 0.0637958532695375 0 0.0336190956463271 0 0 0 0 0.172711571675302 0 0.177499388613217 0.086319667535796 0 0 0 0 0 0 0 0 0 0
"auxz-adv-auxc-pred-root" 0.0407913522333265 0.0470219435736677 0.0318979266347687 0.0708415981864551 0.151285930408472 0.0610873549175321 0.0593072908429543 0 0.128741551335694 0.0246730816679003 0.0720357297219421 0.082044161847887 0.086319667535796 0 0.141143260409315 0.0357015351660121 0.0492045268164671 0.0373552484124019 0.0141502759303806 0.105552037154317 0.104871770426161 0.0793111262179923 0.0947521865889213
"obj-ap-apos-pred-co-coord-root" 0.0305935141749949 0.0783699059561129 0.0956937799043062 0.113346557098328 0.0336190956463271 0.015271838729383 0 0 0.01379373764311 0.518134715025907 0.0720357297219421 0.0654775522439867 0.145942530679078 0 0 0 0 0.00933881210310048 0.0106127069477855 0.0211104074308634 0.057202783868815 0.0679809653297077 0
"atr-co-coord-obj-pred-co-coord-root" 0 0.0313479623824451 0.127591706539075 0.028336639274582 0.0336190956463271 0.0203624516391774 0.0158152775581211 0.0640307347526813 0.0367833003816267 0.185048112509252 0.0576285837775537 0.123855128943445 0.0916590284142988 0 0 0.0714030703320243 0 0 0.0283005518607613 0 0 0.0679809653297077 0.0874635568513119
