,Mean Freq,Thuc_Book1,Aesch_Ag,Aesch_Cho,Aesch_Eumen,Aesch_Pers,Aesch_PromV,Aesch_Septem,Aesch_Supp,Athenaeus_Book12,Athenaeus_Book13,DioSic_Book11,Hdt_Book1,Hesiod_Theog,Hesiod_Works,Homer_Iliad,HomerJr_Odyssey,Lysias_Orat1,Lysias_Orat14,Plato_Euth,Plut_Lyc,Polybius_Book1,Soph_Ajax,Soph_Antig,Soph_Elec,Soph_OT,Soph_Trach
auxz-auxp-pred-root,0.011,0,0.010197838,0,0,0,0.028336639,0,0.050428643,0.015271839,0,0,0,0,0.028814292,0.011044406,0.006229254,0,0,0.032803018,0.009338812,0.003537569,0.042220815,0.011427265,0.009533797,0,0.033990483
sbj-sbj-exd-pred-root,0.016,0,0.020395676,0.061040745,0.031347962,0,0.028336639,0.064184852,0,0,0,0,0,0,0.014407146,0.003944431,0.005339361,0,0,0,0,0,0.042220815,0.022854531,0.047668987,0.035762181,0.045320644
adv-auxc-pred-co-coord-coord-root,0.018,0.029154519,0,0,0,0,0,0,0.016809548,0.015271839,0,0,0.01839165,0.012336541,0.028814292,0.003155545,0.00266968,0.105857445,0.035701535,0.065606036,0.018677624,0.007075138,0.031665611,0.011427265,0.019067595,0.017881091,0.022660322
atr-atr-obj-co-coord-pred-root,0.014,0,0,0.030520372,0.031347962,0.09569378,0.042504959,0.016046213,0,0.030543677,0.031630555,0,0.009195825,0,0,0.001577772,0.00266968,0,0,0,0.009338812,0.014150276,0.010555204,0,0.009533797,0.017881091,0
atv-co-coord-obj-pred-root,0.012,0,0,0.030520372,0.062695925,0,0,0,0,0,0,0,0,0,0,0.007888862,0.007119148,0,0,0,0.018677624,0,0.042220815,0.034281796,0.038135189,0,0.079311126
auxx-atr-obj-adv-pred-co-coord-root,0.008,0.021865889,0.010197838,0,0,0.015948963,0,0.032092426,0,0,0.003953819,0,0.027587475,0.024673082,0.014407146,0.011833293,0.008009041,0,0,0,0,0,0,0.034281796,0,0,0
auxx-auxy-pred-root,0.013,0.00728863,0.010197838,0.061040745,0,0,0.01416832,0.032092426,0,0,0,0,0,0,0,0.003155545,0.012458509,0,0,0.032803018,0,0,0.116107241,0.011427265,0.019067595,0,0.011330161
auxx-coord-apos-pred-root,0.013,0.00728863,0.010197838,0.015260186,0.015673981,0.19138756,0.01416832,0,0.016809548,0,0.003953819,0,0.004597913,0,0,0.005522203,0.008009041,0,0,0,0,0.010612707,0,0,0.009533797,0.035762181,0
obj-adv-auxc-adv-pred-root,0.014,0.043731778,0,0.015260186,0,0,0,0,0,0.015271839,0.027676736,0.016007684,0.01839165,0,0,0.002366659,0.001779787,0.07057163,0.035701535,0,0.037355248,0.017687845,0.010555204,0.034281796,0.009533797,0,0
obj-adv-co-coord-coord-pred-root,0.010,0.021865889,0,0,0,0,0,0,0,0.005090613,0.003953819,0.032015367,0.009195825,0,0,0,0.001779787,0,0.07140307,0,0.028016436,0.099051932,0,0,0,0,0
obj-auxp-adv-auxc-coord-root,0.005,0.014577259,0,0,0,0.015948963,0,0.016046213,0,0,0.003953819,0.016007684,0.009195825,0,0,0.013411065,0.011568615,0,0,0,0,0.014150276,0,0.011427265,0,0.008940545,0
xseg-pred-root,0.023,0,0.071384866,0.045780559,0.12539185,0.031897927,0,0.144415918,0.084047739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011427265,0.047668987,0.017881091,0.022660322
atr-obj-adv-co-coord-auxc-coord-root,0.005,0.00728863,0,0,0,0,0,0.064184852,0,0.005090613,0.007907639,0,0.013793738,0,0,0.011044406,0.016018083,0,0,0,0,0,0,0,0,0,0
atr-obj-obj-co-coord-coord-pred-root,0.010,0.058309038,0,0,0,0.015948963,0,0,0,0,0.019769097,0,0.055174951,0,0,0.003944431,0,0,0.035701535,0,0.056032873,0.014150276,0,0.011427265,0,0,0
auxx-sbj-pred-root,0.016,0.021865889,0.020395676,0.015260186,0,0.031897927,0,0.016046213,0.033619096,0,0.007907639,0,0.022989563,0.012336541,0.014407146,0.002366659,0.003559574,0,0.07140307,0.016401509,0.028016436,0,0,0.034281796,0,0.044702727,0.022660322
pnom-adv-auxc-pred-co-coord-root,0.009,0,0.020395676,0,0,0.031897927,0.01416832,0,0.016809548,0,0.011861458,0,0.004597913,0,0.014407146,0.009466634,0.009788828,0,0,0.065606036,0,0.003537569,0.010555204,0,0.009533797,0,0.022660322
pnom-sbj-pred-root,0.013,0.00728863,0,0,0.015673981,0.015948963,0.01416832,0,0.016809548,0.015271839,0.007907639,0.016007684,0.01839165,0,0,0.002366659,0.001779787,0.035285815,0,0.049204527,0.018677624,0.031838121,0.021110407,0.011427265,0.019067595,0.026821636,0
adv-atr-co-coord-obj-pred-co-coord-root,0.006,0.014577259,0,0,0,0.04784689,0,0,0,0,0,0,0,0,0,0.013411065,0.013348402,0,0.035701535,0,0,0,0,0,0,0.017881091,0.022660322
adv-atr-obj-obj-pred-root,0.008,0.00728863,0.010197838,0,0,0,0,0,0,0.010181226,0.015815278,0.016007684,0.022989563,0,0,0.008677748,0.005339361,0.035285815,0,0,0.009338812,0.010612707,0.021110407,0,0,0.017881091,0.022660322
atr-adv-auxp-adv-coord-root,0.013,0.029154519,0,0,0,0.015948963,0,0,0,0.005090613,0.007907639,0.064030735,0.013793738,0,0.014407146,0,0,0,0.07140307,0.016401509,0.009338812,0.067213811,0,0,0,0.017881091,0.011330161
atr-atr-co-coord-sbj-pred-co-coord-root,0.010,0.00728863,0.010197838,0.030520372,0,0.031897927,0.028336639,0,0,0,0,0,0.004597913,0.049346163,0.014407146,0.008677748,0.008009041,0,0,0,0,0.014150276,0,0.011427265,0,0.017881091,0.011330161
atr-obj-auxp-adv-auxc-pred-co-coord-root,0.006,0.014577259,0,0,0.047021944,0,0,0.016046213,0,0,0,0,0.009195825,0,0,0.014199951,0.009788828,0,0,0.016401509,0,0.007075138,0,0,0.009533797,0,0.011330161
atr-obj-coord-pred-root,0.013,0,0.010197838,0.015260186,0.015673981,0,0.042504959,0,0,0.015271839,0.011861458,0.048023051,0.01839165,0,0,0,0.00266968,0,0,0,0.056032873,0.021225414,0,0.045709062,0,0.026821636,0.011330161
atr-pred-co-coord-root,0.007,0.014577259,0.010197838,0.015260186,0,0.015948963,0.028336639,0,0,0,0.015815278,0.016007684,0.013793738,0.012336541,0.014407146,0.006311089,0.013348402,0,0,0,0,0.003537569,0,0,0,0.008940545,0
atv-sbj-obj-pred-root,0.009,0,0.010197838,0.030520372,0.015673981,0.015948963,0,0,0,0.010181226,0.007907639,0,0,0,0,0.007099976,0.012458509,0,0.035701535,0,0.009338812,0.003537569,0.021110407,0.011427265,0.009533797,0,0.033990483
auxc-obj-co-coord-pred-root,0.015,0.036443149,0,0.015260186,0,0,0,0,0,0.005090613,0.011861458,0.080038418,0.032185388,0,0,0.004733317,0.00266968,0.035285815,0.107104605,0,0.056032873,0.003537569,0,0,0,0,0
auxp-obj-adv-auxc-pred-root,0.009,0.029154519,0,0,0.015673981,0,0,0,0,0.010181226,0.003953819,0.032015367,0.0367833,0,0,0.005522203,0.003559574,0,0,0,0,0.021225414,0.010555204,0.022854531,0.009533797,0.017881091,0.011330161
auxz-sbj-exd-pred-root,0.017,0,0.040791352,0,0.015673981,0.015948963,0.042504959,0.016046213,0.033619096,0,0,0,0,0.012336541,0.014407146,0.003944431,0.00266968,0,0,0.082007545,0,0,0.021110407,0.034281796,0.028601392,0.044702727,0.022660322
obj-atr-obj-adv-pred-co-coord-root,0.008,0.021865889,0.010197838,0.015260186,0,0.015948963,0,0.016046213,0,0,0,0,0.022989563,0.012336541,0.014407146,0.011833293,0.007119148,0,0,0,0.009338812,0,0.010555204,0.022854531,0.009533797,0,0
obj-atr-sbj-exd-pred-co-coord-root,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.024673082,0.057628584,0.014199951,0.014238296,0,0,0,0,0,0,0,0.009533797,0.008940545,0
pnom-adv-co-coord-pred-root,0.010,0.029154519,0,0,0,0,0,0,0,0.020362452,0.015815278,0.048023051,0.027587475,0,0,0.001577772,0.001779787,0,0.035701535,0,0.018677624,0.042450828,0,0.011427265,0.009533797,0,0
adv-obj-auxc-pred-co-coord-root,0.010,0,0.020395676,0,0.015673981,0,0,0,0,0,0,0,0.009195825,0.024673082,0,0.009466634,0.011568615,0,0.07140307,0.049204527,0.009338812,0,0.010555204,0,0.009533797,0.008940545,0
adv-obj-co-coord-coord-pred-root,0.010,0.029154519,0,0,0,0.015948963,0,0,0,0.076359194,0.007907639,0,0.055174951,0,0.028814292,0.001577772,0.000889893,0,0.035701535,0,0.009338812,0,0,0,0,0,0
adv-pred-coord-root,0.010,0,0.040791352,0.015260186,0.015673981,0,0.028336639,0.032092426,0,0.015271839,0,0,0,0,0,0,0.009788828,0,0,0,0.018677624,0.03537569,0,0.011427265,0.038135189,0,0
atr-adv-pred-co-coord-coord-root,0.014,0.00728863,0.010197838,0,0,0.015948963,0,0,0.033619096,0,0.007907639,0.080038418,0.032185388,0,0.043221438,0.003944431,0.003559574,0.035285815,0,0,0,0.007075138,0.021110407,0,0.028601392,0,0.022660322
atr-atr-adv-pred-root,0.011,0.014577259,0.020395676,0,0.031347962,0.031897927,0.028336639,0,0,0.010181226,0,0,0.01839165,0.037009623,0.028814292,0.007099976,0.004449467,0,0,0,0.018677624,0,0,0,0,0.026821636,0.011330161
atr-atr-sbj-ap-apos-pred-root,0.012,0.029154519,0.020395676,0.015260186,0,0.04784689,0.01416832,0.048138639,0,0.03563429,0.019769097,0,0.004597913,0.037009623,0,0.001577772,0.003559574,0,0,0,0,0.003537569,0,0.022854531,0,0.017881091,0
atr-obj-coord-coord-root,0.008,0,0,0,0,0,0,0.016046213,0,0.005090613,0,0.048023051,0.004597913,0.024673082,0,0.001577772,0.01779787,0,0,0.016401509,0.009338812,0.014150276,0,0.022854531,0,0,0.033990483
atr-sbj-atr-sbj-pred-co-coord-root,0.005,0,0,0,0.015673981,0,0,0,0,0,0,0.016007684,0.022989563,0.012336541,0.014407146,0.01656661,0.008009041,0,0,0,0.009338812,0,0.010555204,0,0,0,0
auxc-sbj-pred-root,0.018,0.036443149,0,0,0.015673981,0.015948963,0.01416832,0,0.050428643,0.010181226,0.019769097,0.016007684,0,0,0,0.000788886,0.00266968,0.035285815,0.107104605,0.032803018,0.018677624,0.007075138,0.010555204,0.011427265,0,0.026821636,0.033990483
auxp-atv-obj-pred-root,0.008,0,0.010197838,0.045780559,0,0,0.028336639,0,0,0,0,0,0,0.012336541,0,0.012622179,0.008009041,0,0,0,0,0.003537569,0,0.022854531,0,0.035762181,0.022660322
auxz-auxy-pred-co-coord-root,0.008,0,0.010197838,0,0,0.031897927,0,0.016046213,0,0,0,0,0,0.037009623,0,0.007099976,0.014238296,0,0,0,0.009338812,0,0,0.022854531,0.009533797,0.017881091,0.033990483
exd-ap-apos-coord-root,0.007,0,0,0,0.047021944,0,0.028336639,0,0.016809548,0,0,0,0,0.037009623,0,0.003155545,0.02313723,0,0,0,0,0,0.021110407,0,0,0,0
obj-ap-apos-adv-pred-root,0.011,0,0.010197838,0,0.031347962,0.015948963,0,0.032092426,0,0.010181226,0.027676736,0,0.022989563,0.037009623,0,0.001577772,0.006229254,0,0,0,0.018677624,0,0.042220815,0,0,0.008940545,0.022660322
obj-obj-adv-auxc-pred-co-coord-root,0.006,0.014577259,0,0,0,0.015948963,0.028336639,0,0,0,0.003953819,0,0,0,0,0.015777723,0.007119148,0,0,0.032803018,0.009338812,0.003537569,0.010555204,0.022854531,0,0,0
obj-obj-adv-co-coord-pred-root,0.010,0.029154519,0.010197838,0,0,0,0,0,0,0,0.047445833,0.080038418,0.009195825,0,0,0,0,0,0,0,0.009338812,0.053063535,0,0,0,0,0.011330161
adv-atr-obj-auxp-pred-co-coord-root,0.003,0.00728863,0,0,0,0,0,0,0,0,0,0.016007684,0.004597913,0.012336541,0,0.01656661,0.013348402,0,0,0,0,0,0,0,0,0,0
adv-auxc-root,0.008,0,0,0,0,0,0,0.016046213,0,0,0,0,0,0.024673082,0,0.003944431,0.016018083,0,0,0.032803018,0,0,0,0.011427265,0.066736581,0.008940545,0.033990483
adv-obj-obj-pred-root,0.014,0.00728863,0,0,0.015673981,0,0.028336639,0.016046213,0,0.005090613,0.035584375,0.032015367,0.022989563,0,0,0.001577772,0,0.07057163,0,0.032803018,0.018677624,0.007075138,0.021110407,0.011427265,0.028601392,0.008940545,0.011330161
adv-pnom-co-coord-pred-root,0.014,0.021865889,0.010197838,0,0.015673981,0,0,0,0,0.015271839,0.035584375,0.016007684,0.01839165,0,0.043221438,0.000788886,0.000889893,0.035285815,0.07140307,0,0,0.017687845,0.042220815,0.011427265,0,0,0
atr-adv-auxp-atr-obj-pred-root,0.010,0.029154519,0.020395676,0.015260186,0,0,0.042504959,0.048138639,0.016809548,0,0.019769097,0,0.013793738,0,0,0.001577772,0.008009041,0,0,0,0,0.014150276,0,0,0.009533797,0,0.022660322
atr-adv-auxp-atr-sbj-pred-root,0.007,0.014577259,0,0,0,0,0.01416832,0,0.016809548,0.030543677,0.051399652,0,0.009195825,0,0,0.002366659,0.005339361,0,0,0,0,0.014150276,0,0.011427265,0.009533797,0,0
atr-atr-atr-sbj-pred-root,0.007,0,0.010197838,0,0,0.015948963,0,0,0,0.010181226,0.027676736,0,0.009195825,0,0,0.004733317,0.005339361,0,0,0,0.028016436,0.024762983,0,0.034281796,0.009533797,0.008940545,0
auxx-adv-pred-co-coord-coord-root,0.014,0.00728863,0.010197838,0,0,0.015948963,0,0,0.016809548,0.005090613,0,0.032015367,0.032185388,0.012336541,0.014407146,0.001577772,0.001779787,0.035285815,0,0,0.009338812,0.017687845,0.010555204,0.079990858,0.009533797,0,0.045320644
auxx-atr-obj-auxp-pred-co-coord-root,0.006,0.00728863,0,0,0.015673981,0,0,0.032092426,0,0,0,0.016007684,0,0,0.014407146,0.011833293,0.013348402,0,0,0,0,0,0,0,0,0.017881091,0.022660322
auxz-adv-co-coord-auxc-pred-co-coord-root,0.004,0,0,0,0.015673981,0,0,0,0.016809548,0,0,0,0,0.012336541,0,0.01656661,0.013348402,0,0,0.016401509,0,0,0,0,0,0,0
obj-adv-auxp-pred-root,0.009,0.014577259,0,0,0.015673981,0,0,0,0,0.030543677,0.007907639,0.016007684,0.004597913,0,0,0.004733317,0.004449467,0.035285815,0.035701535,0,0.018677624,0.038913259,0,0,0,0,0.011330161
obj-ap-apos-obj-pred-root,0.013,0,0.061187028,0.030520372,0,0,0.056673279,0,0.033619096,0.015271839,0.027676736,0,0.01839165,0,0,0,0.004449467,0,0.035701535,0,0.018677624,0.003537569,0,0,0.019067595,0.008940545,0
obj-obj-ap-apos-pred-root,0.013,0,0,0,0.062695925,0,0.056673279,0,0.033619096,0.010181226,0.011861458,0.016007684,0,0,0,0.000788886,0.008898935,0,0,0,0,0,0.021110407,0.022854531,0.047668987,0.008940545,0.033990483
pnom-atr-obj-pred-co-coord-root,0.007,0.014577259,0,0,0,0.015948963,0.01416832,0,0,0.015271839,0.011861458,0.016007684,0.01839165,0.024673082,0.028814292,0.008677748,0.006229254,0,0,0,0,0.007075138,0,0,0.009533797,0,0
adv-co-coord-pred-co-coord-coord-root,0.016,0.00728863,0,0,0,0,0,0,0,0.010181226,0,0.176084521,0.009195825,0.024673082,0.028814292,0.001577772,0.000889893,0.07057163,0,0,0.018677624,0.028300552,0,0.022854531,0,0,0.022660322
atr-adv-co-auxp-coord-pred-co-coord-root,0.008,0.021865889,0.020395676,0,0.015673981,0,0,0,0,0.015271839,0,0.048023051,0,0,0.014407146,0.004733317,0.010678722,0,0,0.016401509,0,0.021225414,0,0,0.009533797,0,0
atr-atvv-pred-co-coord-root,0.010,0,0.061187028,0,0.062695925,0,0.028336639,0,0,0,0,0,0.004597913,0,0.014407146,0.005522203,0.008898935,0,0,0,0,0,0.010555204,0.045709062,0.009533797,0.017881091,0
atr-obj-adv-obj-co-coord-pred-root,0.007,0.014577259,0,0,0,0,0,0,0,0.045815516,0.019769097,0,0.027587475,0,0,0.003155545,0.003559574,0,0,0,0.018677624,0.010612707,0,0.011427265,0,0,0.033990483
auxp-coord-coord-root,0.007,0,0,0,0,0,0,0.032092426,0,0.010181226,0,0.032015367,0.009195825,0,0,0.005522203,0.010678722,0,0,0.032803018,0.018677624,0.024762983,0,0.011427265,0,0,0
auxx-atr-sbj-exd-pred-co-coord-root,0.005,0,0.010197838,0,0,0.015948963,0,0,0,0,0,0,0,0.024673082,0.043221438,0.007099976,0.018687763,0,0,0,0,0,0,0,0.019067595,0,0
auxx-coord-adv-pred-root,0.010,0.00728863,0,0.015260186,0,0,0,0.064184852,0,0,0.003953819,0.016007684,0,0.049346163,0,0.011044406,0.000889893,0,0,0,0,0.010612707,0,0.011427265,0.019067595,0.044702727,0.011330161
auxx-coord-coord-coord-root,0.013,0.00728863,0,0,0,0.031897927,0,0,0,0,0.007907639,0,0.009195825,0,0.014407146,0,0.006229254,0,0.035701535,0.065606036,0.037355248,0.017687845,0.021110407,0.057136327,0,0.008940545,0.022660322
auxz-sbj-adv-auxc-pred-root,0.006,0.00728863,0,0,0,0,0,0,0,0.040724903,0.015815278,0.016007684,0.009195825,0,0,0.008677748,0.008009041,0.035285815,0,0,0,0,0,0,0.009533797,0.008940545,0
exd-ap-apos-pred-co-coord-root,0.017,0,0.020395676,0.061040745,0,0.09569378,0,0.176508344,0,0,0,0,0,0.049346163,0,0.001577772,0.005339361,0,0,0,0,0,0,0,0.019067595,0,0.022660322
obj-adv-adv-pred-co-coord-root,0.006,0,0.030593514,0,0.031347962,0,0,0,0,0,0,0,0,0,0.043221438,0.018144382,0.004449467,0,0,0,0,0.007075138,0.010555204,0,0,0,0
obj-pnom-exd-pred-root,0.017,0,0.040791352,0.045780559,0.031347962,0.015948963,0.028336639,0.032092426,0.016809548,0,0,0,0,0,0.028814292,0.001577772,0.000889893,0,0,0.016401509,0,0,0.021110407,0.079990858,0.047668987,0.026821636,0.011330161
obj-pnom-pred-co-coord-root,0.012,0.00728863,0,0.015260186,0,0.015948963,0,0.016046213,0,0.010181226,0.007907639,0,0.022989563,0.012336541,0.043221438,0.003944431,0.000889893,0,0,0.032803018,0.009338812,0.010612707,0.031665611,0.045709062,0.009533797,0.008940545,0.011330161
obj-pred-coord-root,0.008,0,0.030593514,0,0,0.04784689,0.01416832,0.032092426,0,0.015271839,0,0,0,0,0,0.001577772,0.016018083,0,0,0,0.018677624,0.007075138,0.010555204,0,0.019067595,0,0
ocomp-co-coord-pred-root,0.013,0,0.071384866,0.030520372,0.015673981,0,0,0,0,0.010181226,0.015815278,0,0,0,0,0,0,0,0,0.032803018,0.074710497,0.017687845,0,0,0,0.053643272,0.022660322
pnom-exd-pred-co-coord-coord-root,0.012,0,0.030593514,0.015260186,0,0.015948963,0,0,0,0,0,0,0,0,0.144071459,0.001577772,0.012458509,0,0,0.032803018,0,0,0,0.034281796,0.009533797,0.008940545,0.011330161
sbj-adv-auxc-obj-pred-root,0.010,0.021865889,0.010197838,0,0.015673981,0,0,0,0,0.025453065,0.039538194,0.016007684,0.022989563,0,0,0.003155545,0.00266968,0,0.035701535,0.016401509,0.028016436,0,0,0.011427265,0,0,0
sbj-adv-co-coord-pred-co-coord-root,0.009,0.00728863,0,0,0,0,0,0,0,0.020362452,0,0.064030735,0.01839165,0.012336541,0.028814292,0.011044406,0.001779787,0,0,0,0,0.007075138,0.010555204,0,0.019067595,0,0.022660322
sbj-exd-adv-auxc-pred-co-coord-root,0.013,0,0.030593514,0.030520372,0.031347962,0.015948963,0.01416832,0.016046213,0.067238191,0,0,0,0,0,0.043221438,0.009466634,0.004449467,0,0,0.032803018,0,0,0,0.011427265,0,0,0.022660322
adv-adv-pred-co-coord-coord-root,0.013,0.00728863,0.020395676,0,0,0.031897927,0,0,0.033619096,0,0.003953819,0,0.022989563,0.024673082,0.014407146,0.007099976,0.001779787,0.07057163,0,0.065606036,0.018677624,0.003537569,0.010555204,0,0,0.008940545,0
atr-adv-co-coord-auxp-adv-pred-root,0.007,0.00728863,0,0.015260186,0,0,0,0,0,0.025453065,0.011861458,0,0.022989563,0,0.028814292,0.001577772,0.00266968,0,0,0,0.018677624,0.049525966,0,0,0,0,0
atr-auxp-obj-adv-pred-root,0.009,0.021865889,0.010197838,0.015260186,0.015673981,0,0,0.016046213,0,0.015271839,0.011861458,0.016007684,0.009195825,0,0,0.001577772,0.001779787,0.035285815,0,0,0,0.053063535,0,0.011427265,0,0,0.011330161
atr-obj-co-coord-adv-co-coord-pred-root,0.007,0.029154519,0,0,0,0,0,0,0,0,0.007907639,0,0.013793738,0,0,0.002366659,0.001779787,0,0,0.032803018,0.028016436,0.067213811,0,0,0,0,0
auxx-adv-adv-auxc-pred-root,0.009,0,0.020395676,0.015260186,0,0,0,0,0.016809548,0.030543677,0,0,0.009195825,0,0,0.001577772,0.009788828,0,0,0,0.009338812,0,0.010555204,0.011427265,0.009533797,0.035762181,0.056650804
auxx-atr-sbj-co-coord-pred-root,0.008,0.021865889,0,0,0,0,0.01416832,0,0.067238191,0.005090613,0.019769097,0.016007684,0.022989563,0,0,0.006311089,0.006229254,0,0,0,0.018677624,0.003537569,0,0,0,0,0
auxx-auxc-coord-pred-root,0.013,0.043731778,0,0,0.015673981,0,0.01416832,0,0,0.015271839,0.019769097,0,0.013793738,0,0,0.000788886,0.007119148,0.105857445,0.035701535,0,0.009338812,0.003537569,0,0,0,0,0.045320644
coord-atr-obj-pred-co-coord-root,0.006,0,0,0,0.015673981,0,0.01416832,0,0,0.005090613,0.003953819,0,0.013793738,0.037009623,0.014407146,0.012622179,0.008009041,0,0,0.032803018,0,0,0,0,0,0,0
obj-adv-obj-pred-co-coord-root,0.007,0,0,0,0,0.04784689,0,0.016046213,0,0,0.003953819,0,0.009195825,0,0,0.013411065,0.006229254,0,0,0.016401509,0.009338812,0,0.031665611,0,0.009533797,0.008940545,0
obj-auxp-atr-obj-pred-root,0.011,0,0.020395676,0.015260186,0,0,0.01416832,0.048138639,0.016809548,0.025453065,0.007907639,0.016007684,0.009195825,0.012336541,0,0.002366659,0.007119148,0,0,0,0,0.003537569,0.031665611,0.022854531,0,0.008940545,0.011330161
obj-co-coord-exd-pred-co-coord-root,0.010,0,0,0.061040745,0.031347962,0,0,0,0.050428643,0,0,0,0,0.049346163,0.028814292,0.01656661,0,0,0,0.032803018,0,0,0,0,0,0,0
sbj-atr-obj-adv-pred-root,0.009,0.014577259,0,0.015260186,0.015673981,0,0,0.016046213,0.016809548,0.005090613,0.003953819,0,0.022989563,0,0,0.003944431,0.007119148,0,0,0,0.018677624,0.010612707,0,0.011427265,0.019067595,0.017881091,0.022660322
adv-adv-auxc-obj-pred-root,0.012,0.00728863,0.010197838,0.045780559,0.015673981,0,0,0,0,0,0.007907639,0,0.041381213,0,0,0.001577772,0.00266968,0.035285815,0.035701535,0,0.028016436,0.007075138,0.021110407,0.022854531,0.038135189,0,0
adv-auxc-exd-pred-co-coord-root,0.011,0,0.030593514,0,0,0.015948963,0,0,0,0,0,0,0,0.049346163,0.014407146,0.01025552,0.000889893,0,0,0.065606036,0,0,0.021110407,0.011427265,0.019067595,0.008940545,0.045320644
adv-auxp-adv-co-coord-pred-co-coord-root,0.011,0.014577259,0.010197838,0,0.015673981,0,0,0.016046213,0,0.005090613,0.003953819,0.080038418,0.004597913,0.012336541,0.028814292,0.003944431,0.000889893,0.035285815,0,0,0.028016436,0.038913259,0,0,0,0,0
adv-auxp-atr-sbj-pred-co-coord-root,0.009,0.029154519,0,0,0.015673981,0.015948963,0,0.032092426,0,0,0.007907639,0.080038418,0.013793738,0,0,0.006311089,0.005339361,0,0,0,0.009338812,0.010612707,0,0,0,0,0.011330161
adv-exd-pred-co-coord-coord-root,0.010,0,0,0,0,0.04784689,0,0,0.033619096,0,0,0,0,0.012336541,0.043221438,0.006311089,0.008898935,0,0,0.032803018,0,0,0.010555204,0.045709062,0,0.008940545,0.022660322
atr-adv-auxp-adv-auxc-pred-co-coord-root,0.006,0.021865889,0,0,0.015673981,0,0,0,0,0.005090613,0.003953819,0,0.01839165,0.012336541,0,0.011833293,0.005339361,0,0,0.032803018,0.009338812,0,0,0,0.009533797,0.008940545,0
atr-adv-auxp-atr-obj-pred-co-coord-root,0.008,0.014577259,0,0,0,0,0.01416832,0,0.016809548,0,0.015815278,0.032015367,0.013793738,0,0,0.011044406,0.005339361,0.07057163,0,0,0,0.007075138,0,0,0,0,0
atr-adv-exd-pred-co-coord-root,0.011,0,0.010197838,0,0.062695925,0,0,0.016046213,0.016809548,0,0.007907639,0,0,0.037009623,0.057628584,0.008677748,0.004449467,0,0,0.016401509,0,0,0,0.011427265,0.009533797,0.017881091,0
atr-apos-pred-co-coord-root,0.004,0,0,0,0.015673981,0.015948963,0,0.016046213,0,0,0,0,0,0.037009623,0,0.007888862,0.018687763,0,0,0,0,0,0,0,0,0,0
atr-atr-adv-auxp-adv-pred-root,0.009,0.014577259,0,0,0,0,0,0,0,0.050906129,0.011861458,0.080038418,0.027587475,0,0,0.000788886,0,0,0,0,0.009338812,0.031838121,0,0,0,0,0
atr-atr-co-coord-obj-pred-root,0.010,0,0.020395676,0,0.062695925,0,0.01416832,0,0,0.010181226,0.015815278,0.048023051,0,0.012336541,0,0.003944431,0.005339361,0,0,0,0,0.014150276,0.052776019,0,0,0,0
atr-atr-pnom-obj-pred-root,0.008,0,0,0,0.015673981,0,0.01416832,0,0.033619096,0.030543677,0.027676736,0,0.013793738,0,0,0.003155545,0.005339361,0,0,0.032803018,0.009338812,0.003537569,0,0.011427265,0,0.017881091,0
atr-atr-sbj-exd-pred-root,0.014,0,0.061187028,0.015260186,0.062695925,0,0,0.080231065,0.050428643,0,0,0,0,0,0,0.003944431,0.00266968,0,0,0,0.009338812,0,0.010555204,0,0.028601392,0.026821636,0.022660322
atr-ocomp-pred-root,0.011,0.00728863,0.020395676,0,0,0.031897927,0,0,0.033619096,0.020362452,0.015815278,0,0.022989563,0,0,0.000788886,0.004449467,0.035285815,0.035701535,0,0.037355248,0.010612707,0,0,0,0.008940545,0.011330161
atr-pnom-auxp-pred-co-coord-root,0.008,0.109329446,0,0,0,0,0,0,0,0.005090613,0.007907639,0,0.032185388,0.012336541,0,0.000788886,0.000889893,0,0,0,0.009338812,0.028300552,0,0,0,0,0
auxc-adv-co-coord-pred-root,0.012,0.036443149,0,0,0,0,0.01416832,0,0,0.015271839,0.007907639,0.064030735,0.013793738,0,0,0.000788886,0.000889893,0.035285815,0,0,0.065371685,0.024762983,0,0.011427265,0,0,0.011330161
auxx-auxc-obj-co-coord-pred-root,0.015,0.036443149,0,0,0,0,0,0,0,0.010181226,0.007907639,0.096046102,0.01839165,0,0,0.003155545,0.001779787,0.035285815,0.107104605,0,0.056032873,0.007075138,0,0,0,0,0
auxy-adv-co-coord-auxc-pred-root,0.004,0,0,0,0,0,0.01416832,0,0.016809548,0,0,0,0,0.024673082,0,0.009466634,0.014238296,0,0,0,0,0.014150276,0,0,0,0,0.011330161
auxz-pnom-co-coord-pred-root,0.012,0.00728863,0,0,0,0.031897927,0.01416832,0,0,0,0.015815278,0,0.01839165,0,0.07203573,0.003944431,0.004449467,0.07057163,0,0,0.018677624,0.003537569,0.010555204,0.011427265,0,0.017881091,0.011330161
obj-atr-exd-pred-root,0.008,0,0.010197838,0.015260186,0,0.015948963,0.01416832,0.016046213,0,0.015271839,0.011861458,0,0,0.012336541,0.014407146,0.007888862,0.005339361,0,0,0,0,0,0.031665611,0.011427265,0.009533797,0.017881091,0.011330161
