,Mean Freq,Thuc_Book1,Aesch_Ag,Aesch_Cho,Aesch_Eumen,Aesch_Pers,Aesch_PromV,Aesch_Septem,Aesch_Supp,Athenaeus_Book12,Athenaeus_Book13,DioSic_Book11,Hdt_Book1,Hesiod_Theog,Hesiod_Works,Homer_Iliad,HomerJr_Odyssey,Lysias_Orat1,Lysias_Orat14,Plato_Euth,Plut_Lyc,Polybius_Book1,Soph_Ajax,Soph_Antig,Soph_Elec,Soph_OT,Soph_Trach
sbj-obj-co-coord-pred-root,0.046,0.072886297,0.010197838,0.030520372,0.015673981,0,0.028336639,0.032092426,0,0.157809,0.106753124,0.144069153,0.105751989,0,0,0.011044406,0.018687763,0.14114326,0.07140307,0.032803018,0.121404557,0.014150276,0.021110407,0.045709062,0,0.026821636,0
adv-auxp-adv-co-coord-pred-root,0.038,0.109329446,0,0.015260186,0.015673981,0,0.01416832,0,0.016809548,0.081449807,0.090937846,0.032015367,0.073566601,0,0,0.003944431,0.004449467,0.14114326,0.035701535,0,0.084049309,0.265317674,0,0.011427265,0,0,0
auxx-adv-co-coord-pred-root,0.046,0.109329446,0,0,0,0,0,0,0,0.111993484,0.047445833,0.160076837,0.091958251,0,0,0,0.000889893,0.105857445,0.142806141,0,0.17743743,0.24409226,0,0.011427265,0,0,0
adv-co-coord-auxp-pred-root,0.036,0.072886297,0,0.045780559,0,0.031897927,0,0.032092426,0.067238191,0.111993484,0.071168749,0,0.027587475,0.024673082,0,0.027611016,0.02046755,0.07057163,0.07140307,0.049204527,0.074710497,0.099051932,0,0,0.038135189,0.008940545,0
adv-sbj-pred-root,0.052,0.058309038,0.071384866,0.030520372,0.015673981,0.015948963,0.056673279,0.032092426,0.050428643,0.050906129,0.059307291,0,0.064370776,0.012336541,0,0.01025552,0.010678722,0.035285815,0.07140307,0.098409054,0.121404557,0.07075138,0.126662445,0.102845389,0.076270378,0.062583818,0.045320644
adv-co-coord-auxp-pred-co-coord-root,0.040,0.094752187,0,0,0.062695925,0,0,0,0,0.030543677,0.019769097,0.256122939,0.041381213,0.222057735,0.057628584,0.039444309,0.014238296,0,0,0.032803018,0.018677624,0.081364087,0.042220815,0,0.019067595,0,0
auxp-coord-root,0.025,0.072886297,0.010197838,0,0,0.04784689,0.028336639,0.032092426,0.033619096,0.040724903,0.031630555,0.048023051,0.0367833,0.012336541,0.014407146,0.023666585,0.059622863,0,0,0,0.009338812,0.07075138,0.010555204,0.011427265,0.019067595,0.026821636,0
exd-ap-apos-pred-root,0.042,0,0.071384866,0.091561117,0.062695925,0.09569378,0.028336639,0.064184852,0.100857287,0,0.027676736,0,0,0,0.028814292,0.009466634,0.066742011,0,0,0,0,0,0.179438463,0.022854531,0.057202784,0.098345999,0.079311126
obj-co-coord-adv-auxc-pred-root,0.029,0.043731778,0.040791352,0,0.062695925,0,0.028336639,0.064184852,0,0.010181226,0.007907639,0.064030735,0.0367833,0.024673082,0,0.041022081,0.051613822,0,0.07140307,0.065606036,0.056032873,0.028300552,0,0,0.019067595,0.035762181,0
sbj-ap-co-coord-apos-pred-co-coord-root,0.038,0,0,0.030520372,0,0.04784689,0,0,0,0.010181226,0,0,0.009195825,0.777202073,0,0.018933268,0.064962224,0,0,0.032803018,0,0.007075138,0,0,0,0,0
atr-atr-obj-adv-pred-root,0.046,0.014577259,0.071384866,0.061040745,0.047021944,0.031897927,0.056673279,0.032092426,0.050428643,0.147627774,0.094891665,0.096046102,0.055174951,0,0,0.014988837,0.004449467,0.035285815,0.07140307,0,0.065371685,0.088439225,0.031665611,0.068563593,0.019067595,0.026821636,0.011330161
auxy-coord-adv-pred-root,0.046,0.058309038,0,0.015260186,0.078369906,0.015948963,0.01416832,0.016046213,0,0.050906129,0.015815278,0.080038418,0.055174951,0.259067358,0.014407146,0.018144382,0.02313723,0,0.142806141,0.032803018,0.084049309,0.081364087,0.010555204,0.045709062,0.057202784,0.026821636,0.011330161
adv-atr-sbj-pred-root,0.033,0.043731778,0.020395676,0.015260186,0.015673981,0.015948963,0.070841598,0.016046213,0.067238191,0.061087355,0.083030207,0,0.055174951,0,0.014407146,0.033133219,0.019577657,0,0,0,0.009338812,0.045988397,0.052776019,0.034281796,0.057202784,0.035762181,0.090641287
adv-coord-coord-root,0.030,0.029154519,0,0,0.047021944,0,0,0.016046213,0,0.020362452,0.011861458,0.016007684,0.041381213,0.086355786,0.129664313,0.033133219,0.048944141,0.035285815,0.035701535,0.032803018,0.018677624,0.045988397,0.010555204,0.022854531,0.047668987,0,0.045320644
atr-sbj-ap-exd-apos-pred-root,0.018,0,0.071384866,0.030520372,0.047021944,0,0.042504959,0.016046213,0.033619096,0,0,0,0,0.012336541,0,0.085988593,0.025806911,0,0,0,0,0,0.042220815,0,0,0,0.056650804
auxp-adv-auxc-pred-co-coord-root,0.025,0.080174927,0.010197838,0.030520372,0.062695925,0.015948963,0.028336639,0.032092426,0,0.005090613,0.027676736,0,0.013793738,0.037009623,0.028814292,0.050488715,0.0409351,0,0,0.082007545,0.009338812,0.010612707,0.010555204,0,0.028601392,0.008940545,0.033990483
auxy-obj-pred-root,0.042,0.021865889,0.040791352,0.030520372,0.015673981,0.015948963,0.099178237,0,0,0.081449807,0.134429859,0,0.160926939,0,0,0.007888862,0.004449467,0.035285815,0.035701535,0.016401509,0.046694061,0.031838121,0.042220815,0.022854531,0.038135189,0.143048726,0.056650804
obj-exd-pred-root,0.062,0,0.071384866,0.19838242,0.094043887,0.111642743,0.028336639,0.016046213,0.184905026,0.010181226,0.003953819,0,0,0,0.028814292,0.01025552,0.021357444,0,0,0.229621125,0.028016436,0,0.105552037,0.114272655,0.171608352,0.089405454,0.101971448
sbj-atr-sbj-pred-root,0.029,0,0,0,0,0.015948963,0.028336639,0,0.067238191,0.086540419,0.051399652,0,0.082762426,0,0,0.031555447,0.027586698,0,0.035701535,0.016401509,0.037355248,0.024762983,0.052776019,0.057136327,0.047668987,0.017881091,0.079311126
adv-adv-co-coord-auxc-pred-root,0.031,0.021865889,0.05098919,0.030520372,0,0,0,0,0.033619096,0.025453065,0.019769097,0,0.064370776,0.012336541,0.100850022,0.036288764,0.032926059,0.07057163,0.07140307,0.032803018,0.056032873,0.03537569,0.010555204,0.011427265,0.019067595,0.026821636,0.045320644
adv-auxp-pred-co-coord-coord-root,0.040,0.029154519,0.010197838,0.015260186,0.015673981,0.015948963,0,0,0,0.030543677,0.019769097,0.096046102,0.087360338,0.061682704,0.187292897,0.017355496,0.026696804,0.035285815,0.07140307,0.098409054,0.037355248,0.081364087,0,0.034281796,0.038135189,0.008940545,0.022660322
auxp-coord-pred-co-coord-root,0.022,0.036443149,0.030593514,0,0.031347962,0.031897927,0,0.016046213,0,0.015271839,0.011861458,0.048023051,0.01839165,0.049346163,0.086442876,0.044177626,0.048054248,0,0,0.016401509,0,0.024762983,0.010555204,0,0.019067595,0.026821636,0
auxx-coord-auxc-pred-root,0.026,0,0.020395676,0.122081489,0,0.015948963,0.028336639,0,0.084047739,0.005090613,0,0,0.004597913,0.049346163,0.057628584,0.049699829,0.044494674,0,0,0.049204527,0,0.010612707,0.010555204,0.011427265,0.038135189,0.026821636,0.045320644
auxy-coord-obj-pred-root,0.028,0.029154519,0.010197838,0.045780559,0.062695925,0,0.01416832,0.032092426,0,0.071268581,0.031630555,0.016007684,0.087360338,0,0.028814292,0.03707765,0.022247337,0,0,0.016401509,0.028016436,0.028300552,0.031665611,0.022854531,0.038135189,0.026821636,0.056650804
obj-auxp-obj-pred-root,0.034,0.029154519,0.040791352,0.030520372,0.031347962,0.031897927,0.042504959,0,0.033619096,0.091631032,0.075122568,0.016007684,0.068968688,0,0,0.022877699,0.02313723,0.035285815,0.107104605,0,0.037355248,0.038913259,0.021110407,0.022854531,0.028601392,0.017881091,0.045320644
adv-adv-auxc-coord-root,0.024,0.021865889,0.010197838,0.030520372,0.015673981,0,0,0.016046213,0.033619096,0.005090613,0.023722916,0.016007684,0.041381213,0.012336541,0.043221438,0.03707765,0.049834035,0.07057163,0,0.032803018,0.018677624,0.017687845,0.010555204,0.057136327,0.028601392,0.026821636,0.011330161
exd-co-coord-pred-root,0.033,0,0.071384866,0.030520372,0.015673981,0.015948963,0.028336639,0.112323492,0.084047739,0,0.007907639,0,0,0.049346163,0.014407146,0.052855373,0.022247337,0,0,0,0,0,0.052776019,0.12569992,0.076270378,0.044702727,0.045320644
auxx-adv-coord-root,0.039,0.065597668,0.020395676,0.030520372,0.047021944,0.015948963,0,0.016046213,0.016809548,0.010181226,0.023722916,0.160076837,0.082762426,0,0.028814292,0.012622179,0.010678722,0.035285815,0.035701535,0.016401509,0.074710497,0.166265742,0.010555204,0.022854531,0.019067595,0.035762181,0.045320644
sbj-adv-auxc-coord-root,0.024,0.014577259,0,0.015260186,0,0.031897927,0.01416832,0.032092426,0.016809548,0.015271839,0.035584375,0.048023051,0.041381213,0.024673082,0.028814292,0.041810967,0.039155313,0.035285815,0,0.016401509,0.018677624,0.014150276,0.021110407,0.068563593,0.019067595,0,0.022660322
atr-sbj-obj-pred-co-coord-root,0.031,0.036443149,0.030593514,0.015260186,0.031347962,0.031897927,0,0,0.033619096,0.030543677,0.043492013,0.016007684,0.078164513,0.012336541,0,0.025244357,0.032036165,0,0,0.114810563,0.074710497,0.003537569,0.116107241,0.045709062,0,0.026821636,0
sbj-adv-co-coord-auxc-pred-root,0.028,0.043731778,0.030593514,0.061040745,0,0,0,0,0.067238191,0.030543677,0.023722916,0,0.01839165,0.037009623,0.043221438,0.023666585,0.046274461,0.07057163,0,0,0.037355248,0.03537569,0.010555204,0.057136327,0.028601392,0.017881091,0.033990483
atr-obj-auxp-adv-pred-co-coord-root,0.024,0.014577259,0.05098919,0.015260186,0.062695925,0,0.01416832,0.032092426,0,0,0.003953819,0.064030735,0.0367833,0.037009623,0.014407146,0.037866536,0.041824994,0.035285815,0,0.016401509,0.046694061,0.028300552,0.031665611,0.011427265,0,0.008940545,0.022660322
coord-apos-pred-co-coord-root,0.019,0.00728863,0,0.030520372,0,0.079744817,0.01416832,0.016046213,0,0.010181226,0,0,0.009195825,0.185048113,0,0.031555447,0.066742011,0,0,0.016401509,0.018677624,0.007075138,0,0,0,0,0
obj-co-coord-obj-pred-root,0.028,0.072886297,0,0.045780559,0.031347962,0,0,0,0.033619096,0.055996742,0.055353471,0,0.087360338,0,0.028814292,0.01656661,0.024917017,0,0,0.016401509,0.018677624,0.045988397,0.063331222,0.034281796,0.047668987,0.053643272,0
auxx-coord-obj-pred-root,0.028,0,0.010197838,0.015260186,0.078369906,0.031897927,0.042504959,0.016046213,0.033619096,0.040724903,0.015815278,0.016007684,0.013793738,0.061682704,0.057628584,0.033922105,0.034705846,0,0,0,0.018677624,0.003537569,0.08444163,0.034281796,0.047668987,0.026821636,0.022660322
auxy-adv-pred-root,0.028,0.00728863,0.030593514,0.030520372,0.015673981,0,0.01416832,0.032092426,0,0.025453065,0.007907639,0,0.0367833,0.061682704,0.028814292,0.035499878,0.026696804,0,0,0,0,0.014150276,0.042220815,0.057136327,0.076270378,0.080464908,0.101971448
atr-obj-adv-co-coord-auxc-pred-root,0.036,0.051020408,0.040791352,0.122081489,0,0.031897927,0,0,0.033619096,0.040724903,0.031630555,0,0.022989563,0,0.014407146,0.031555447,0.029366485,0.14114326,0.178507676,0.016401509,0.009338812,0.014150276,0.031665611,0.034281796,0.009533797,0.017881091,0.033990483
atr-exd-ap-apos-pred-root,0.035,0,0.071384866,0.106821303,0.031347962,0.14354067,0.01416832,0.064184852,0.100857287,0,0.015815278,0,0,0,0.014407146,0.007888862,0.056953183,0,0,0,0,0,0.126662445,0.045709062,0.028601392,0.053643272,0.033990483
auxx-auxc-obj-pred-root,0.041,0.043731778,0.030593514,0.045780559,0.031347962,0,0.028336639,0,0,0.081449807,0.094891665,0.080038418,0.068968688,0.012336541,0,0.007099976,0.016907976,0.035285815,0.178507676,0.032803018,0.056032873,0.014150276,0.073886426,0.022854531,0.047668987,0.044702727,0.011330161
auxz-obj-co-coord-pred-root,0.033,0.021865889,0.020395676,0,0.047021944,0.079744817,0.028336639,0.048138639,0,0.045815516,0.055353471,0,0.041381213,0,0.014407146,0.018144382,0.018687763,0,0,0.016401509,0.046694061,0.031838121,0.105552037,0.034281796,0.019067595,0.125167635,0.045320644
auxx-exd-exd-pred-root,0.055,0,0.081582704,0.076300931,0.094043887,0.111642743,0.085009918,0.096277279,0.084047739,0,0,0,0,0,0,0.003944431,0.024027124,0,0,0.262424143,0,0,0.08444163,0.068563593,0.085804176,0.178810907,0.090641287
pnom-adv-pred-root,0.036,0.043731778,0.030593514,0.045780559,0.12539185,0.031897927,0,0.016046213,0.016809548,0.066177968,0.075122568,0.048023051,0.055174951,0.012336541,0.014407146,0.014988837,0.011568615,0.035285815,0.035701535,0,0.018677624,0.053063535,0.052776019,0.057136327,0.009533797,0.044702727,0.011330161
auxz-exd-coord-root,0.045,0.021865889,0,0.030520372,0.047021944,0.015948963,0.01416832,0.048138639,0,0.010181226,0.019769097,0,0.009195825,0,0.014407146,0.012622179,0.035595739,0.211714891,0,0.295227161,0,0,0.021110407,0.045709062,0.066736581,0.107286544,0.135961931
atr-sbj-pred-co-coord-coord-root,0.039,0.043731778,0.040791352,0,0,0.159489633,0,0,0.016809548,0.010181226,0.011861458,0,0.110349901,0.049346163,0.129664313,0.011044406,0.01779787,0,0,0.114810563,0.028016436,0.028300552,0.021110407,0.114272655,0.028601392,0.044702727,0.045320644
obj-co-coord-coord-pred-root,0.033,0.072886297,0,0,0,0.031897927,0,0,0,0.101812258,0.031630555,0.032015367,0.124143639,0.024673082,0.028814292,0.009466634,0.008898935,0,0.035701535,0,0.270825551,0.03537569,0,0.022854531,0,0.017881091,0
pnom-adv-auxc-pred-root,0.035,0.058309038,0.020395676,0.015260186,0.047021944,0.015948963,0,0.048138639,0,0.03563429,0.086984027,0.016007684,0.0367833,0,0,0.022088813,0.014238296,0.14114326,0.07140307,0.032803018,0.056032873,0.031838121,0.031665611,0.034281796,0.028601392,0.053643272,0.011330161
adv-coord-pred-root,0.031,0.043731778,0.020395676,0,0.015673981,0.031897927,0.01416832,0,0,0.111993484,0.06326111,0.016007684,0.059772863,0,0.014407146,0.017355496,0.007119148,0.07057163,0.035701535,0.016401509,0.102726933,0.07075138,0.021110407,0.022854531,0.009533797,0.008940545,0.022660322
atr-obj-adv-co-coord-pred-co-coord-root,0.033,0.094752187,0,0.076300931,0.031347962,0.063795853,0,0,0,0.015271839,0.027676736,0.208099888,0.041381213,0,0.043221438,0.01656661,0.030256378,0.035285815,0.07140307,0,0.009338812,0.063676242,0.010555204,0,0.009533797,0,0
auxy-coord-auxc-pred-root,0.034,0.072886297,0.010197838,0.030520372,0,0,0,0,0.016809548,0.040724903,0.007907639,0.048023051,0.013793738,0.037009623,0.028814292,0.026033244,0.035595739,0.035285815,0.285612281,0.032803018,0.009338812,0.024762983,0.021110407,0.022854531,0.019067595,0.008940545,0.045320644
obj-obj-adv-pred-root,0.034,0.029154519,0.020395676,0.030520372,0.031347962,0.031897927,0.01416832,0,0,0.045815516,0.059307291,0.080038418,0.101154076,0,0.014407146,0.003944431,0.005339361,0.07057163,0,0.016401509,0.046694061,0.13796519,0.031665611,0.034281796,0.028601392,0.017881091,0.033990483
auxx-apos-pred-root,0.038,0.00728863,0.091780543,0.061040745,0.015673981,0.127591707,0.099178237,0.144415918,0.016809548,0,0.003953819,0,0,0.049346163,0.014407146,0.005522203,0.046274461,0,0,0,0,0,0.105552037,0.045709062,0.028601392,0.098345999,0.033990483
auxz-atr-obj-pred-root,0.037,0.029154519,0.020395676,0.076300931,0.031347962,0.015948963,0.070841598,0.048138639,0.15128593,0.005090613,0.031630555,0.016007684,0.022989563,0,0.043221438,0.018933268,0.027586698,0.035285815,0,0,0.009338812,0.003537569,0.094996833,0.034281796,0.076270378,0.035762181,0.056650804
adv-auxp-obj-pred-co-coord-root,0.024,0.036443149,0.020395676,0.091561117,0,0.015948963,0.01416832,0,0.033619096,0.010181226,0.023722916,0.048023051,0.0367833,0.012336541,0,0.033133219,0.029366485,0.035285815,0,0.049204527,0.046694061,0.028300552,0.031665611,0.011427265,0,0,0.022660322
atr-adv-auxp-adv-co-coord-pred-root,0.030,0.087463557,0,0,0.015673981,0,0,0,0,0.050906129,0.071168749,0.032015367,0.068968688,0,0,0.001577772,0.001779787,0.14114326,0.035701535,0,0.074710497,0.20871657,0,0,0,0,0
pnom-obj-pred-co-coord-root,0.024,0.029154519,0.040791352,0.015260186,0,0.031897927,0.01416832,0.048138639,0.033619096,0.040724903,0.031630555,0,0.045979125,0.012336541,0,0.022877699,0.039155313,0,0,0.131212072,0.056032873,0,0.021110407,0,0.009533797,0,0
atr-exd-coord-root,0.019,0.00728863,0,0.015260186,0.031347962,0.031897927,0,0.048138639,0.016809548,0,0.011861458,0,0,0,0.028814292,0.048122056,0.032926059,0,0,0.065606036,0,0,0.010555204,0,0.047668987,0.062583818,0.033990483
auxx-coord-obj-pred-co-coord-root,0.012,0.00728863,0.030593514,0,0,0.015948963,0,0.016046213,0,0,0.003953819,0,0.009195825,0.061682704,0,0.050488715,0.041824994,0,0,0.016401509,0,0.003537569,0,0,0,0.035762181,0.011330161
auxx-obj-co-coord-pred-root,0.038,0.058309038,0,0,0,0,0,0,0,0.045815516,0.114660762,0.080038418,0.170122764,0,0,0,0,0.14114326,0.107104605,0,0.214792678,0.045988397,0.010555204,0,0,0,0
ocomp-pred-co-coord-root,0.035,0.043731778,0.05098919,0.045780559,0.047021944,0.015948963,0.01416832,0,0.016809548,0.015271839,0.031630555,0.016007684,0.0367833,0.135701949,0.086442876,0.015777723,0.024027124,0.035285815,0,0.032803018,0.112065745,0.007075138,0.010555204,0.068563593,0.009533797,0.017881091,0.011330161
atr-coord-pred-root,0.025,0.021865889,0.020395676,0.015260186,0.047021944,0.031897927,0.01416832,0.016046213,0.050428643,0.03563429,0.019769097,0.016007684,0.022989563,0.012336541,0,0.02682213,0.02046755,0,0,0,0.112065745,0.049525966,0,0.011427265,0.066736581,0.044702727,0
atr-sbj-obj-co-coord-pred-root,0.037,0.065597668,0,0.015260186,0.015673981,0,0.01416832,0,0,0.147627774,0.083030207,0.144069153,0.059772863,0,0,0.003944431,0.014238296,0.14114326,0.07140307,0.032803018,0.074710497,0.021225414,0.010555204,0.034281796,0,0,0
coord-auxp-pred-root,0.026,0.043731778,0.020395676,0.015260186,0.031347962,0.015948963,0.01416832,0.016046213,0.033619096,0.071268581,0.043492013,0,0.01839165,0.012336541,0,0.022088813,0.019577657,0.035285815,0.035701535,0.032803018,0.046694061,0.063676242,0.021110407,0,0.038135189,0.017881091,0
obj-auxp-adv-auxc-pred-root,0.022,0.014577259,0.010197838,0.030520372,0,0,0,0.016046213,0.050428643,0.045815516,0.035584375,0.080038418,0.068968688,0.012336541,0,0.022877699,0.029366485,0,0,0,0.018677624,0.024762983,0,0.022854531,0.057202784,0.008940545,0.033990483
auxp-atr-obj-pred-root,0.030,0.043731778,0.05098919,0.030520372,0,0,0.028336639,0.112323492,0.033619096,0.071268581,0.06721493,0.032015367,0.041381213,0.037009623,0,0.011833293,0.019577657,0.035285815,0,0,0,0.042450828,0.031665611,0.022854531,0.019067595,0.008940545,0.033990483
obj-ap-exd-apos-pred-root,0.023,0,0.071384866,0.030520372,0.047021944,0,0.056673279,0,0.033619096,0,0,0,0,0.049346163,0.028814292,0.054433146,0.015128189,0,0,0,0,0,0.042220815,0.022854531,0.038135189,0.053643272,0.045320644
adv-exd-adv-pred-co-coord-root,0.008,0,0,0,0,0,0,0.016046213,0,0,0,0,0,0.037009623,0.014407146,0.05364426,0.045384567,0,0,0,0,0,0.052776019,0,0,0,0
ocomp-pred-root,0.039,0.029154519,0.030593514,0.122081489,0.031347962,0.04784689,0.042504959,0,0.100857287,0.061087355,0.06721493,0.032015367,0.032185388,0,0,0.006311089,0.014238296,0.07057163,0.035701535,0.016401509,0.121404557,0.024762983,0.010555204,0.045709062,0.019067595,0.053643272,0.011330161
atr-coord-pred-co-coord-root,0.013,0.014577259,0.010197838,0,0,0,0.028336639,0.016046213,0,0.010181226,0,0.016007684,0.013793738,0.049346163,0.028814292,0.038655422,0.0409351,0,0,0,0.028016436,0.042450828,0,0,0,0,0
auxx-root,0.043,0.102040816,0.010197838,0.015260186,0.015673981,0.015948963,0.042504959,0.016046213,0.117666835,0.259621258,0.031630555,0.160076837,0.032185388,0,0,0.000788886,0.00266968,0.07057163,0.035701535,0.065606036,0.009338812,0.003537569,0,0.011427265,0.038135189,0.026821636,0.022660322
auxy-adv-pred-co-coord-root,0.018,0.00728863,0.020395676,0,0.015673981,0.015948963,0.01416832,0.016046213,0.033619096,0,0,0,0,0.037009623,0.115257168,0.046544284,0.035595739,0,0,0.065606036,0,0.003537569,0.031665611,0,0,0.008940545,0
sbj-ap-co-coord-apos-pred-root,0.034,0.065597668,0,0.045780559,0,0.255183413,0.028336639,0.032092426,0,0.03563429,0.102799304,0,0.022989563,0.172711572,0,0.007099976,0.016907976,0,0,0,0,0.03537569,0,0.022854531,0,0.035762181,0
adv-obj-co-coord-pred-co-coord-root,0.015,0.051020408,0.030593514,0.030520372,0,0,0,0,0.016809548,0,0.011861458,0.016007684,0.004597913,0,0,0.029188788,0.053393609,0,0.035701535,0,0.009338812,0.003537569,0.010555204,0.011427265,0.028601392,0.035762181,0
pnom-co-coord-pred-co-coord-root,0.026,0.014577259,0.020395676,0,0.031347962,0.031897927,0,0,0.067238191,0.045815516,0.023722916,0,0.114947814,0,0,0.017355496,0.016907976,0,0,0.131212072,0.056032873,0.049525966,0,0.022854531,0.019067595,0.017881091,0
auxp-sbj-pred-co-coord-root,0.027,0.080174927,0.020395676,0.015260186,0.031347962,0.063795853,0.01416832,0.032092426,0,0.020362452,0.007907639,0.064030735,0.050577038,0.024673082,0.028814292,0.023666585,0.019577657,0,0.035701535,0.049204527,0.037355248,0.049525966,0,0,0.028601392,0,0.011330161
auxy-adv-auxc-coord-root,0.009,0,0,0,0,0,0.01416832,0,0.016809548,0,0.003953819,0,0.009195825,0.024673082,0.028814292,0.051277601,0.042714887,0,0,0,0,0.003537569,0,0,0,0.017881091,0.011330161
auxy-coord-obj-pred-co-coord-root,0.020,0.043731778,0.020395676,0,0.047021944,0.04784689,0,0,0,0.010181226,0.015815278,0,0.013793738,0.074019245,0.057628584,0.038655422,0.026696804,0,0.035701535,0.049204527,0,0.014150276,0,0,0,0.026821636,0.011330161
obj-adv-obj-pred-root,0.030,0,0.020395676,0.061040745,0,0,0.070841598,0,0.067238191,0.127265323,0.06721493,0.016007684,0.073566601,0,0.028814292,0.008677748,0.008009041,0,0,0,0.084049309,0.028300552,0.042220815,0.034281796,0.028601392,0,0.011330161
atr-adv-adv-pred-co-coord-root,0.025,0.036443149,0.112176219,0.030520372,0,0.031897927,0.01416832,0.048138639,0,0.010181226,0.011861458,0.032015367,0.027587475,0.111028868,0.028814292,0.025244357,0.026696804,0,0,0,0.018677624,0.021225414,0.021110407,0.022854531,0.009533797,0,0
atr-adv-auxp-adv-auxc-pred-root,0.025,0.021865889,0.010197838,0,0,0,0,0,0,0.050906129,0.110706943,0,0.022989563,0.012336541,0,0.011833293,0.015128189,0,0.107104605,0.082007545,0,0.084901656,0,0.079990858,0.009533797,0.017881091,0.011330161
atr-atr-adv-auxp-pred-root,0.026,0.00728863,0,0.015260186,0.015673981,0,0,0,0.016809548,0.193443291,0.055353471,0.096046102,0.055174951,0.037009623,0,0.009466634,0.007119148,0,0.035701535,0,0.009338812,0.060138673,0.010555204,0.022854531,0.019067595,0,0.011330161
atr-pnom-exd-pred-root,0.043,0,0.122374057,0.106821303,0.062695925,0.031897927,0.099178237,0.128369705,0,0,0,0,0,0,0.043221438,0.015777723,0.013348402,0,0,0.164015089,0,0,0.031665611,0.091418124,0.057202784,0.125167635,0.033990483
obj-obj-auxc-pred-root,0.035,0.00728863,0.010197838,0.015260186,0.031347962,0.015948963,0.042504959,0,0,0.040724903,0.06326111,0.032015367,0.013793738,0,0,0.021299927,0.016907976,0.247000706,0,0.131212072,0.018677624,0,0.021110407,0.022854531,0.076270378,0.035762181,0.056650804
obj-sbj-pred-co-coord-root,0.033,0.058309038,0.122374057,0.045780559,0.047021944,0.111642743,0.056673279,0.032092426,0.033619096,0.015271839,0.003953819,0,0.013793738,0.024673082,0.028814292,0.024455471,0.014238296,0,0,0.016401509,0.037355248,0.007075138,0.052776019,0.022854531,0.019067595,0.017881091,0.056650804
atr-sbj-coord-pred-root,0.028,0.029154519,0.010197838,0,0,0,0,0,0,0.061087355,0.138383679,0.112053786,0.055174951,0,0,0.003155545,0.000889893,0.035285815,0,0.016401509,0.140082182,0.088439225,0.010555204,0,0,0,0.022660322
coord-apos-pred-root,0.030,0.065597668,0.020395676,0.030520372,0.015673981,0.14354067,0.01416832,0.048138639,0.084047739,0.020362452,0.047445833,0,0.027587475,0.061682704,0.014407146,0.013411065,0.02313723,0,0,0,0.009338812,0.021225414,0.021110407,0.011427265,0.028601392,0.026821636,0.022660322
atr-obj-adv-auxc-coord-root,0.017,0.014577259,0,0,0,0.04784689,0.028336639,0.032092426,0,0.015271839,0,0,0.027587475,0,0.014407146,0.024455471,0.044494674,0,0,0.032803018,0,0.017687845,0.021110407,0.011427265,0,0.035762181,0.067980965
adv-auxc-obj-pred-root,0.030,0.036443149,0.040791352,0.030520372,0.031347962,0,0.028336639,0,0,0.045815516,0.086984027,0.048023051,0.073566601,0,0,0.007888862,0.013348402,0.035285815,0.07140307,0.016401509,0.074710497,0.014150276,0.052776019,0.022854531,0.019067595,0.026821636,0.011330161
atr-exd-exd-pred-root,0.045,0,0.254945951,0.106821303,0.12539185,0.063795853,0.01416832,0.20860077,0.033619096,0,0,0,0,0,0,0.011833293,0.008009041,0,0,0,0,0,0.063331222,0.068563593,0.095337973,0.071524363,0.045320644
adv-co-coord-obj-pred-root,0.019,0.043731778,0.020395676,0,0,0,0.042504959,0,0,0.071268581,0.06326111,0.032015367,0.050577038,0,0,0.018144382,0.016018083,0,0,0,0.037355248,0.042450828,0.021110407,0,0,0.035762181,0
atr-auxp-sbj-pred-root,0.028,0.087463557,0.05098919,0.076300931,0,0.015948963,0.01416832,0,0.016809548,0.071268581,0.031630555,0.080038418,0.041381213,0,0,0.007888862,0.008898935,0,0,0,0.046694061,0.074288949,0.052776019,0.022854531,0.009533797,0,0.022660322
auxz-exd-exd-pred-root,0.054,0,0.122374057,0.152601862,0.062695925,0.127591707,0.01416832,0.128369705,0.033619096,0,0,0,0,0,0,0.003155545,0.001779787,0,0,0.229621125,0,0,0.073886426,0.068563593,0.181142149,0.080464908,0.113301609
coord-auxc-coord-root,0.009,0.021865889,0,0,0,0,0.01416832,0.032092426,0,0.005090613,0.011861458,0,0.027587475,0.012336541,0.014407146,0.032344333,0.048054248,0,0,0,0,0.007075138,0,0,0,0,0.011330161
obj-adv-co-coord-auxc-coord-root,0.009,0.021865889,0,0,0,0,0.01416832,0.048138639,0,0.005090613,0.011861458,0,0.022989563,0,0,0.033133219,0.049834035,0,0,0,0,0.003537569,0,0,0,0,0.011330161
adv-adv-co-coord-auxc-pred-co-coord-root,0.011,0.00728863,0,0,0.031347962,0.015948963,0.01416832,0,0.016809548,0,0.011861458,0,0.004597913,0,0.028814292,0.03707765,0.047164354,0,0.035701535,0.016401509,0.009338812,0,0,0,0,0,0
adv-adv-coord-root,0.022,0.058309038,0,0.015260186,0,0,0,0.048138639,0.050428643,0.005090613,0.003953819,0.032015367,0.027587475,0,0.057628584,0.02051104,0.015128189,0,0.035701535,0,0.028016436,0.109664638,0,0.011427265,0.019067595,0.008940545,0.033990483
