"Aesch_Cho" "Aesch_Septem" "Soph_Antig" "Soph_OT"
"auxp-adv-pred-root" 0.137341675568442 0.176508344030809 0.239972574562907 0.0894054537326777
"atr-obj-adv-pred-co-coord-root" 0.244162978788341 0.272785622593068 0.251399840018284 0.0715243629861421
"auxx-pred-co-coord-root" 0 0 0.0114272654553765 0
"auxp-adv-pred-co-coord-root" 0.091561117045628 0.0802310654685494 0.0685635927322592 0.0268216361198033
"pnom-pred-co-coord-root" 0.137341675568442 0.208600770218229 0.125699920009142 0.134108180599017
"obj-pred-co-coord-coord-root" 0.0305203723485427 0.0160462130937099 0.26282710547366 0.116227089852481
"sbj-co-coord-pred-co-coord-root" 0.091561117045628 0 0.0457090618215061 0.0536432722396066
"auxg-coord-root" 0 0 0 0
"adv-obj-pred-root" 0.320463909659698 0.0802310654685494 0.251399840018284 0.295037997317836
"sbj-adv-auxc-pred-root" 0.137341675568442 0.0962772785622593 0.125699920009142 0.232454179704962
"auxx-adv-pred-co-coord-root" 0.167862047916985 0.256739409499358 0.148554450919895 0.0447027268663388
"auxy-coord-pred-co-coord-root" 0.045780558522814 0.0481386392811297 0.0342817963661296 0.0536432722396066
"obj-obj-pred-co-coord-root" 0.183122234091256 0.160462130937099 0.0914181236430122 0.0983459991059455
"sbj-obj-pred-root" 0.106821303219899 0.192554557124519 0.182836247286024 0.125167635225749
"adv-coord-root" 0.045780558522814 0.0641848523748395 0.137127185464518 0.116227089852481
"atr-adv-pred-co-coord-root" 0.106821303219899 0.176508344030809 0.0799908581876357 0.0894054537326777
"auxy-exd-pred-root" 0.564626888448039 0.481386392811297 0.491372414581191 0.509611086276263
"sbj-exd-pred-co-coord-root" 0.183122234091256 0.353016688061617 0.228545309107531 0.214573088958426
"adv-co-coord-pred-co-coord-root" 0.0610407446970853 0.0481386392811297 0.0342817963661296 0.0357621814930711
"atr-obj-obj-pred-root" 0.152601861742713 0.224646983311938 0.217118043652154 0.205632543585159
"adv-adv-auxc-pred-root" 0.122081489394171 0.0160462130937099 0.125699920009142 0.223513634331694
"auxx-coord-pred-root" 0.213642606439799 0.272785622593068 0.342817963661296 0.223513634331694
"obj-adv-co-coord-pred-root" 0.122081489394171 0.0481386392811297 0.0685635927322592 0.0447027268663388
"atr-obj-auxp-pred-root" 0.198382420265527 0.208600770218229 0.182836247286024 0.187751452838623
"sbj-ap-exd-apos-pred-co-coord-root" 0.0305203723485427 0 0 0
"atr-adv-pred-root" 0.274683351136884 0.288831835686778 0.171408981830648 0.205632543585159
"auxz-adv-pred-root" 0.0763009308713566 0.176508344030809 0.171408981830648 0.286097451944569
"obj-adv-auxc-pred-co-coord-root" 0.0610407446970853 0.0481386392811297 0.0685635927322592 0.0447027268663388
"auxp-obj-pred-root" 0.152601861742713 0.160462130937099 0.114272654553765 0.0894054537326777
"adv-pred-co-coord-coord-root" 0.0305203723485427 0.0481386392811297 0.148554450919895 0.0625838176128744
"atr-obj-co-coord-pred-co-coord-root" 0.106821303219899 0.176508344030809 0.194263512741401 0.0268216361198033
"adv-co-coord-auxc-pred-root" 0.152601861742713 0.0320924261874198 0.0914181236430122 0.0447027268663388
"auxc-coord-root" 0.045780558522814 0.0962772785622593 0.125699920009142 0.0536432722396066
"auxz-adv-pred-co-coord-root" 0.0763009308713566 0.0481386392811297 0.102845389098389 0.0625838176128744
"adv-auxp-adv-pred-root" 0.0763009308713566 0.112323491655969 0.0914181236430122 0.00894054537326777
"auxz-exd-pred-root" 0.320463909659698 0.256739409499358 0.342817963661296 0.429146177916853
"atr-exd-pred-root" 0.305203723485427 0.336970474967908 0.205690778196778 0.268216361198033
"sbj-exd-pred-root" 0.473065771402411 0.417201540436457 0.457090618215061 0.429146177916853
"auxy-coord-coord-root" 0.0305203723485427 0.0481386392811297 0.125699920009142 0.0357621814930711
"auxz-sbj-pred-root" 0.0152601861742713 0.0641848523748395 0.0342817963661296 0.0447027268663388
"atvv-pred-co-coord-root" 0.0610407446970853 0.144415917843389 0.239972574562907 0.125167635225749
"auxx-auxc-coord-root" 0.0610407446970853 0.0802310654685494 0.137127185464518 0.0447027268663388
"atr-sbj-co-coord-pred-root" 0.0152601861742713 0 0.159981716375271 0.125167635225749
"atr-sbj-coord-root" 0 0.0802310654685494 0.0457090618215061 0.00894054537326777
"atr-obj-co-coord-pred-root" 0.335724095833969 0.128369704749679 0.0571363272768826 0.151989271345552
"apos-pred-co-coord-root" 0.0763009308713566 0.320924261874198 0.0457090618215061 0.00894054537326777
"atv-sbj-pred-co-coord-root" 0.122081489394171 0.0481386392811297 0.0342817963661296 0.0536432722396066
"apos-pred-root" 0.213642606439799 0.240693196405648 0.137127185464518 0.196691998211891
"atr-obj-adv-auxc-pred-root" 0.091561117045628 0.0160462130937099 0.114272654553765 0.24139472507823
"auxx-coord-coord-root" 0.045780558522814 0.0641848523748395 0.159981716375271 0.0983459991059455
"atv-obj-pred-co-coord-root" 0.0763009308713566 0.0160462130937099 0.0342817963661296 0.0447027268663388
"obj-co-coord-adv-pred-root" 0.045780558522814 0.0962772785622593 0 0.125167635225749
"atr-atr-sbj-pred-root" 0.0763009308713566 0.0802310654685494 0.148554450919895 0.107286544479213
"atr-sbj-adv-auxc-pred-root" 0.045780558522814 0.0160462130937099 0.0685635927322592 0.143048725972284
"auxz-obj-pred-root" 0.045780558522814 0.0802310654685494 0.159981716375271 0.205632543585159
"pnom-exd-pred-root" 0.381504654356783 0.481386392811297 0.468517883670438 0.455967814036656
"atr-atr-obj-pred-co-coord-root" 0.045780558522814 0.0641848523748395 0.0685635927322592 0.0447027268663388
"atr-sbj-obj-pred-root" 0.0763009308713566 0.144415917843389 0.125699920009142 0.107286544479213
"atr-obj-adv-co-coord-pred-root" 0.045780558522814 0.0481386392811297 0.0685635927322592 0.0178810907465355
"obj-obj-co-coord-pred-root" 0.0610407446970853 0.112323491655969 0.0799908581876357 0.0536432722396066
"atr-atr-sbj-pred-co-coord-root" 0.0763009308713566 0.160462130937099 0.0685635927322592 0.0357621814930711
"atr-atr-obj-pred-root" 0.274683351136884 0.0802310654685494 0.148554450919895 0.125167635225749
"adv-obj-pred-co-coord-root" 0.0305203723485427 0.0641848523748395 0.0228545309107531 0.0804649083594099
"sbj-adv-pred-root" 0.0305203723485427 0.0641848523748395 0.0571363272768826 0.0536432722396066
"pnom-exd-pred-co-coord-root" 0.137341675568442 0.272785622593068 0.205690778196778 0.143048725972284
"atr-adv-auxp-adv-pred-root" 0.0152601861742713 0.0320924261874198 0.0799908581876357 0.00894054537326777
"adv-exd-pred-co-coord-root" 0.091561117045628 0.128369704749679 0.125699920009142 0.143048725972284
"obj-auxp-adv-pred-co-coord-root" 0.0763009308713566 0.0641848523748395 0.0228545309107531 0.00894054537326777
"adv-co-coord-auxc-pred-co-coord-root" 0 0 0 0
"atr-sbj-exd-pred-co-coord-root" 0.0763009308713566 0.224646983311938 0.0457090618215061 0.0536432722396066
"adv-adv-auxc-pred-co-coord-root" 0.0763009308713566 0 0.0457090618215061 0
"adv-auxc-coord-root" 0.045780558522814 0.0481386392811297 0.102845389098389 0.0357621814930711
"coord-obj-pred-root" 0.0763009308713566 0.0320924261874198 0.102845389098389 0.0715243629861421
"atr-sbj-co-coord-pred-co-coord-root" 0.0152601861742713 0 0.0799908581876357 0.0447027268663388
"adv-auxp-adv-pred-co-coord-root" 0.0152601861742713 0.0160462130937099 0.0457090618215061 0.0178810907465355
"auxp-obj-pred-co-coord-root" 0.122081489394171 0.0160462130937099 0.0114272654553765 0.0268216361198033
"sbj-ap-apos-pred-co-coord-root" 0.0152601861742713 0.224646983311938 0 0
"atr-obj-pred-co-coord-coord-root" 0.0610407446970853 0.0160462130937099 0.137127185464518 0.0804649083594099
"auxx-coord-pred-co-coord-root" 0.091561117045628 0.0802310654685494 0.0685635927322592 0.0536432722396066
"atr-sbj-ap-exd-apos-pred-co-coord-root" 0.0305203723485427 0 0 0
"auxz-adv-auxc-pred-root" 0.045780558522814 0.0320924261874198 0.102845389098389 0.178810907465355
"obj-ap-apos-pred-co-coord-root" 0.0610407446970853 0.272785622593068 0.0571363272768826 0.0357621814930711
"atr-co-coord-obj-pred-co-coord-root" 0.045780558522814 0.0320924261874198 0 0.0447027268663388
"auxx-pred-root" 0.106821303219899 0 0.0228545309107531 0.0447027268663388
"auxp-adv-auxc-pred-root" 0.045780558522814 0.0160462130937099 0.125699920009142 0.0357621814930711
"adv-exd-pred-root" 0.335724095833969 0.128369704749679 0.274254370929037 0.411265087170317
"sbj-obj-pred-co-coord-root" 0.0610407446970853 0.0481386392811297 0.0457090618215061 0.0268216361198033
"auxy-adv-auxc-pred-root" 0.0610407446970853 0.0160462130937099 0.0342817963661296 0.0625838176128744
"sbj-adv-auxc-pred-co-coord-root" 0 0.0320924261874198 0.0571363272768826 0.00894054537326777
"atr-obj-obj-pred-co-coord-root" 0.091561117045628 0.0802310654685494 0.0228545309107531 0.0536432722396066
"coord-auxc-pred-root" 0.106821303219899 0.0160462130937099 0.0571363272768826 0.0447027268663388
"obj-auxp-adv-pred-root" 0.045780558522814 0.0641848523748395 0.125699920009142 0.0536432722396066
"exd-coord-root" 0.091561117045628 0.0802310654685494 0.125699920009142 0.169870362092088
"coord-adv-pred-root" 0.045780558522814 0.0481386392811297 0.0114272654553765 0.0804649083594099
"obj-ap-apos-pred-root" 0.091561117045628 0.0802310654685494 0.0685635927322592 0.116227089852481
"auxz-exd-pred-co-coord-root" 0.0305203723485427 0.0160462130937099 0.0457090618215061 0.0447027268663388
"atr-pnom-pred-root" 0.213642606439799 0.0962772785622593 0.0914181236430122 0.134108180599017
"auxx-exd-coord-root" 0.106821303219899 0.0802310654685494 0.148554450919895 0.250335270451498
"sbj-pred-co-coord-coord-root" 0.0152601861742713 0.0320924261874198 0.194263512741401 0.0268216361198033
"obj-adv-co-coord-auxc-pred-root" 0.122081489394171 0 0.0342817963661296 0.0178810907465355
"atr-sbj-ap-apos-pred-co-coord-root" 0.0152601861742713 0.176508344030809 0 0
"exd-pred-co-coord-root" 0.137341675568442 0.0481386392811297 0.0914181236430122 0.0357621814930711
"obj-atr-obj-pred-co-coord-root" 0.0305203723485427 0.0481386392811297 0.0114272654553765 0.0357621814930711
"obj-co-coord-adv-pred-co-coord-root" 0.0305203723485427 0.0641848523748395 0 0.0178810907465355
"obj-sbj-pred-root" 0.137341675568442 0.0962772785622593 0.217118043652154 0.116227089852481
"atr-co-coord-obj-pred-root" 0.0610407446970853 0.0802310654685494 0.0571363272768826 0
"auxz-sbj-pred-co-coord-root" 0.0152601861742713 0.0320924261874198 0 0.0357621814930711
"atr-co-coord-sbj-pred-co-coord-root" 0.0610407446970853 0.0320924261874198 0.0228545309107531 0.0178810907465355
"auxp-adv-co-coord-pred-root" 0.0152601861742713 0.0160462130937099 0.0114272654553765 0.0268216361198033
"coord-obj-pred-co-coord-root" 0.045780558522814 0.0481386392811297 0.0228545309107531 0.0536432722396066
"obj-ap-exd-apos-pred-co-coord-root" 0 0 0 0
"pnom-co-coord-pred-root" 0.0305203723485427 0.0320924261874198 0.0457090618215061 0.0536432722396066
"atvv-pred-root" 0.183122234091256 0.144415917843389 0.205690778196778 0.223513634331694
"adv-obj-co-coord-pred-root" 0.0152601861742713 0.0641848523748395 0.0685635927322592 0
"obj-atr-obj-pred-root" 0.045780558522814 0.0802310654685494 0.0228545309107531 0.107286544479213
"auxp-pred-co-coord-coord-root" 0.0152601861742713 0 0.102845389098389 0.0178810907465355
"auxz-obj-pred-co-coord-root" 0.137341675568442 0.0641848523748395 0.0571363272768826 0.0536432722396066
"atr-obj-ap-apos-pred-co-coord-root" 0.045780558522814 0.369062901155327 0.0571363272768826 0.0447027268663388
"auxx-atr-obj-pred-co-coord-root" 0.0305203723485427 0.0481386392811297 0.0114272654553765 0.0178810907465355
"atr-obj-co-coord-adv-pred-root" 0.0152601861742713 0.112323491655969 0 0
"atr-obj-obj-co-coord-pred-root" 0.0610407446970853 0.0481386392811297 0.0114272654553765 0.0625838176128744
"atv-obj-pred-root" 0.198382420265527 0.0641848523748395 0.102845389098389 0.125167635225749
"atv-sbj-pred-root" 0.106821303219899 0.128369704749679 0.137127185464518 0.0804649083594099
"atr-sbj-exd-pred-root" 0.22890279261407 0.288831835686778 0.228545309107531 0.268216361198033
"atr-sbj-adv-pred-root" 0.0152601861742713 0.0160462130937099 0 0.00894054537326777
"auxx-atr-obj-pred-root" 0.0152601861742713 0.0802310654685494 0.0571363272768826 0.0804649083594099
"adv-auxp-obj-pred-root" 0.0305203723485427 0.128369704749679 0.0799908581876357 0.0357621814930711
"auxx-exd-pred-co-coord-root" 0.259423164962613 0.0160462130937099 0.0685635927322592 0
"atr-obj-adv-auxc-pred-co-coord-root" 0.0305203723485427 0.0320924261874198 0.0114272654553765 0.0268216361198033
"undefined-root" 0.152601861742713 0.673940949935815 0.0685635927322592 0.151989271345552
"auxg-root" 0.0152601861742713 0 0 0
"obj-exd-pred-co-coord-root" 0.0763009308713566 0.128369704749679 0.0685635927322592 0.0357621814930711
"sbj-ap-apos-pred-root" 0.152601861742713 0.320924261874198 0.125699920009142 0.116227089852481
"adv-adv-co-coord-pred-root" 0.0152601861742713 0 0.0228545309107531 0.0536432722396066
"atr-co-coord-sbj-pred-root" 0.0763009308713566 0.128369704749679 0.125699920009142 0.0804649083594099
"atr-obj-ap-apos-pred-root" 0 0.0320924261874198 0.0685635927322592 0.0715243629861421
"obj-adv-co-coord-pred-co-coord-root" 0.045780558522814 0.0320924261874198 0 0
"sbj-coord-coord-root" 0 0 0 0
"auxz-auxy-pred-root" 0.259423164962613 0.208600770218229 0.239972574562907 0.178810907465355
"pnom-obj-pred-root" 0.0152601861742713 0 0.0571363272768826 0.0625838176128744
"auxx-atr-sbj-pred-root" 0 0 0.0571363272768826 0.0178810907465355
"auxp-sbj-pred-root" 0.106821303219899 0.0641848523748395 0.0799908581876357 0.0178810907465355
"exd-exd-pred-root" 0.244162978788341 0.353016688061617 0.148554450919895 0.24139472507823
"obj-atr-sbj-pred-co-coord-root" 0.0152601861742713 0.0320924261874198 0 0.0268216361198033
"obj-atr-sbj-pred-root" 0.0152601861742713 0.0320924261874198 0.0342817963661296 0.0715243629861421
"auxy-coord-apos-pred-co-coord-root" 0.0305203723485427 0 0 0
"sbj-ap-exd-apos-pred-root" 0.0610407446970853 0.0481386392811297 0 0.00894054537326777
"atr-sbj-ap-apos-pred-root" 0.106821303219899 0.288831835686778 0.137127185464518 0.0983459991059455
"obj-adv-auxc-coord-root" 0.0152601861742713 0.0320924261874198 0.0571363272768826 0.0178810907465355
"coord-adv-pred-co-coord-root" 0.0152601861742713 0.0320924261874198 0.0342817963661296 0.00894054537326777
"auxx-atr-sbj-pred-co-coord-root" 0.045780558522814 0.0160462130937099 0.0114272654553765 0.0268216361198033
"auxc-exd-pred-root" 0.106821303219899 0.0802310654685494 0.239972574562907 0.357621814930711
"atr-obj-auxp-adv-pred-root" 0.0305203723485427 0.0160462130937099 0.102845389098389 0.0178810907465355
"coord-auxc-pred-co-coord-root" 0 0 0.0114272654553765 0
"auxz-pred-co-coord-coord-root" 0.0152601861742713 0.0160462130937099 0.0685635927322592 0.0536432722396066
"adv-co-coord-auxc-coord-root" 0 0.0641848523748395 0 0
"auxy-exd-pred-co-coord-root" 0.045780558522814 0 0.0457090618215061 0.0178810907465355
"atr-sbj-adv-auxc-pred-co-coord-root" 0 0.0481386392811297 0.0571363272768826 0.00894054537326777
"atr-obj-ap-exd-apos-pred-co-coord-root" 0 0 0 0
"adv-atr-obj-pred-co-coord-root" 0.0763009308713566 0 0 0.0268216361198033
"obj-adv-co-coord-auxc-pred-co-coord-root" 0 0 0 0
"sbj-adv-pred-co-coord-root" 0.0152601861742713 0.0641848523748395 0.0342817963661296 0.00894054537326777
"atr-obj-sbj-pred-root" 0.122081489394171 0.0481386392811297 0.0799908581876357 0.0536432722396066
"auxp-obj-co-coord-pred-root" 0.0610407446970853 0.0320924261874198 0.0114272654553765 0.0178810907465355
"adv-atr-obj-pred-root" 0.045780558522814 0.0641848523748395 0.0571363272768826 0.0625838176128744
"adv-atr-sbj-pred-co-coord-root" 0 0.0320924261874198 0.0457090618215061 0.0178810907465355
"adv-auxp-adv-auxc-pred-root" 0.0152601861742713 0 0.102845389098389 0.0268216361198033
"obj-coord-root" 0.0305203723485427 0.0802310654685494 0.0457090618215061 0.0178810907465355
"adv-co-coord-coord-root" 0 0.0641848523748395 0 0.00894054537326777
"atr-pnom-pred-co-coord-root" 0.0305203723485427 0.0481386392811297 0.0228545309107531 0.0536432722396066
"obj-obj-co-coord-pred-co-coord-root" 0.0305203723485427 0.0320924261874198 0.0228545309107531 0.0178810907465355
"sbj-atr-obj-pred-co-coord-root" 0.0152601861742713 0.0320924261874198 0.0114272654553765 0.00894054537326777
"obj-ap-co-coord-apos-pred-co-coord-root" 0.0305203723485427 0 0 0
"coord-coord-pred-root" 0 0.0481386392811297 0.0342817963661296 0.0357621814930711
"coord-sbj-pred-root" 0.0763009308713566 0.0802310654685494 0.0799908581876357 0.0625838176128744
"atr-adv-adv-pred-root" 0.0152601861742713 0.0641848523748395 0.0914181236430122 0.0983459991059455
"atr-adv-auxp-adv-pred-co-coord-root" 0 0.0160462130937099 0.0114272654553765 0
"auxy-adv-auxc-pred-co-coord-root" 0.0763009308713566 0 0 0.00894054537326777
"coord-adv-auxc-pred-root" 0 0.0320924261874198 0.0228545309107531 0.0357621814930711
"coord-sbj-pred-co-coord-root" 0.0305203723485427 0.0160462130937099 0.0114272654553765 0.00894054537326777
"sbj-atr-sbj-pred-co-coord-root" 0 0.0160462130937099 0.0342817963661296 0.00894054537326777
"adv-pnom-pred-root" 0.045780558522814 0.0320924261874198 0.0571363272768826 0.0804649083594099
"obj-co-coord-auxp-pred-co-coord-root" 0 0.0320924261874198 0 0.0178810907465355
"coord-auxp-pred-co-coord-root" 0 0.0160462130937099 0 0.00894054537326777
"sbj-atr-obj-pred-root" 0 0.0320924261874198 0.0342817963661296 0.0447027268663388
"auxx-adv-co-coord-pred-root" 0 0 0.0114272654553765 0
"auxc-adv-pred-root" 0.045780558522814 0 0.0914181236430122 0.0536432722396066
"auxz-adv-auxc-pred-co-coord-root" 0.0305203723485427 0.0160462130937099 0.0228545309107531 0
"adv-auxp-adv-co-coord-pred-root" 0.0152601861742713 0 0.0114272654553765 0
"adv-co-coord-auxp-pred-co-coord-root" 0 0 0 0
"sbj-coord-pred-root" 0 0 0.0114272654553765 0.0268216361198033
"sbj-sbj-pred-root" 0.0763009308713566 0.128369704749679 0.137127185464518 0.0983459991059455
"atr-adv-auxp-obj-pred-root" 0.0152601861742713 0.0802310654685494 0.0228545309107531 0.00894054537326777
