"aesch_ag" "aesch_co" "aesch_eumen" "aesch_pers" "aesch_pv" "aesch_sept" "aesch_suppl" "athen_book12" "athen_book13" "hdt_book1" "hesiod_theog" "hesiod_works" "IliadPoet_iliad" "lysias_oration1" "lysias_oration14" "odysseyPoet_od" "plato_euthyp" "polybius_book1" "soph_ajax" "soph_ant" "soph_elec" "soph_ot" "soph_trach" "thuc_book1"
"auxypredcocoordroot" 0.292046040199278 0.331696961655831 0.430976430976431 0.356277611514892 0.25830258302583 0.301824667306901 0.305899490167516 0.0750337651943375 0.0272320560202295 0.1102789137527 0.8126461093176 0.407911001236094 1.01474474892196 0 0 1.02520290474156 0.611413043478261 0.0459575069820059 0.348712446351931 0.262738853503185 0.262738853503185 0.231671773410059 0.265800354400473 0.0935954004546062
"auxzpredcocoordroot" 0.231918914275898 0.238821812392198 0.390572390572391 0.185264357987744 0.528905289052891 0.32926327342571 0.262199563000728 0.115051773297984 0.17895351099008 0.225152782245095 0.256039185127463 0.902348578491965 0.840867992766727 0.0705716302046577 0.214209210996073 0.901981401767818 0.529891304347826 0.127266942411709 0.348712446351931 0.278662420382166 0.278662420382166 0.283984754502653 0.383933845245127 0.147078486428667
"auxcpredroot" 0.420889881463666 0.689929680244129 0.417508417508417 0.327775402593701 0.565805658056581 0.356701879544519 0.524399126001457 0.810364664098844 0.84030344290994 0.675458346735285 0.111321384838027 0.210135970333745 0.363054666852135 1.16443189837685 0.821135308818279 0.512601452370782 0.625 0.304026584650193 0.536480686695279 1.0031847133758 1.0031847133758 0.754801584335999 0.92537901161646 0.615055488701698
"sbjexd" 0.987802783026971 1.28698421122463 0.727272727272727 0.983326207781103 0.947109471094711 0.960351214158321 0.975965040058267 0.00500225101295583 0 0.00459495473969581 0.623399755092953 1.34734239802225 0.48407288913618 0 0 0.543817566457464 1.54891304347826 0 0.7689556509299 1.01114649681529 1.01114649681529 0.851954263507959 0.561134081512109 0
"advexd" 0.472427417969421 0.477643624784397 0.552188552188552 0.513039760581445 0.47970479704797 0.356701879544519 0.335032774945375 0 0 0 0.278303462095068 0.754017305315204 0.815829739880373 0 0 0.561068576873788 0.380434782608696 0 0.795779685264664 0.684713375796178 0.684713375796178 0.665122188177266 0.541445166371333 0
"advauxcpredroot" 0.420889881463666 0.663393923311662 0.444444444444444 0.29927319367251 0.676506765067651 0.617368637673206 0.67006554989075 0.605272372567655 0.665240225637036 0.546799614023802 0.0890571078704219 0.3831891223733 0.372791765196828 0.63514467184192 0.571224562656194 0.475635001478658 0.584239130434783 0.250998691978647 0.50071530758226 0.987261146496815 0.987261146496815 0.874374112547642 0.964756841898011 0.508089316753577
"coordpredroot" 0.429479470881292 0.437839989385697 0.471380471380471 0.29927319367251 0.39360393603936 0.521333516257374 0.480699198834669 0.895402931319094 0.816961680606886 0.716812939392547 0.178114215740844 0.284301606922126 0.295590485463903 0.670430486944248 0.571224562656194 0.29080274701804 0.258152173913043 1.01106515360413 0.51859799713877 0.851910828025478 0.851910828025478 0.695015320230177 0.413467217956291 0.695280117662789
"auxxauxcpredroot" 0.343583576705033 0.623590287912963 0.30976430976431 0.242268775830127 0.39360393603936 0.288105364247496 0.45156591405681 0.63528587864539 0.789729624586656 0.620318889858935 0.111321384838027 0.222496909765142 0.274725274725275 0.63514467184192 0.606926097822206 0.473170571419183 0.570652173913043 0.268674656202496 0.50071530758226 0.859872611464968 0.859872611464968 0.754801584335999 0.945067926757236 0.628426260195213
"predcocoordcoordroot" 0.274866861364027 0.0663393923311662 0.0808080808080808 1.23984608807183 0.1230012300123 0.233228152009878 0.262199563000728 0.210094542544145 0.120599105232445 0.431925745531407 0.645664032060559 1.66872682323857 0.323410766448741 0.811573747353564 0.321313816494109 0.596392074392929 1.22282608695652 0.311096970339732 0.295064377682403 0.748407643312102 0.748407643312102 0.373664150661386 0.541445166371333 0.347640058831395
"objauxppredcocoordroot" 0.163202198934891 0.159214541594799 0.242424242424242 0.327775402593701 0.20910209102091 0.17835093977226 0.21849963583394 0.0700315141813816 0.066134993191986 0.215962872765703 0.389624846933096 0.259579728059332 0.695507024620949 0.0352858151023289 0.0357015351660121 0.685111556534026 0.0407608695652174 0.159083678014636 0.125178826895565 0.0875796178343949 0.0875796178343949 0.104625962185188 0.13782240598543 0.160449257922182
"advauxppredroot" 0.386531523793163 0.411304232453231 0.457912457912458 0.185264357987744 0.20910209102091 0.384140485663328 0.597232337946103 1.21554699614827 1.23711340206186 0.634103754078022 0.300567739062674 0.321384425216316 0.20517457226318 0.494001411432604 0.178507675830061 0.228370518844675 0.0951086956521739 0.947431682398275 0.339771101573677 0.302547770700637 0.302547770700637 0.313877886555564 0.3248670998228 0.481347773766546
"advauxppredcocoordroot" 0.188970967187768 0.145946663128566 0.215488215488215 0.256519880290723 0.0738007380073801 0.439017697900947 0.23306627822287 0.245110299634836 0.287881735070998 0.344621605477186 0.890571078704219 0.519159456118665 0.568924746139936 0.105857445306987 0.142806140664049 0.443597410705484 0.203804347826087 0.392406405769435 0.11623748211731 0.127388535031847 0.127388535031847 0.0896793961587325 0.157511321126206 0.534830859740607
"auxzpredroot" 0.403710702628414 0.331696961655831 0.430976430976431 0.171013253527148 0.615006150061501 0.452737000960351 0.524399126001457 0.280126056725526 0.529079945535888 0.464090428709277 0.0556606924190137 0.135970333745365 0.264988176380581 0.176429075511644 0.535523027490182 0.379522229159136 0.652173913043478 0.197970799307102 1.01037195994278 0.89171974522293 0.89171974522293 0.769748150362454 0.452845048237842 0.240673886883273
"apospredroot" 0.601271259233809 0.411304232453231 0.646464646464647 0.313524298133105 0.40590405904059 0.32926327342571 0.538965768390386 0.100045020259117 0.124489398949621 0.101089004273308 0.233774908159858 0.284301606922126 0.746279037418278 0.0352858151023289 0.0357015351660121 0.252193342752933 0 0.0530278926715452 0.321888412017167 0.254777070063694 0.254777070063694 0.396083999701069 0.551289623941721 0.0668538574675759
"objadvpredroot" 0.678577563992441 0.557250895581797 0.552188552188552 0.427533133817871 0.578105781057811 0.493894910138565 0.466132556445739 0.515231854334451 0.832522855475588 0.753572577310114 0.222642769676055 0.333745364647713 0.210738628460147 0.494001411432604 0.285612281328097 0.192225544639043 0.0679347826086956 0.968642839466893 0.527539341917024 0.294585987261146 0.294585987261146 0.328824452582019 0.511911793660169 0.294156972857334
"objadvpredcocoordroot" 0.472427417969421 0.278625447790898 0.228956228956229 0.413282029357275 0.19680196801968 0.356701879544519 0.174799708667152 0.0950427692461608 0.147831161252675 0.376786288655057 0.423021262384504 0.3831891223733 0.511197663096397 0.0705716302046577 0.0714030703320243 0.406630959813361 0.0815217391304348 0.180294835083254 0.268240343347639 0.199044585987261 0.199044585987261 0.0971526791719602 0.157511321126206 0.240673886883273
"coordpredcocoordroot" 0.292046040199278 0.185750298527265 0.215488215488215 0.356277611514892 0.13530135301353 0.15091233365345 0.247632920611799 0.215096793557101 0.120599105232445 0.238937646464182 0.645664032060559 0.494437577255871 0.402003060230908 0.105857445306987 0.142806140664049 0.473992048105675 0.217391304347826 0.236857920599569 0.590128755364807 0.151273885350318 0.151273885350318 0.179358792317465 0.118133490844654 0.441235459286001
"exdpredroot" 0.317814808452156 0.676661801777896 0.430976430976431 0.598546387345019 0.38130381303813 0.466456304019756 0.597232337946103 0.110049522285028 0.272320560202295 0.0964940495336121 0.111321384838027 0.0494437577255871 0.280984837946863 0.670430486944248 0.678329168154231 0.34091282489403 0.407608695652174 0 0.616952789699571 0.668789808917197 0.668789808917197 0.642702339137583 0.767867690490254 0.0267415429870304
"auxxexdpredroot" 0.343583576705033 0.782804829507762 0.430976430976431 0.541541969502636 0.46740467404674 0.452737000960351 0.597232337946103 0.0650292631684258 0.350126434545808 0.073519275835133 0.111321384838027 0.0494437577255871 0.0431214355264988 1.23500352858151 1.28525526597644 0.414845726678277 0.638586956521739 0 0.831545064377682 0.780254777070064 0.780254777070064 0.822061131455048 1.03366804489073 0.0534830859740607
"pnomexd" 0.609860848651434 0.636858166379196 0.498316498316498 0.527290865042041 0.861008610086101 0.740842365207847 0.713765477057538 0.00500225101295583 0 0.00459495473969581 0.233774908159858 1.17428924598269 0.242731951592711 0 0 0.231656425590642 1.19565217391304 0 0.51859799713877 0.700636942675159 0.700636942675159 0.702488603243405 0.620200826934436 0
"objcocoordpredroot" 0.171791788352517 0.504179381716863 0.417508417508417 0.213766566908935 0.28290282902829 0.384140485663328 0.160233066278223 0.535240858386274 0.575763470141996 0.560584478242889 0.12245352332183 0.395550061804697 0.231603839198776 0.494001411432604 0.464119957158158 0.24069266914205 0.258152173913043 0.403011984303744 0.357653791130186 0.143312101910828 0.143312101910828 0.283984754502653 0.167355778696594 0.374381601818425
"objcocoordpredcocoordroot" 0.0858958941762584 0.132678784662332 0.161616161616162 0.114008835684766 0.22140221402214 0.17835093977226 0.247632920611799 0.190085538492322 0.105037930363742 0.174608280108441 0.823778247801403 0.370828182941904 0.35888162470441 0.0705716302046577 0.249910746162085 0.441954457332501 0.285326086956522 0.159083678014636 0.13412017167382 0.0159235668789809 0.0159235668789809 0.119572528211643 0.078755660563103 0.294156972857334
"auxcpredcocoordroot" 0.20615014602302 0.172482420061032 0.228956228956229 0.256519880290723 0.14760147601476 0.109754424475237 0.145666423889294 0.0900405182332049 0.116708811515269 0.165418370629049 0.189246354224647 0.494437577255871 0.35957713172903 0.176429075511644 0.214209210996073 0.405809483126869 0.570652173913043 0.0424223141372362 0.13412017167382 0.17515923566879 0.17515923566879 0.0822061131455048 0.226422524118921 0.307527744350849
"atrsbjexd" 0.523964954475176 0.371500597054531 0.457912457912458 0.527290865042041 0.45510455104551 0.603649334613802 0.626365622723962 0.0100045020259117 0 0 0.267171323611266 0.482076637824475 0.27124773960217 0 0 0.237406762396083 0.638586956521739 0 0.232474964234621 0.501592356687898 0.501592356687898 0.396083999701069 0.305178184682024 0
"advcocoordpredroot" 0.120254251846762 0.145946663128566 0.188552188552189 0.128259940145361 0.20910209102091 0.109754424475237 0.393299344501092 0.485218348256716 0.536860532970239 0.464090428709277 0.111321384838027 0.0988875154511743 0.11754068716094 0.494001411432604 0.357015351660121 0.139651036703578 0.0951086956521739 1.15954325308446 0.107296137339056 0.191082802547771 0.191082802547771 0.246618339436514 0.18704469383737 0.534830859740607
"advauxcpredcocoordroot" 0.386531523793163 0.252089690858432 0.228956228956229 0.213766566908935 0.1230012300123 0.0685965152970229 0.291332847778587 0.0750337651943375 0.0972573429293912 0.119468823232091 0.155849938773238 0.605686032138443 0.336625399916539 0.0352858151023289 0.107104605498036 0.340091348207538 0.380434782608696 0.0424223141372362 0.0894134477825465 0.127388535031847 0.127388535031847 0.0822061131455048 0.246111439259697 0.240673886883273
"advadvpredcocoordroot" 0.197560556605394 0.185750298527265 0.0538720538720539 0.142511044605957 0.02460024600246 0.0823158183564275 0.0582665695557174 0.0350157570906908 0.0622446994748104 0.105683959013004 0.44528553935211 0.395550061804697 0.468771734594519 0.0352858151023289 0.0357015351660121 0.261229586304341 0 0.10605578534309 0.312947067238913 0.071656050955414 0.071656050955414 0.0298931320529108 0.0295333727111636 0.213932343896243
"auxyexd" 0.498196186222299 0.517447260183097 0.457912457912458 0.0855066267635742 0.47970479704797 0.342982576485115 0.407865986890022 0 0 0 0.233774908159858 0.469715698393078 0.232299346223397 0 0 0.211119508428351 1.10054347826087 0 0.563304721030043 0.597133757961783 0.597133757961783 0.52312981092594 0.374089387674739 0
"coordcoordroot" 0.0773063047586325 0.053071513864933 0.0673400673400673 0.384779820436084 0.0738007380073801 0.0823158183564275 0.0728332119446468 0.130058526336852 0.0972573429293912 0.25272251068327 0.500946231771123 0.556242274412855 0.155793573515093 0.458715596330275 0.178507675830061 0.355699405250879 0.366847826086957 0.275745041892035 0.277181688125894 0.565286624203822 0.565286624203822 0.119572528211643 0.216578066548533 0.307527744350849
"atrobjadvpredroot" 0.429479470881292 0.371500597054531 0.457912457912458 0.413282029357275 0.44280442804428 0.48017560707916 0.378732702112163 0.500225101295583 0.618556701030928 0.431925745531407 0.100189246354225 0.148331273176761 0.0862428710529976 0.247000705716302 0.142806140664049 0.0895409588275885 0.0271739130434783 0.77774242584933 0.402360515021459 0.246815286624204 0.246815286624204 0.216725207383604 0.354400472533963 0.200561572402728
"atradvauxppredroot" 0.163202198934891 0.199018176993499 0.215488215488215 0.0997577312241699 0.02460024600246 0.0823158183564275 0.320466132556446 0.940423190435696 0.820851974324061 0.533014749804714 0.222642769676055 0.173053152039555 0.094588955348449 0.352858151023289 0.214209210996073 0.0895409588275885 0.0679347826086956 0.806023968607487 0.143061516452074 0.151273885350318 0.151273885350318 0.156938943277782 0.127977948415042 0.374381601818425
"objexd" 0.180381377770143 0.411304232453231 0.336700336700337 0.39903092489668 0.28290282902829 0.356701879544519 0.436999271667881 0 0 0 0.144717800289436 0.333745364647713 0.280984837946863 0 0 0.218512798606776 0.869565217391304 0 0.357653791130186 0.493630573248408 0.493630573248408 0.433450414767207 0.502067336089781 0
"objobjpredroot" 0.352173166122659 0.358232718588298 0.390572390572391 0.171013253527148 0.504305043050431 0.370421182603924 0.291332847778587 0.36016207293282 0.544641120404591 0.39516610761384 0.0333964154514082 0.0741656365883807 0.135623869801085 0.423429781227946 0.464119957158158 0.119114119541287 0.258152173913043 0.22271714922049 0.38447782546495 0.406050955414013 0.406050955414013 0.478290112846574 0.236266981689309 0.213932343896243
"advadvpredroot" 0.231918914275898 0.0928751492636327 0.255892255892256 0.142511044605957 0.15990159901599 0.192070242831664 0.145666423889294 0.230103546595968 0.33067496595993 0.271102329642053 0.24490704664366 0.333745364647713 0.260119627208235 0.388143966125618 0.0357015351660121 0.136365129957612 0.0271739130434783 0.452504684130519 0.50071530758226 0.17515923566879 0.17515923566879 0.239145056423287 0.0984445757038787 0.347640058831395
"objadvauxcpredroot" 0.146023020099639 0.331696961655831 0.148148148148148 0.19951546244834 0.30750307503075 0.0960351214158321 0.23306627822287 0.205092291531189 0.17895351099008 0.261912420162661 0.0890571078704219 0.111248454882571 0.203088051189317 0.282286520818631 0.321313816494109 0.246443005947491 0.122282608695652 0.10959097818786 0.196709585121602 0.477707006369427 0.477707006369427 0.313877886555564 0.344556014963576 0.267415429870304
"coordexd" 0.128843841264388 0.252089690858432 0.404040404040404 0.0855066267635742 0.33210332103321 0.219508848950473 0.276766205389658 0.0100045020259117 0 0 0.144717800289436 0.333745364647713 0.510502156071776 0 0 0.0993986790654881 0.176630434782609 0.00353519284476968 0.196709585121602 0.135350318471338 0.135350318471338 0.254091622449742 0.226422524118921 0
"pnompredroot" 0.257687682528775 0.291893326257131 0.363636363636364 0.19951546244834 0.18450184501845 0.219508848950473 0.364166059723234 0.605272372567655 0.684691694222914 0.514634930845931 0.0111321384838027 0.222496909765142 0.0862428710529976 0.494001411432604 0.464119957158158 0.0870765287681136 0.244565217391304 0.258069077668187 0.169885550786838 0.35031847133758 0.35031847133758 0.448396980793663 0.255955896830085 0.38775237331194
"auxxauxcpredcocoordroot" 0.163202198934891 0.0796072707973995 0.0808080808080808 0.19951546244834 0.11070110701107 0.0548772122376183 0.0873998543335761 0.0850382672202491 0.0778058743435129 0.133253687451179 0.189246354224647 0.494437577255871 0.244818472666574 0.105857445306987 0.214209210996073 0.37623632241317 0.258152173913043 0.0459575069820059 0.13412017167382 0.143312101910828 0.143312101910828 0.0971526791719602 0.216578066548533 0.227303115389758
"sbjapexd" 0.111664662429136 0.132678784662332 0.0808080808080808 0.0855066267635742 0.02460024600246 0.164631636712855 0.0873998543335761 0 0 0 0.44528553935211 0 0.443037974683544 0 0 0.305589327374889 0 0 0.0804721030042918 0.0159235668789809 0.0159235668789809 0.00747328301322771 0.0492222878519394 0
"auxxadvpredroot" 0.266277271946401 0.199018176993499 0.242424242424242 0.185264357987744 0.17220172201722 0.32926327342571 0.203932993445011 0.245110299634836 0.389029371717565 0.53760970454441 0.155849938773238 0.259579728059332 0.0465989706496036 0.494001411432604 0.214209210996073 0.123221502973746 0.0135869565217391 0.837840704210415 0.411301859799714 0.199044585987261 0.199044585987261 0.201778641357148 0.265800354400473 0.280786201363819
"atrobjauxppredcocoordroot" 0.0773063047586325 0.0928751492636327 0.134680134680135 0.185264357987744 0.13530135301353 0.0685965152970229 0.145666423889294 0.0450202591166025 0.0272320560202295 0.170013325368745 0.233774908159858 0.111248454882571 0.31506468215329 0.0705716302046577 0.0357015351660121 0.292445700391023 0.0407608695652174 0.162618870859405 0.0268240343347639 0.0557324840764331 0.0557324840764331 0.0896793961587325 0.078755660563103 0.0668538574675759
"objauxppredroot" 0.326404397869782 0.318429083189598 0.148148148148148 0.213766566908935 0.31980319803198 0.260666758128687 0.291332847778587 0.185083287479366 0.171172923555728 0.261912420162661 0.111321384838027 0.123609394313968 0.173876756155237 0 0.0357015351660121 0.192225544639043 0.0407608695652174 0.275745041892035 0.232474964234621 0.18312101910828 0.18312101910828 0.246618339436514 0.147666863555818 0.187190800909212
"atradvauxppredcocoordroot" 0.0944854835938842 0.053071513864933 0.0404040404040404 0.185264357987744 0 0.233228152009878 0.116533139111435 0.165074283427542 0.221746741879012 0.326241786518403 0.545474785706334 0.185414091470952 0.19056892474614 0.0705716302046577 0.107104605498036 0.182367824401143 0.0951086956521739 0.417152755682823 0.0715307582260372 0.0636942675159236 0.0636942675159236 0.0373664150661386 0.0984445757038787 0.36101083032491
"auxycoordpredroot" 0.0687167153410067 0.145946663128566 0.107744107744108 0.156762149066553 0.02460024600246 0.0823158183564275 0.145666423889294 0.320144064829173 0.283991441353822 0.39516610761384 0.111321384838027 0.259579728059332 0.169008206982891 0.211714890613973 0.428418421992146 0.138008083330595 0.0815217391304348 0.364124863011277 0.0894134477825465 0.111464968152866 0.111464968152866 0.224198490396831 0.118133490844654 0.347640058831395
"auxgpredroot" 0 0 0 0 0 0 0 0.115051773297984 0.112818517798094 0.174608280108441 0.0111321384838027 0 0.0375573793295312 0.141143260409315 0 0.623500805047153 0.0135869565217391 0.0282815427581575 0.00894134477825465 0 0 0 0 0.294156972857334
"sbjcoordroot" 0.0171791788352517 0.053071513864933 0.0673400673400673 0.128259940145361 0.11070110701107 0.109754424475237 0 0.140063028362763 0.194514685858782 0.211367918026007 0.0556606924190137 0.197775030902349 0.209347614410906 0.31757233592096 0.178507675830061 0.243978575888016 0.0407608695652174 0.282815427581575 0.00894134477825465 0.071656050955414 0.071656050955414 0.0448396980793663 0.0689112029927151 0.347640058831395
"atrobjadvpredcocoordroot" 0.395121113210789 0.212286055459732 0.0808080808080808 0.327775402593701 0.17220172201722 0.233228152009878 0.101966496722505 0.0750337651943375 0.108928224080918 0.248127555943574 0.233774908159858 0.222496909765142 0.231603839198776 0 0 0.161009430552361 0.0271739130434783 0.176759642238484 0.214592274678112 0.119426751592357 0.119426751592357 0.0597862641058217 0.0590667454223272 0.187190800909212
