"","V1","V2","V3","V4"
"50",100,459,0.19125,0.80875
"51",102,449,0.187083333333333,0.812916666666667
"52",104,418,0.174166666666667,0.825833333333333
"53",106,437,0.182083333333333,0.817916666666667
"54",108,481,0.200416666666667,0.799583333333333
"55",110,479,0.199583333333333,0.800416666666667
"56",112,437,0.182083333333333,0.817916666666667
"57",114,413,0.172083333333333,0.827916666666667
"58",116,424,0.176666666666667,0.823333333333333
"59",118,433,0.180416666666667,0.819583333333333
"60",120,437,0.182083333333333,0.817916666666667
"61",122,432,0.18,0.82
"62",124,440,0.183333333333333,0.816666666666667
"63",126,443,0.184583333333333,0.815416666666667
"64",128,437,0.182083333333333,0.817916666666667
"65",130,406,0.169166666666667,0.830833333333333
"66",132,400,0.166666666666667,0.833333333333333
"67",134,398,0.165833333333333,0.834166666666667
"68",136,398,0.165833333333333,0.834166666666667
"69",138,377,0.157083333333333,0.842916666666667
"70",140,446,0.185833333333333,0.814166666666667
"71",142,429,0.17875,0.82125
"72",144,420,0.175,0.825
"73",146,402,0.1675,0.8325
"74",148,418,0.174166666666667,0.825833333333333
"75",150,440,0.183333333333333,0.816666666666667
"76",152,417,0.17375,0.82625
"77",154,395,0.164583333333333,0.835416666666667
"78",156,383,0.159583333333333,0.840416666666667
"79",158,378,0.1575,0.8425
"80",160,390,0.1625,0.8375
"81",162,403,0.167916666666667,0.832083333333333
"82",164,371,0.154583333333333,0.845416666666667
"83",166,361,0.150416666666667,0.849583333333333
"84",168,377,0.157083333333333,0.842916666666667
"85",170,385,0.160416666666667,0.839583333333333
"86",172,414,0.1725,0.8275
"87",174,379,0.157916666666667,0.842083333333333
"88",176,352,0.146666666666667,0.853333333333333
"89",178,374,0.155833333333333,0.844166666666667
"90",180,399,0.16625,0.83375
"91",182,394,0.164166666666667,0.835833333333333
"92",184,371,0.154583333333333,0.845416666666667
"93",186,427,0.177916666666667,0.822083333333333
"94",188,363,0.15125,0.84875
"95",190,427,0.177916666666667,0.822083333333333
"96",192,448,0.186666666666667,0.813333333333333
"97",194,423,0.17625,0.82375
"98",196,402,0.1675,0.8325
"99",198,407,0.169583333333333,0.830416666666667
"100",200,419,0.174583333333333,0.825416666666667
"101",202,396,0.165,0.835
"102",204,383,0.159583333333333,0.840416666666667
"103",206,388,0.161666666666667,0.838333333333333
"104",208,401,0.167083333333333,0.832916666666667
"105",210,440,0.183333333333333,0.816666666666667
"106",212,456,0.19,0.81
"107",214,431,0.179583333333333,0.820416666666667
"108",216,418,0.174166666666667,0.825833333333333
"109",218,447,0.18625,0.81375
"110",220,395,0.164583333333333,0.835416666666667
"111",222,440,0.183333333333333,0.816666666666667
"112",224,413,0.172083333333333,0.827916666666667
"113",226,415,0.172916666666667,0.827083333333333
"114",228,429,0.17875,0.82125
"115",230,459,0.19125,0.80875
"116",232,442,0.184166666666667,0.815833333333333
"117",234,453,0.18875,0.81125
"118",236,425,0.177083333333333,0.822916666666667
"119",238,414,0.1725,0.8275
"120",240,417,0.17375,0.82625
"121",242,459,0.19125,0.80875
"122",244,450,0.1875,0.8125
"123",246,429,0.17875,0.82125
"124",248,486,0.2025,0.7975
"125",250,438,0.1825,0.8175
"126",252,451,0.187916666666667,0.812083333333333
"127",254,416,0.173333333333333,0.826666666666667
"128",256,456,0.19,0.81
"129",258,404,0.168333333333333,0.831666666666667
"130",260,393,0.16375,0.83625
"131",262,442,0.184166666666667,0.815833333333333
"132",264,443,0.184583333333333,0.815416666666667
"133",266,422,0.175833333333333,0.824166666666667
"134",268,432,0.18,0.82
"135",270,416,0.173333333333333,0.826666666666667
"136",272,448,0.186666666666667,0.813333333333333
"137",274,475,0.197916666666667,0.802083333333333
"138",276,412,0.171666666666667,0.828333333333333
"139",278,478,0.199166666666667,0.800833333333333
"140",280,446,0.185833333333333,0.814166666666667
"141",282,483,0.20125,0.79875
"142",284,461,0.192083333333333,0.807916666666667
"143",286,479,0.199583333333333,0.800416666666667
"144",288,467,0.194583333333333,0.805416666666667
"145",290,486,0.2025,0.7975
"146",292,464,0.193333333333333,0.806666666666667
"147",294,450,0.1875,0.8125
"148",296,461,0.192083333333333,0.807916666666667
"149",298,513,0.21375,0.78625
"150",300,466,0.194166666666667,0.805833333333333
"151",302,504,0.21,0.79
"152",304,437,0.182083333333333,0.817916666666667
"153",306,465,0.19375,0.80625
"154",308,493,0.205416666666667,0.794583333333333
"155",310,460,0.191666666666667,0.808333333333333
"156",312,436,0.181666666666667,0.818333333333333
"157",314,496,0.206666666666667,0.793333333333333
"158",316,464,0.193333333333333,0.806666666666667
"159",318,513,0.21375,0.78625
"160",320,464,0.193333333333333,0.806666666666667
"161",322,505,0.210416666666667,0.789583333333333
"162",324,532,0.221666666666667,0.778333333333333
"163",326,476,0.198333333333333,0.801666666666667
"164",328,485,0.202083333333333,0.797916666666667
"165",330,504,0.21,0.79
"166",332,494,0.205833333333333,0.794166666666667
"167",334,501,0.20875,0.79125
"168",336,464,0.193333333333333,0.806666666666667
"169",338,455,0.189583333333333,0.810416666666667
"170",340,499,0.207916666666667,0.792083333333333
"171",342,503,0.209583333333333,0.790416666666667
"172",344,538,0.224166666666667,0.775833333333333
"173",346,488,0.203333333333333,0.796666666666667
"174",348,542,0.225833333333333,0.774166666666667
"175",350,502,0.209166666666667,0.790833333333333
"176",352,504,0.21,0.79
"177",354,476,0.198333333333333,0.801666666666667
"178",356,505,0.210416666666667,0.789583333333333
"179",358,515,0.214583333333333,0.785416666666667
"180",360,516,0.215,0.785
"181",362,510,0.2125,0.7875
"182",364,552,0.23,0.77
"183",366,511,0.212916666666667,0.787083333333333
"184",368,529,0.220416666666667,0.779583333333333
"185",370,556,0.231666666666667,0.768333333333333
"186",372,538,0.224166666666667,0.775833333333333
"187",374,572,0.238333333333333,0.761666666666667
"188",376,539,0.224583333333333,0.775416666666667
"189",378,554,0.230833333333333,0.769166666666667
"190",380,564,0.235,0.765
"191",382,563,0.234583333333333,0.765416666666667
"192",384,536,0.223333333333333,0.776666666666667
"193",386,519,0.21625,0.78375
"194",388,528,0.22,0.78
"195",390,562,0.234166666666667,0.765833333333333
"196",392,565,0.235416666666667,0.764583333333333
"197",394,565,0.235416666666667,0.764583333333333
"198",396,511,0.212916666666667,0.787083333333333
"199",398,542,0.225833333333333,0.774166666666667
"200",400,539,0.224583333333333,0.775416666666667
"201",402,540,0.225,0.775
"202",404,523,0.217916666666667,0.782083333333333
"203",406,545,0.227083333333333,0.772916666666667
"204",408,540,0.225,0.775
"205",410,546,0.2275,0.7725
"206",412,516,0.215,0.785
"207",414,558,0.2325,0.7675
"208",416,523,0.217916666666667,0.782083333333333
"209",418,556,0.231666666666667,0.768333333333333
"210",420,550,0.229166666666667,0.770833333333333
"211",422,561,0.23375,0.76625
"212",424,567,0.23625,0.76375
"213",426,535,0.222916666666667,0.777083333333333
"214",428,566,0.235833333333333,0.764166666666667
"215",430,541,0.225416666666667,0.774583333333333
"216",432,522,0.2175,0.7825
"217",434,528,0.22,0.78
"218",436,587,0.244583333333333,0.755416666666667
"219",438,526,0.219166666666667,0.780833333333333
"220",440,537,0.22375,0.77625
"221",442,512,0.213333333333333,0.786666666666667
"222",444,529,0.220416666666667,0.779583333333333
"223",446,509,0.212083333333333,0.787916666666667
"224",448,544,0.226666666666667,0.773333333333333
"225",450,522,0.2175,0.7825
"226",452,500,0.208333333333333,0.791666666666667
"227",454,542,0.225833333333333,0.774166666666667
"228",456,527,0.219583333333333,0.780416666666667
"229",458,574,0.239166666666667,0.760833333333333
"230",460,595,0.247916666666667,0.752083333333333
"231",462,564,0.235,0.765
"232",464,568,0.236666666666667,0.763333333333333
"233",466,570,0.2375,0.7625
"234",468,537,0.22375,0.77625
"235",470,555,0.23125,0.76875
"236",472,537,0.22375,0.77625
"237",474,543,0.22625,0.77375
"238",476,579,0.24125,0.75875
"239",478,572,0.238333333333333,0.761666666666667
"240",480,567,0.23625,0.76375
"241",482,545,0.227083333333333,0.772916666666667
"242",484,587,0.244583333333333,0.755416666666667
"243",486,601,0.250416666666667,0.749583333333333
"244",488,593,0.247083333333333,0.752916666666667
"245",490,614,0.255833333333333,0.744166666666667
"246",492,610,0.254166666666667,0.745833333333333
"247",494,590,0.245833333333333,0.754166666666667
"248",496,576,0.24,0.76
"249",498,595,0.247916666666667,0.752083333333333
"250",500,566,0.235833333333333,0.764166666666667
