"","x"
"1",5
"2",8
"3",12
"4",19
"5",25
"6",47
"7",60
"8",76
"9",78
"10",82
"11",86
"12",148
"13",198
"14",204
"15",223
"16",228
"17",233
"18",239
"19",245
"20",250
