"","V1","V5","V10","V3","V12","V9","V11","V7","V8","V2","V13","V4","V6"
"196",542,"0.999151763","0.000725548","0.000115957","6.73e-06","2.3e-11","1.84e-13","3.17e-21","3.89e-25","3.77e-34","3.28e-37","1.36e-46","1.71e-65"
"197",543,"Athenaeus","Sophocles","Odyssey","Iliad","Aeschylus","Hdt","Hesiod","Thucydides","Polybius","Lysias","Diodorus","Plutarch"
"198",544,"1","1.91e-51","4.09e-57","1.03e-58","5.07e-69","2.25e-69","1.01e-77","1.66e-134","1.01e-144","2.84e-171","1.01e-229","4.38e-232"
"199",545,"Lysias","Sophocles","Athenaeus","Aeschylus","Odyssey","Polybius","Iliad","Diodorus","Hesiod","Hdt","Plutarch","Thucydides"
"200",546,"1","5.07e-12","4.2e-25","1.28e-28","6.78e-47","7.71e-54","2.03e-85","1.58e-101","9.35e-110","5e-176","0","0"
"201",547,"Polybius","Diodorus","Athenaeus","Plutarch","Hdt","Sophocles","Iliad","Thucydides","Lysias","Hesiod","Aeschylus","Odyssey"
"202",548,"1","1.45e-14","5.86e-36","4.14e-43","2.36e-56","1.22e-78","1.86e-116","3.97e-127","5.82e-138","3e-146","5.99e-198","3.04e-243"
"203",549,"Athenaeus","Hdt","Sophocles","Aeschylus","Polybius","Plutarch","Hesiod","Lysias","Iliad","Diodorus","Thucydides","Odyssey"
"204",550,"1","7.38e-22","2.49e-35","7.9e-47","9.53e-51","3.2e-65","5.8e-73","1.47e-75","2.57e-76","3.56e-79","1.82e-85","1.35e-95"
"205",551,"Diodorus","Polybius","Hdt","Athenaeus","Thucydides","Hesiod","Plutarch","Aeschylus","Iliad","Odyssey","Sophocles","Lysias"
"206",552,"1","4.88e-15","1.43e-39","1.93e-68","2.62e-70","1.62e-77","1.51e-84","2.85e-107","5.14e-111","5.93e-145","1.01e-152","6.03e-272"
"207",553,"Aeschylus","Sophocles","Hesiod","Odyssey","Iliad","Athenaeus","Hdt","Lysias","Diodorus","Plutarch","Polybius","Thucydides"
"208",554,"1","3.12e-19","5.51e-25","2.9e-34","1.43e-52","7.37e-58","3.37e-200","8.18e-275","0","0","0","0"
"209",555,"Polybius","Diodorus","Plutarch","Hdt","Athenaeus","Thucydides","Hesiod","Sophocles","Lysias","Iliad","Aeschylus","Odyssey"
"210",556,"0.999968357","3.16e-05","1.86e-23","4.33e-57","1.89e-57","7.55e-64","1.25e-81","1.97e-114","2.19e-124","8.82e-139","4.34e-155","7.43e-175"
"211",557,"Aeschylus","Sophocles","Athenaeus","Odyssey","Hesiod","Iliad","Diodorus","Hdt","Lysias","Plutarch","Polybius","Thucydides"
"212",558,"1","4.16e-13","1.19e-56","1.81e-66","5.21e-75","1.43e-100","0","0","0","0","0","0"
"213",559,"Diodorus","Polybius","Hdt","Thucydides","Hesiod","Iliad","Plutarch","Athenaeus","Sophocles","Odyssey","Aeschylus","Lysias"
"214",560,"1","5.24e-29","2.7e-49","8.26e-63","8.25e-97","7.09e-97","1.22e-103","3.6e-108","1.64e-124","4.92e-144","1.69e-173","9.98e-267"
"215",561,"Athenaeus","Sophocles","Aeschylus","Odyssey","Iliad","Hdt","Hesiod","Plutarch","Polybius","Thucydides","Diodorus","Lysias"
"216",562,"1","6.84e-27","2.76e-29","1.84e-50","4.59e-53","3.73e-64","1.28e-65","6.54e-100","4.92e-115","1.77e-176","8.73e-207","0"
"217",563,"Polybius","Athenaeus","Plutarch","Diodorus","Hdt","Sophocles","Thucydides","Aeschylus","Iliad","Odyssey","Hesiod","Lysias"
"218",564,"1","2.05e-15","6.07e-26","2.03e-29","5.41e-37","2.75e-88","5.52e-92","4.39e-94","4.21e-116","2.16e-159","5.07e-195","1.1e-280"
"219",565,"Sophocles","Aeschylus","Odyssey","Athenaeus","Polybius","Iliad","Diodorus","Lysias","Hdt","Hesiod","Plutarch","Thucydides"
"220",566,"1","7.81e-15","5.87e-36","5.61e-40","1.78e-44","1.77e-72","1.67e-85","1.03e-145","2.08e-154","3.86e-156","4.89e-201","0"
"221",567,"Iliad","Sophocles","Hesiod","Odyssey","Aeschylus","Hdt","Athenaeus","Polybius","Thucydides","Plutarch","Diodorus","Lysias"
"222",568,"1","1.69e-14","1.05e-15","2.61e-18","3.28e-21","2.23e-22","8.63e-35","3.49e-82","3.36e-128","1.54e-150","2.24e-170","0"
"223",569,"Iliad","Odyssey","Hesiod","Sophocles","Aeschylus","Athenaeus","Hdt","Polybius","Plutarch","Diodorus","Thucydides","Lysias"
"224",570,"0.999999998","2.21e-09","2.05e-33","2.25e-36","3.69e-37","2.92e-75","5.71e-92","3.86e-164","2.08e-246","1.21e-262","4.81e-284","0"
"225",571,"Athenaeus","Sophocles","Odyssey","Iliad","Hdt","Aeschylus","Plutarch","Hesiod","Polybius","Thucydides","Lysias","Diodorus"
"226",572,"1","3.09e-54","6.8e-57","2.1e-57","7.49e-69","2.49e-70","7.42e-99","8.9e-134","9.61e-138","7.72e-139","3.13e-253","2.12e-261"
"227",573,"Hdt","Athenaeus","Polybius","Plutarch","Diodorus","Iliad","Thucydides","Odyssey","Sophocles","Lysias","Aeschylus","Hesiod"
"228",574,"1","7.21e-11","4.4e-50","6.41e-76","3.38e-95","3.24e-105","3.3e-119","5.25e-133","1.24e-163","5.36e-215","8.84e-248","0"
"229",575,"Athenaeus","Sophocles","Hdt","Aeschylus","Iliad","Odyssey","Hesiod","Thucydides","Plutarch","Diodorus","Lysias","Polybius"
"230",576,"0.999999999","1.21e-09","3.8e-26","3.61e-39","2.88e-58","7.77e-88","1.11e-103","6.84e-131","1.66e-148","0","0","0"
"231",577,"Thucydides","Hdt","Polybius","Plutarch","Athenaeus","Odyssey","Iliad","Diodorus","Sophocles","Aeschylus","Hesiod","Lysias"
"232",578,"0.999999997","3.17e-09","1.54e-21","1.54e-26","8.83e-28","1.04e-44","2.1e-47","8.57e-60","2.45e-89","1.56e-90","3.36e-102","2.94e-239"
"233",579,"Aeschylus","Sophocles","Odyssey","Iliad","Athenaeus","Hesiod","Hdt","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"234",580,"1","3.86e-20","4.49e-58","1.29e-89","2.44e-95","1.22e-112","6.52e-245","0","0","0","0","0"
"235",581,"Polybius","Athenaeus","Plutarch","Hdt","Diodorus","Aeschylus","Sophocles","Thucydides","Iliad","Hesiod","Odyssey","Lysias"
"236",582,"1","1.09e-28","2.31e-48","2.61e-58","5.13e-62","2.56e-115","5.08e-118","5.42e-140","4.33e-186","5.65e-216","1.54e-250","5.52e-302"
"237",583,"Hdt","Plutarch","Diodorus","Iliad","Thucydides","Odyssey","Polybius","Athenaeus","Sophocles","Aeschylus","Hesiod","Lysias"
"238",584,"1","4.51e-24","6.54e-30","1.84e-32","3.09e-34","5.14e-41","1.26e-41","3.03e-57","5.36e-67","4.87e-69","9.62e-89","0"
"239",585,"Athenaeus","Aeschylus","Sophocles","Iliad","Odyssey","Hdt","Polybius","Diodorus","Plutarch","Hesiod","Lysias","Thucydides"
"240",586,"1","5.85e-19","1.18e-22","4.73e-61","1.28e-71","1.31e-89","1.09e-114","2.28e-147","2.23e-157","1.29e-169","0","0"
"241",587,"Athenaeus","Aeschylus","Sophocles","Hdt","Odyssey","Iliad","Plutarch","Polybius","Hesiod","Thucydides","Diodorus","Lysias"
"242",588,"1","4.77e-34","4.28e-39","2.34e-68","1.11e-86","5.19e-88","7.24e-111","1.53e-158","3.46e-218","5.03e-229","0","0"
"243",589,"Sophocles","Aeschylus","Athenaeus","Odyssey","Polybius","Iliad","Hesiod","Diodorus","Hdt","Plutarch","Lysias","Thucydides"
"244",590,"0.999986741","1.33e-05","9.97e-24","2.21e-25","1.08e-25","4.42e-50","4.41e-64","1.59e-75","1.26e-91","1.53e-114","1.35e-114","3.13e-236"
"245",591,"Aeschylus","Sophocles","Athenaeus","Odyssey","Iliad","Hesiod","Hdt","Plutarch","Polybius","Thucydides","Diodorus","Lysias"
"246",592,"0.999976972","2.3e-05","5.36e-15","1.17e-31","1.06e-36","1.74e-40","8.46e-72","3.41e-76","2.79e-108","3.08e-172","4.88e-307","0"
"247",593,"Athenaeus","Sophocles","Aeschylus","Hdt","Odyssey","Iliad","Plutarch","Polybius","Diodorus","Hesiod","Thucydides","Lysias"
"248",594,"1","3.66e-30","2.56e-41","5.17e-51","2.94e-62","2.62e-65","1.02e-91","3.67e-95","2.87e-162","4.71e-169","3.06e-217","6.34e-302"
"249",595,"Sophocles","Aeschylus","Odyssey","Athenaeus","Iliad","Hdt","Diodorus","Hesiod","Lysias","Plutarch","Polybius","Thucydides"
"250",596,"1","3.98e-21","1.53e-132","1.4e-158","2.08e-190","9.67e-270","0","0","0","0","0","0"
"251",597,"Diodorus","Polybius","Plutarch","Hdt","Thucydides","Athenaeus","Iliad","Hesiod","Odyssey","Aeschylus","Sophocles","Lysias"
"252",598,"1","2.27e-10","1.86e-25","9.03e-26","2.01e-27","1.08e-54","1.87e-77","1.55e-86","1.06e-101","9.79e-103","1.82e-115","0"
"253",599,"Athenaeus","Hdt","Sophocles","Aeschylus","Odyssey","Plutarch","Iliad","Polybius","Diodorus","Thucydides","Hesiod","Lysias"
"254",600,"1","2.19e-19","2.39e-23","2.58e-26","4.29e-36","7.67e-42","8.7e-43","1.99e-68","2.64e-112","5.04e-152","3.02e-152","0"
"255",601,"Plutarch","Hdt","Athenaeus","Polybius","Thucydides","Diodorus","Sophocles","Aeschylus","Odyssey","Iliad","Lysias","Hesiod"
"256",602,"1","3.08e-13","3.14e-17","2.38e-19","8.09e-27","5.02e-27","1.19e-36","7.85e-47","1.46e-48","3.46e-59","5.08e-160","3.39e-169"
"257",603,"Athenaeus","Hdt","Aeschylus","Plutarch","Sophocles","Iliad","Odyssey","Thucydides","Polybius","Diodorus","Hesiod","Lysias"
"258",604,"1","1.74e-32","5.71e-38","6.22e-44","5.41e-45","1.92e-69","1.15e-78","7.07e-92","1.05e-93","6.59e-117","1.46e-157","8.14e-178"
"259",605,"Hdt","Polybius","Athenaeus","Diodorus","Odyssey","Iliad","Plutarch","Thucydides","Sophocles","Aeschylus","Hesiod","Lysias"
"260",606,"1","1.9e-19","2.82e-21","3.84e-39","5.86e-40","2.78e-41","4.45e-56","6.53e-63","7.44e-101","1.71e-140","1.45e-173","2.36e-224"
"261",607,"Diodorus","Polybius","Plutarch","Hdt","Athenaeus","Thucydides","Iliad","Sophocles","Aeschylus","Odyssey","Hesiod","Lysias"
"262",608,"0.996485198","0.003514802","5.65e-20","6.5e-31","2.26e-53","1.18e-61","1.58e-72","4.24e-79","4.81e-93","1.16e-103","1.25e-241","0"
"263",609,"Sophocles","Hdt","Athenaeus","Odyssey","Aeschylus","Iliad","Thucydides","Plutarch","Hesiod","Polybius","Lysias","Diodorus"
"264",610,"0.999953114","4.01e-05","6.78e-06","4.32e-11","1.14e-11","5.76e-21","8.53e-32","5.75e-36","7.5e-39","1.13e-39","2.1e-62","4.59e-90"
"265",611,"Sophocles","Athenaeus","Hdt","Aeschylus","Odyssey","Iliad","Polybius","Plutarch","Diodorus","Thucydides","Hesiod","Lysias"
"266",612,"0.957197005","0.042636001","0.000166675","2.74e-07","4.51e-08","2.19e-12","4.2e-47","3.07e-69","4.27e-80","5.5e-88","3.96e-98","1.78e-120"
"267",613,"Diodorus","Plutarch","Hdt","Polybius","Thucydides","Iliad","Odyssey","Athenaeus","Sophocles","Hesiod","Aeschylus","Lysias"
"268",614,"1","3.62e-38","1.76e-49","5.76e-60","1.7e-62","6.34e-123","4.65e-151","2.13e-188","7.28e-232","1.27e-244","1.47e-274","0"
"269",615,"Diodorus","Polybius","Thucydides","Hdt","Plutarch","Iliad","Athenaeus","Odyssey","Sophocles","Hesiod","Aeschylus","Lysias"
"270",616,"1","1.14e-25","7.99e-30","1.84e-34","8.67e-72","3.76e-78","2.67e-99","1.77e-110","1.84e-133","1.11e-171","4.26e-173","0"
"271",617,"Sophocles","Aeschylus","Odyssey","Athenaeus","Hesiod","Iliad","Lysias","Hdt","Polybius","Diodorus","Plutarch","Thucydides"
"272",618,"1","4.23e-15","9.93e-63","1.27e-85","1.11e-97","2.85e-111","8.69e-180","2.89e-245","1.48e-264","0","0","0"
"273",619,"Sophocles","Aeschylus","Athenaeus","Odyssey","Iliad","Hesiod","Hdt","Plutarch","Polybius","Diodorus","Lysias","Thucydides"
"274",620,"1","3.96e-11","1.84e-37","2.69e-64","2.07e-77","3.64e-103","8.58e-156","5.82e-215","1.69e-229","0","0","0"
"275",621,"Hdt","Athenaeus","Aeschylus","Sophocles","Iliad","Odyssey","Hesiod","Thucydides","Plutarch","Polybius","Lysias","Diodorus"
"276",622,"0.999428923","0.000571003","7.36e-08","8.25e-10","7.81e-16","4.24e-16","3.45e-16","1.16e-29","7.04e-48","9.36e-60","1.61e-110","7.88e-165"
"277",623,"Polybius","Athenaeus","Diodorus","Hdt","Plutarch","Hesiod","Sophocles","Aeschylus","Thucydides","Iliad","Odyssey","Lysias"
"278",624,"1","2.14e-33","4.08e-42","9.32e-57","3.7e-63","4.64e-93","9.98e-113","1.07e-123","4.7e-184","1.18e-188","4.36e-246","8.3e-256"
"279",625,"Hdt","Polybius","Diodorus","Thucydides","Plutarch","Iliad","Odyssey","Athenaeus","Hesiod","Sophocles","Aeschylus","Lysias"
"280",626,"1","1.28e-20","1.06e-26","2.33e-27","3.91e-45","3.04e-57","1.02e-60","1.53e-70","2.43e-87","5.61e-99","6.63e-219","0"
"281",627,"Plutarch","Polybius","Athenaeus","Hdt","Diodorus","Hesiod","Thucydides","Sophocles","Iliad","Aeschylus","Odyssey","Lysias"
"282",628,"0.999999967","3.26e-08","2.76e-12","4.78e-21","4.68e-28","2.73e-29","2.51e-40","2.67e-43","6.07e-55","2.42e-56","1.68e-57","2.15e-65"
"283",629,"Odyssey","Iliad","Sophocles","Hdt","Athenaeus","Thucydides","Polybius","Lysias","Hesiod","Plutarch","Aeschylus","Diodorus"
"284",630,"0.999991762","8.24e-06","1.72e-28","2.34e-54","7.36e-56","1.88e-132","8.14e-173","6.76e-243","2.36e-246","2.99e-283","0","0"
"285",631,"Odyssey","Aeschylus","Hesiod","Iliad","Sophocles","Hdt","Athenaeus","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"286",632,"1","3.44e-32","1.68e-37","5.37e-62","6.13e-77","5.56e-148","3.11e-153","0","0","0","0","0"
"287",633,"Sophocles","Aeschylus","Odyssey","Athenaeus","Iliad","Hesiod","Hdt","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"288",634,"1","2.1e-37","2.35e-134","2.93e-138","8.9e-192","3.79e-230","3.33e-291","0","0","0","0","0"
"289",635,"Thucydides","Hdt","Polybius","Odyssey","Plutarch","Iliad","Sophocles","Athenaeus","Diodorus","Hesiod","Aeschylus","Lysias"
"290",636,"1","2.48e-16","1.68e-42","5.62e-43","3.04e-45","6.78e-55","8.99e-56","9.98e-60","1.56e-65","2.32e-68","3.05e-115","5.74e-277"
"291",637,"Iliad","Odyssey","Hesiod","Sophocles","Aeschylus","Athenaeus","Hdt","Thucydides","Polybius","Plutarch","Lysias","Diodorus"
"292",638,"0.97119971","0.028773793","2.65e-05","5.42e-20","6.41e-25","1.08e-57","2.15e-75","1.98e-170","9.86e-210","2.38e-213","2.87e-227","0"
"293",639,"Sophocles","Athenaeus","Odyssey","Hdt","Aeschylus","Iliad","Hesiod","Polybius","Plutarch","Thucydides","Diodorus","Lysias"
"294",640,"0.999780621","0.000219379","2.73e-14","1.11e-14","9.63e-15","1.23e-18","6.39e-55","1.4e-56","3.76e-89","3.88e-96","1.77e-104","5.34e-214"
"295",641,"Plutarch","Athenaeus","Hdt","Sophocles","Aeschylus","Polybius","Iliad","Odyssey","Thucydides","Diodorus","Hesiod","Lysias"
"296",642,"0.568821887","0.22611932","0.205058793","5e-31","1.45e-39","1.12e-60","7.88e-69","9.52e-72","3.27e-75","1.08e-109","6.59e-115","2.36e-241"
"297",643,"Hesiod","Aeschylus","Odyssey","Iliad","Sophocles","Hdt","Athenaeus","Lysias","Thucydides","Plutarch","Diodorus","Polybius"
"298",644,"0.997391718","0.002608282","2.92e-11","5.57e-27","4.85e-61","3.01e-109","6.42e-113","2.67e-250","1.66e-284","4.33e-291","0","0"
"299",645,"Odyssey","Iliad","Hdt","Aeschylus","Hesiod","Sophocles","Athenaeus","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"300",646,"1","1.34e-18","5.49e-49","1.27e-55","2.67e-64","3.83e-71","3.81e-126","4.65e-137","6.11e-176","0","0","0"
"301",647,"Aeschylus","Sophocles","Odyssey","Hesiod","Iliad","Athenaeus","Hdt","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"302",648,"1","2.89e-23","2.28e-63","2.33e-80","4.6e-92","1.68e-94","3.97e-254","0","0","0","0","0"
"303",649,"Thucydides","Hdt","Diodorus","Odyssey","Polybius","Iliad","Sophocles","Plutarch","Athenaeus","Aeschylus","Lysias","Hesiod"
"304",650,"1","1.77e-16","1.04e-19","1.41e-35","1.06e-39","7.29e-68","8.61e-83","1.16e-116","1.9e-127","2.87e-171","4.43e-255","0"
"305",651,"Sophocles","Aeschylus","Odyssey","Iliad","Hesiod","Athenaeus","Lysias","Polybius","Hdt","Diodorus","Plutarch","Thucydides"
"306",652,"0.958951807","0.041048193","5e-52","7.63e-77","2.5e-81","2.2e-82","6.53e-137","8.75e-218","5.83e-235","0","0","0"
"307",653,"Hesiod","Sophocles","Odyssey","Iliad","Hdt","Aeschylus","Athenaeus","Thucydides","Plutarch","Polybius","Lysias","Diodorus"
"308",654,"0.99999689","3.11e-06","7.7e-19","1.91e-25","2.17e-39","3.29e-47","4.87e-53","5.12e-95","5.7e-118","1.42e-136","1.44e-145","3.56e-251"
"309",655,"Iliad","Odyssey","Hesiod","Aeschylus","Hdt","Sophocles","Athenaeus","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"310",656,"1","1.33e-17","1.13e-38","6.86e-94","5.2e-98","1.02e-113","4.04e-187","4.69e-193","5.76e-244","0","0","0"
"311",657,"Athenaeus","Sophocles","Odyssey","Aeschylus","Hdt","Iliad","Lysias","Thucydides","Hesiod","Polybius","Plutarch","Diodorus"
"312",658,"0.832604384","0.167395616","3.93e-10","3.46e-11","1.95e-13","3.13e-20","7.29e-23","2.17e-25","6.27e-29","3.15e-39","2.36e-43","8.38e-105"
"313",659,"Thucydides","Hdt","Polybius","Athenaeus","Diodorus","Iliad","Odyssey","Plutarch","Sophocles","Hesiod","Aeschylus","Lysias"
"314",660,"1","1.24e-11","1.45e-18","5.92e-27","2.65e-34","4.49e-38","5.38e-40","2.17e-42","3.13e-62","3.45e-68","2.01e-88","1.18e-225"
"315",661,"Sophocles","Aeschylus","Odyssey","Athenaeus","Hesiod","Iliad","Diodorus","Hdt","Lysias","Plutarch","Polybius","Thucydides"
"316",662,"1","2.09e-30","2.63e-74","2.65e-113","1.04e-126","2.62e-136","0","0","0","0","0","0"
"317",663,"Diodorus","Thucydides","Hdt","Iliad","Odyssey","Polybius","Plutarch","Athenaeus","Hesiod","Sophocles","Aeschylus","Lysias"
"318",664,"1","3.89e-31","1.3e-44","5.66e-66","2.43e-73","1.29e-91","9.21e-137","4.47e-164","1.73e-177","1.3e-227","0","0"
"319",665,"Athenaeus","Aeschylus","Sophocles","Hesiod","Odyssey","Hdt","Iliad","Polybius","Plutarch","Thucydides","Diodorus","Lysias"
"320",666,"1","9.77e-25","3.07e-44","3.97e-61","1.01e-82","2.8e-83","1.99e-83","1.14e-110","5.99e-122","1.58e-205","0","0"
"321",667,"Diodorus","Polybius","Hdt","Plutarch","Hesiod","Thucydides","Athenaeus","Iliad","Odyssey","Sophocles","Aeschylus","Lysias"
"322",668,"1","5.32e-13","5.63e-34","6.61e-46","7.3e-51","2.13e-61","8.97e-63","8.39e-81","8.85e-105","3.52e-113","2.61e-128","4.58e-237"
"323",669,"Athenaeus","Sophocles","Aeschylus","Hesiod","Iliad","Odyssey","Hdt","Polybius","Diodorus","Plutarch","Lysias","Thucydides"
"324",670,"1","2.89e-24","2.32e-28","2.04e-66","2.36e-69","2.31e-78","8.89e-98","6.1e-107","1.16e-162","5.44e-171","2.89e-179","1.96e-288"
"325",671,"Sophocles","Aeschylus","Odyssey","Iliad","Hesiod","Athenaeus","Hdt","Polybius","Plutarch","Lysias","Diodorus","Thucydides"
"326",672,"1","2.96e-10","4.76e-35","1.47e-55","1.67e-56","3.16e-59","2.64e-134","1.16e-243","1.25e-271","2.13e-289","0","0"
"327",673,"Hdt","Athenaeus","Plutarch","Iliad","Polybius","Odyssey","Thucydides","Sophocles","Diodorus","Hesiod","Aeschylus","Lysias"
"328",674,"1","6.06e-22","2.67e-25","6.11e-51","1.27e-55","2.38e-57","7.86e-69","1.6e-83","7.81e-106","1.35e-138","4.22e-140","3.66e-174"
"329",675,"Sophocles","Aeschylus","Odyssey","Hesiod","Iliad","Athenaeus","Hdt","Lysias","Plutarch","Polybius","Thucydides","Diodorus"
"330",676,"1","4.09e-22","6.6e-53","3.48e-53","7.99e-62","8.8e-64","5.56e-111","2.93e-169","6.49e-246","1.16e-264","1.03e-302","0"
"331",677,"Aeschylus","Iliad","Odyssey","Sophocles","Hesiod","Hdt","Athenaeus","Polybius","Thucydides","Diodorus","Lysias","Plutarch"
"332",678,"0.937439639","0.052069093","0.010491265","2.34e-09","4.11e-10","1.21e-86","3.1e-89","6.24e-231","5.22e-293","0","0","0"
"333",679,"Polybius","Athenaeus","Plutarch","Diodorus","Hdt","Hesiod","Sophocles","Thucydides","Aeschylus","Iliad","Odyssey","Lysias"
"334",680,"1","7.86e-33","4.98e-46","3.63e-49","2.77e-55","1.02e-100","8.82e-106","4.72e-133","1.07e-188","2.79e-190","8.43e-280","0"
"335",681,"Athenaeus","Iliad","Hdt","Odyssey","Sophocles","Aeschylus","Hesiod","Polybius","Plutarch","Lysias","Thucydides","Diodorus"
"336",682,"1","2.68e-43","1.58e-46","4.61e-53","3.04e-62","2.04e-101","2.83e-106","2.39e-110","2.9e-112","1.56e-153","3.51e-233","0"
"337",683,"Sophocles","Aeschylus","Odyssey","Athenaeus","Iliad","Hesiod","Lysias","Polybius","Hdt","Diodorus","Plutarch","Thucydides"
"338",684,"0.999998745","1.25e-06","9.28e-53","5.71e-61","3.67e-81","1.5e-95","3.94e-163","2.45e-226","1.94e-247","0","0","0"
"339",685,"Aeschylus","Sophocles","Athenaeus","Hesiod","Odyssey","Iliad","Hdt","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"340",686,"1","1.39e-23","1.44e-76","1.65e-84","7.28e-94","6.93e-95","9.93e-302","0","0","0","0","0"
"341",687,"Diodorus","Polybius","Hdt","Plutarch","Thucydides","Athenaeus","Iliad","Hesiod","Sophocles","Aeschylus","Odyssey","Lysias"
"342",688,"1","5.55e-23","1.77e-28","2.51e-31","4.11e-46","1.84e-67","3.32e-92","7.45e-94","3.13e-132","7.57e-142","1.26e-144","0"
"343",689,"Odyssey","Iliad","Hdt","Thucydides","Hesiod","Sophocles","Athenaeus","Aeschylus","Diodorus","Lysias","Plutarch","Polybius"
"344",690,"0.999851623","0.000148377","9.37e-156","7.89e-241","5.24e-251","1.1e-276","4.76e-306","0","0","0","0","0"
"345",691,"Hesiod","Odyssey","Sophocles","Iliad","Aeschylus","Hdt","Athenaeus","Polybius","Thucydides","Diodorus","Lysias","Plutarch"
"346",692,"1","5.23e-19","1.32e-21","1.06e-34","1.11e-38","8.13e-76","9.68e-148","1.14e-186","1.73e-241","0","0","0"
"347",693,"Plutarch","Hdt","Athenaeus","Polybius","Thucydides","Sophocles","Aeschylus","Lysias","Iliad","Odyssey","Hesiod","Diodorus"
"348",694,"1","8.62e-15","8.96e-19","3.03e-19","1.62e-21","4.74e-42","9.1e-49","1.34e-54","2.36e-60","3.01e-61","2.24e-80","7.18e-101"
"349",695,"Athenaeus","Hdt","Iliad","Odyssey","Plutarch","Sophocles","Polybius","Thucydides","Hesiod","Lysias","Aeschylus","Diodorus"
"350",696,"1","4.31e-20","1.26e-43","2.06e-51","2.9e-58","9.55e-76","7.94e-99","7.09e-112","1.55e-121","2.95e-127","9.53e-137","8.76e-296"
"351",697,"Hdt","Iliad","Odyssey","Athenaeus","Thucydides","Polybius","Plutarch","Sophocles","Hesiod","Aeschylus","Diodorus","Lysias"
