"Aesch_Ag" "Aesch_Cho" "Aesch_Eumen" "Aesch_Pers" "Aesch_PromV" "Aesch_Septem" "Aesch_Supp" "Athenaeus_Book12" "Athenaeus_Book13" "DioSic_Book11" "Hdt_Book1" "Hesiod_Theog" "Hesiod_Works" "Plato_Euth" "Plut_Lyc" "Polybius_Book1" "Soph_Ajax" "Soph_Antig" "Soph_Elec" "Soph_OT" "Soph_Trach" "Thuc_Book1"
"adv-auxc-pred-co-coord-root" 0.163165408933306 0.091561117045628 0.156739811912226 0.191387559808612 0.113346557098328 0.0641848523748395 0.0672381912926542 0.0763591936469151 0.0988454847382572 0.0160076836881703 0.160797555877151 0.160375030841352 0.403400086442876 0.311628669837625 0.0933881210310049 0.0424508277911419 0.105552037154317 0.148554450919895 0.143006959672037 0.0715243629861421 0.1472920915477 0.233236151603499
"coord-pred-root" 0.275341627574954 0.503586143750954 0.54858934169279 0.334928229665072 0.425049589118731 0.513478818998716 0.47066733904858 0.911219710853187 0.83030207180136 0.720345765967665 0.707509245859463 0.197384653343203 0.331364356720934 0.311628669837625 1.20470676129996 1.01174472902222 0.390542537470973 0.502799680036567 0.333682905901421 0.536432722396066 0.339904826648538 0.772594752186589
"auxg-coord-root" 0 0 0 0 0 0 0 0.0203624516391774 0.0158152775581211 0 0.0321595111754301 0.0246730816679003 0 0 0 0 0.0105552037154317 0 0 0 0 0.0510204081632653
"sbj-coord-root" 0.0203956761166633 0.0610407446970853 0.0783699059561129 0.143540669856459 0.127514876735619 0.128369704749679 0 0.142537161474242 0.197690969476514 0.400192092204258 0.22913651712494 0.0616827041697508 0.230514335110215 0.0492045268164671 0.149420993649608 0.283005518607613 0.0105552037154317 0.182836247286024 0.0858041758032224 0.0536432722396066 0.0793111262179923 0.306122448979592
"obj-co-coord-pred-root" 0.173363246991638 0.534106516099496 0.391849529780564 0.223285486443381 0.311703032020402 0.449293966623877 0.184905026054799 0.544695581347994 0.585165269650482 0.48023051064511 0.534651873291526 0.135701949173452 0.259328626998992 0.196818107265868 0.915203586103848 0.403282864015848 0.36943213004011 0.26282710547366 0.171608351606445 0.303978542691104 0.192612735100838 0.379008746355685
"coord-coord-root" 0.0917805425249847 0.0610407446970853 0.0783699059561129 0.350877192982456 0.0850099178237461 0.0962772785622593 0.0840477391158178 0.132355935654653 0.0988454847382572 0.272130622698895 0.289435600578871 0.271403898346904 0.648321567497479 0.442840741348204 0.224131490474412 0.275930380642423 0.179438463162339 0.331390698205919 0.238344932786729 0.143048725972284 0.249263539542261 0.225947521865889
"auxx-exd-pred-root" 0.407913522333265 0.900350984282008 0.501567398119122 0.606060606060606 0.538396146217059 0.545571245186136 0.689191460749706 0.0661779678273264 0.355843745057726 0 0.0723589001447178 0.123365408339502 0.0576285837775537 0.770870920124651 0.00933881210310048 0 0.981633945535149 0.765626785510227 0.934312136523977 0.983459991059455 1.18966689326988 0.0801749271137026
"obj-adv-auxc-pred-root" 0.173363246991638 0.244162978788341 0.172413793103448 0.223285486443381 0.297534712383111 0.112323491655969 0.268952765170617 0.208715129301568 0.181875691918393 0.112053785817192 0.269335906094227 0.0986923266716013 0.129664313499496 0.147613580449401 0.0747104968248039 0.10966463846045 0.232214481739498 0.251399840018284 0.572027838688149 0.375502905677246 0.396555631089962 0.204081632653061
"adv-auxp-pred-root" 0.428309198449929 0.473065771402411 0.532915360501567 0.207336523125997 0.240861433833947 0.401155327342747 0.689191460749706 1.23701893708002 1.25731456587063 0.560268929085961 0.590931017848529 0.333086602516654 0.374585794554099 0.114810562571757 0.513634665670527 0.948068487335503 0.401097741186405 0.365672494572049 0.362284297835828 0.375502905677246 0.373895309313392 0.466472303206997
"auxp-adv-pred-co-coord-root" 0.152967570874975 0.091561117045628 0.0940438871473354 0.0797448165869219 0.0566732785491641 0.0802310654685494 0.0336190956463271 0.0610873549175321 0.0869840265696663 0.240115255322555 0.160797555877151 0.296076980014804 0.158478605388273 0.0656060357552895 0.0933881210310049 0.141502759303806 0.147772852016044 0.0685635927322592 0.0286013919344075 0.0268216361198033 0.0226603217765692 0.131195335276968
"sbj-ap-exd-apos-pred-co-coord-root" 0.0611870283499898 0.0305203723485427 0 0.0956937799043062 0 0 0.0336190956463271 0 0 0 0 0.333086602516654 0 0 0 0 0 0 0 0 0 0
"obj-adv-pred-root" 0.724046502141546 0.640927819319396 0.642633228840125 0.478468899521531 0.665911022952678 0.577663671373556 0.537905530341234 0.524333129708817 0.846117349359481 0.704338082279494 0.711529184756392 0.209721194177153 0.388992940498487 0.0820075446941119 0.541651101979828 0.969293901231074 0.622757019210471 0.479945149125814 0.352750500524359 0.393383996423782 0.5891683661908 0.32798833819242
"sbj-co-coord-pred-co-coord-root" 0.0407913522333265 0.091561117045628 0.109717868338558 0.271132376395534 0.028336639274582 0 0.0672381912926542 0.0661779678273264 0.0395381938953029 0.240115255322555 0.0884386557324329 0.493461633358006 0.187292897277049 0.0820075446941119 0.121404557340306 0.0459883967737371 0.0422208148617268 0.0457090618215061 0 0.0536432722396066 0.113301608882846 0.153061224489796
"atr-obj-adv-pred-co-coord-root" 0.469100550683255 0.244162978788341 0.0940438871473354 0.334928229665072 0.198356474922074 0.272785622593068 0.117666834762145 0.0763591936469151 0.110706942906848 0.432207459580599 0.269335906094227 0.259067357512953 0.172885751332661 0.0328030178776447 0.0560328726186029 0.176878449129758 0.253324889170361 0.251399840018284 0.143006959672037 0.0715243629861421 0.0679809653297077 0.153061224489796
"atr-adv-auxp-pred-co-coord-root" 0.112176218641648 0.0610407446970853 0.0470219435736677 0.207336523125997 0 0.272785622593068 0.134476382585308 0.167990226023213 0.225367705203226 0.51224587802145 0.329634989548159 0.604490500863558 0.216107189165826 0.114810562571757 0.0933881210310049 0.417433139946229 0.0844416297234537 0.0228545309107531 0.0762703784917533 0.0447027268663388 0.113301608882846 0.357142857142857
"obj-auxp-pred-root" 0.387517846216602 0.366244468182512 0.172413793103448 0.239234449760766 0.368376310569566 0.304878048780488 0.336190956463271 0.188352677662391 0.173968053139333 0.416199775892428 0.249236211609584 0.123365408339502 0.144071459443884 0.0492045268164671 0.158759805752708 0.275930380642423 0.274435296601224 0.239972574562907 0.219277338163791 0.295037997317836 0.169952413324269 0.116618075801749
"auxy-coord-pred-co-coord-root" 0.0509891902916582 0.045780558522814 0.0626959247648903 0.0956937799043062 0.028336639274582 0.0481386392811297 0.0336190956463271 0.0763591936469151 0.0355843745057726 0.0960461021290219 0.112558289114005 0.629163582531458 0.302550064832157 0.0820075446941119 0.112065745237206 0.0459883967737371 0.0211104074308634 0.0342817963661296 0.0190675946229383 0.0536432722396066 0.0339904826648538 0.204081632653061
"adv-adv-pred-root" 0.275341627574954 0.106821303219899 0.297805642633229 0.159489633173844 0.184188155284783 0.224646983311938 0.168095478231636 0.23416819385054 0.328167009331014 0.352169041139747 0.269335906094227 0.271403898346904 0.388992940498487 0.0328030178776447 0.317519611505417 0.452808829772181 0.591091408064176 0.239972574562907 0.209743540852321 0.268216361198033 0.113301608882846 0.269679300291545
"obj-adv-auxc-pred-co-coord-root" 0.0305935141749949 0.0610407446970853 0.0940438871473354 0.0797448165869219 0.0708415981864551 0.0481386392811297 0.0504286434694907 0.0559967420077377 0.027676735726712 0.0160076836881703 0.068338961247789 0.0986923266716013 0.187292897277049 0.131212071510579 0.018677624206201 0.0106127069477855 0.0738864260080219 0.0685635927322592 0.0953379731146916 0.0447027268663388 0.0679809653297077 0.0874635568513119
"obj-obj-pred-co-coord-root" 0.152967570874975 0.183122234091256 0.0783699059561129 0.143540669856459 0.226693114196656 0.160462130937099 0.0672381912926542 0.0865404194665038 0.102799304127787 0.144069153193533 0.132657983598649 0.0863557858376511 0.129664313499496 0.229621125143513 0.0933881210310049 0.0672138106693081 0.168883259446907 0.0914181236430122 0.104871770426161 0.0983459991059455 0.135961930659415 0.0947521865889213
"sbj-exd-pred-co-coord-root" 0.203956761166633 0.183122234091256 0.219435736677116 0.271132376395534 0.0850099178237461 0.353016688061617 0.218524121701126 0 0 0 0.00401993889692877 0.222057735011103 0.763578735052586 0.311628669837625 0 0 0.0949968334388854 0.228545309107531 0.295547716655544 0.214573088958426 0.158622252435985 0
"atr-adv-pred-co-coord-root" 0.163165408933306 0.106821303219899 0.235109717868339 0.239234449760766 0.170019835647492 0.176508344030809 0.134476382585308 0.111993484015475 0.0474458326743634 0.160076836881703 0.116578228010934 0.197384653343203 0.201700043221438 0.0656060357552895 0.0280164363093015 0.0849016555822839 0.147772852016044 0.0799908581876357 0.057202783868815 0.0894054537326777 0.0793111262179923 0.116618075801749
"auxy-coord-pred-root" 0.0815827044666531 0.167862047916985 0.125391849529781 0.175438596491228 0.028336639274582 0.0962772785622593 0.168095478231636 0.325799226226838 0.288628815435711 0.240115255322555 0.373854317414375 0.123365408339502 0.302550064832157 0.0984090536329342 0.438924168845723 0.364369605207302 0.105552037154317 0.251399840018284 0.133473162360568 0.268216361198033 0.135961930659415 0.349854227405248
"obj-pred-co-coord-coord-root" 0.0611870283499898 0.0305203723485427 0.0470219435736677 0.175438596491228 0.0850099178237461 0.0160462130937099 0.0504286434694907 0.0967216452860925 0.083030207180136 0.224107571634384 0.233156456021868 0.320750061682704 0.561878691831148 0.262424143021158 0.112065745237206 0.159190604216782 0.179438463162339 0.26282710547366 0.200209743540852 0.116227089852481 0.169952413324269 0.145772594752187
"auxx-adv-pred-co-coord-root" 0.234550275341628 0.167862047916985 0.156739811912226 0.271132376395534 0.0991782374610371 0.256739409499358 0.151285930408472 0.0356342903685604 0.0632611102324846 0.256122939010725 0.265315967197299 0.185048112509252 0.432214378331652 0.0328030178776447 0.0933881210310049 0.127352483373426 0.274435296601224 0.148554450919895 0.0762703784917533 0.0447027268663388 0.101971447994562 0.065597667638484
"pnom-pred-co-coord-root" 0.0815827044666531 0.137341675568442 0.235109717868339 0.0956937799043062 0.0425049589118731 0.208600770218229 0.134476382585308 0.188352677662391 0.233275343982287 0.128061469505363 0.241196333815726 0.0863557858376511 0.302550064832157 0.393636214531737 0.168098617855809 0.123814914390831 0.105552037154317 0.125699920009142 0.0953379731146916 0.134108180599017 0.101971447994562 0.400874635568513
"atvv-pred-co-coord-root" 0.0713848664083214 0.0610407446970853 0.141065830721003 0.0318979266347687 0.212524794559365 0.144415917843389 0.0504286434694907 0.00509061290979434 0.0237229163371817 0.0160076836881703 0.0241196333815726 0.0123365408339502 0.129664313499496 0 0.018677624206201 0.00707513796519032 0.168883259446907 0.239972574562907 0.0667365811802841 0.125167635225749 0.0339904826648538 0.0291545189504373
"atv-obj-pred-co-coord-root" 0.0611870283499898 0.0763009308713566 0.0470219435736677 0.0159489633173844 0.0425049589118731 0.0160462130937099 0.0504286434694907 0.00509061290979434 0.00395381938953029 0 0.00401993889692877 0.0123365408339502 0.0720357297219421 0.0328030178776447 0.00933881210310048 0.00707513796519032 0.0844416297234537 0.0342817963661296 0.0286013919344075 0.0447027268663388 0.113301608882846 0.043731778425656
"auxz-adv-pred-co-coord-root" 0.0917805425249847 0.0763009308713566 0.156739811912226 0.111642743221691 0.0425049589118731 0.0481386392811297 0.0336190956463271 0.015271838729383 0.0751225684010754 0 0.0643190223508603 0.074019245003701 0.115257167555107 0.0820075446941119 0.0653716847217034 0.0106127069477855 0.116107240869749 0.102845389098389 0.0476689865573458 0.0625838176128744 0.0453206435531385 0.116618075801749
"auxc-coord-root" 0.0407913522333265 0.045780558522814 0.0156739811912226 0.0956937799043062 0.0708415981864551 0.0962772785622593 0.0336190956463271 0.0610873549175321 0.0632611102324846 0.0800384184408516 0.128638044701721 0.0370096225018505 0.0864428756663305 0.114810562571757 0.0466940605155024 0.0495259657563322 0.0211104074308634 0.125699920009142 0.057202783868815 0.0536432722396066 0.124631769771131 0.0947521865889213
"atv-sbj-pred-co-coord-root" 0.142769732816643 0.122081489394171 0.0783699059561129 0.111642743221691 0.014168319637291 0.0481386392811297 0.0504286434694907 0.0101812258195887 0.00790763877906057 0.0160076836881703 0.0160797555877151 0.074019245003701 0.129664313499496 0 0 0.00353756898259516 0.116107240869749 0.0342817963661296 0.0476689865573458 0.0536432722396066 0.0113301608882846 0.0364431486880466
"sbj-co-coord-pred-root" 0.0815827044666531 0.137341675568442 0.172413793103448 0.143540669856459 0.113346557098328 0.144415917843389 0.28576231299378 0.447973936061902 0.395381938953029 0.272130622698895 0.172857372567937 0.074019245003701 0.172885751332661 0.0984090536329342 0.420246544639522 0.22640441488609 0.116107240869749 0.228545309107531 0.22881113547526 0.214573088958426 0.215273056877408 0.32069970845481
"adv-co-coord-pred-co-coord-root" 0.0713848664083214 0.0610407446970853 0.0940438871473354 0.127591706539075 0 0.0481386392811297 0 0.0661779678273264 0.0790763877906057 0.256122939010725 0.144717800289436 0.123365408339502 0.475435816164818 0.0164015089388224 0.140082181546507 0.166265742181973 0.0211104074308634 0.0342817963661296 0.0476689865573458 0.0357621814930711 0.0566508044414231 0.306122448979592
