"Homer_Iliad" "HomerJr_Odyssey"
"obj-atr-co-coord-root" 0.00236665851484289 0.00800904131775427
"obj-auxp-atv-obj-pred-root" 0.00552220320130008 0.00444946739875237
"obj-co-coord-adv-co-coord-auxc-coord-root" 0.00788886171614298 0.00177978695950095
"obj-co-exd-pred-co-coord-auxc-coord-root" 0 0.0106787217570057
"obj-exd-pred-co-coord-coord-root" 0.00709997554452868 0.00266968043925142
"obj-obj-co-coord-auxc-pred-co-coord-root" 0.000788886171614298 0.00978882827725521
"obj-obj-co-coord-coord-pred-co-coord-root" 0.00473331702968579 0.00533936087850284
"pnom-exd-adv-auxc-pred-root" 0.00631108937291438 0.0035595739190019
"pred-co-auxy-root" 0.00315554468645719 0.00711914783800379
"sbj-ap-co-exd-pred-co-coord-apos-coord-root" 0 0.0106787217570057
"sbj-atr-co-coord-sbj-pred-co-coord-root" 0.00315554468645719 0.00711914783800379
"sbj-atr-coord-pred-co-coord-root" 0.00315554468645719 0.00711914783800379
"sbj-atr-obj-ap-apos-pred-co-coord-root" 0.00394443085807149 0.00622925435825332
"sbj-atr-obj-auxp-pred-root" 0.00315554468645719 0.00711914783800379
"sbj-exd-atr-obj-pred-co-coord-root" 0.00236665851484289 0.00800904131775427
"sbj-pred-coord-root" 0.0015777723432286 0.00889893479750474
"adv-adv-co-coord-auxc-exd-pred-root" 0.00394443085807149 0.00533936087850284
"adv-adv-co-coord-exd-adv-exd-pred-co-root" 0.00867774788775728 0
"adv-adv-co-coord-exd-pred-root" 0.00867774788775728 0
"adv-adv-co-exd-coord-exd-adv-exd-pred-co-coord-root" 0.00788886171614298 0.000889893479750474
"adv-adv-co-exd-coord-exd-adv-exd-pred-co-root" 0.00867774788775728 0
"adv-adv-co-exd-pred-co-coord-root" 0.00552220320130008 0.0035595739190019
"adv-adv-pred-co-coord-coord-root" 0.00709997554452868 0.00177978695950095
"adv-atr-adv-pred-co-coord-root" 0.00473331702968579 0.00444946739875237
"adv-atr-co-coord-apos-pred-co-coord-root" 0.00236665851484289 0.00711914783800379
"adv-auxp-adv-adv-auxc-pred-co-coord-root" 0.00394443085807149 0.00533936087850284
"adv-co-auxc-coord-pred-root" 0.00552220320130008 0.0035595739190019
"adv-co-coord-auxc-coord-coord-root" 0.0015777723432286 0.00800904131775427
"adv-co-coord-obj-auxc-pred-root" 0.00236665851484289 0.00711914783800379
"adv-co-coord-obj-pred-co-coord-root" 0.00552220320130008 0.0035595739190019
"adv-co-exd-adv-coord-auxc-pred-co-coord-root" 0.0015777723432286 0.00800904131775427
"adv-coord-auxp-pred-root" 0.00394443085807149 0.00533936087850284
"adv-obj-ap-co-coord-apos-pred-co-coord-root" 0.00552220320130008 0.0035595739190019
"adv-pred-coord-root" 0 0.00978882827725521
"atr-adv-adv-auxc-coord-root" 0.00394443085807149 0.00533936087850284
"atr-adv-auxp-atr-obj-pred-root" 0.0015777723432286 0.00800904131775427
"atr-adv-co-coord-auxp-pred-root" 0.00631108937291438 0.00266968043925142
"atr-atr-atr-exd-pred-root" 0.00709997554452868 0.00177978695950095
"atr-atr-atr-obj-pred-root" 0.00709997554452868 0.00177978695950095
"atr-atr-co-coord-obj-pred-root" 0.00394443085807149 0.00533936087850284
"atr-co-coord-adv-pred-root" 0.00709997554452868 0.00177978695950095
"atr-co-coord-coord-sbj-pred-co-coord-root" 0.00315554468645719 0.00622925435825332
"atr-coord-auxp-pred-co-coord-root" 0.00788886171614298 0.000889893479750474
"atr-exd-obj-pred-co-coord-root" 0.00315554468645719 0.00622925435825332
"atr-obj-adv-adv-pred-root" 0.00709997554452868 0.00177978695950095
"atr-obj-adv-auxc-exd-pred-root" 0.00631108937291438 0.00266968043925142
"atr-obj-adv-coord-root" 0.00315554468645719 0.00622925435825332
"atr-obj-adv-obj-pred-co-coord-root" 0.00552220320130008 0.0035595739190019
"atr-obj-atr-co-coord-obj-pred-root" 0.00473331702968579 0.00444946739875237
"atr-obj-atr-co-coord-root" 0.00315554468645719 0.00622925435825332
"atr-obj-atr-sbj-exd-pred-co-coord-root" 0.00236665851484289 0.00711914783800379
"atr-obj-co-coord-atr-obj-pred-root" 0.00709997554452868 0.00177978695950095
"atr-obj-co-coord-obj-pred-co-coord-root" 0.00473331702968579 0.00444946739875237
"atr-obj-obj-adv-pred-co-coord-root" 0.00709997554452868 0.00177978695950095
"atr-obj-obj-pred-co-coord-coord-root" 0.00473331702968579 0.00444946739875237
"atr-sbj-co-coord-root" 0.00473331702968579 0.00444946739875237
"atr-sbj-obj-auxc-pred-co-coord-root" 0.00631108937291438 0.00266968043925142
"atv-atr-coord-pred-co-coord-root" 0.00315554468645719 0.00622925435825332
"atv-obj-atr-obj-pred-root" 0.00552220320130008 0.0035595739190019
"auxc-adv-auxc-coord-root" 0.00631108937291438 0.00266968043925142
"auxp-adv-adv-pred-root" 0.00788886171614298 0.000889893479750474
"auxp-atr-co-coord-obj-pred-co-coord-root" 0.00631108937291438 0.00266968043925142
"auxp-atv-obj-adv-auxc-pred-co-coord-root" 0.00788886171614298 0.000889893479750474
"auxp-obj-adv-auxc-pred-root" 0.00552220320130008 0.0035595739190019
"auxp-obj-co-coord-auxc-pred-root" 0.00709997554452868 0.00177978695950095
"auxx-atr-adv-auxp-pred-root" 0.00394443085807149 0.00533936087850284
"auxx-atr-obj-obj-pred-root" 0.00473331702968579 0.00444946739875237
"auxx-atv-obj-pred-co-coord-root" 0 0.00978882827725521
"auxx-atv-sbj-pred-co-coord-root" 0.00236665851484289 0.00711914783800379
"auxx-auxc-atr-obj-pred-co-coord-root" 0.0015777723432286 0.00800904131775427
"auxx-coord-atr-obj-pred-co-coord-root" 0.00709997554452868 0.00177978695950095
"auxx-pred-root" 0.00236665851484289 0.00711914783800379
"auxx-sbj-pred-co-coord-root" 0.00236665851484289 0.00711914783800379
"auxy-adv-adv-pred-root" 0.00709997554452868 0.00177978695950095
"auxy-atr-apos-pred-co-coord-root" 0.00315554468645719 0.00622925435825332
"auxy-atr-co-coord-obj-pred-root" 0.00473331702968579 0.00444946739875237
"auxy-atr-root" 0.0015777723432286 0.00800904131775427
"auxy-auxy-pred-root" 0.00552220320130008 0.0035595739190019
"auxy-coord-exd-apos-pred-root" 0.00867774788775728 0
"auxz-atr-co-coord-obj-pred-co-coord-root" 0.00552220320130008 0.0035595739190019
"auxz-coord-coord-root" 0.00315554468645719 0.00622925435825332
"auxz-obj-ap-apos-pred-co-coord-root" 0.00315554468645719 0.00622925435825332
"auxz-obj-co-coord-auxc-pred-root" 0.00631108937291438 0.00266968043925142
"auxz-pnom-adv-auxc-pred-root" 0.00631108937291438 0.00266968043925142
"obj-adv-auxp-pred-root" 0.00473331702968579 0.00444946739875237
"obj-adv-co-coord-root" 0.00394443085807149 0.00533936087850284
"obj-ap-auxc-apos-pred-co-coord-root" 0.00315554468645719 0.00622925435825332
"obj-ap-exd-apos-adv-auxc-pred-co-coord-root" 0.00709997554452868 0.00177978695950095
"obj-atr-obj-co-coord-pred-co-coord-root" 0.00473331702968579 0.00444946739875237
"obj-atr-obj-obj-pred-co-coord-root" 0.00709997554452868 0.00177978695950095
"obj-atr-sbj-adv-auxc-pred-root" 0.00552220320130008 0.0035595739190019
"obj-auxc-adv-pred-co-coord-root" 0.00473331702968579 0.00444946739875237
"obj-auxp-adv-adv-auxc-pred-co-coord-root" 0.00709997554452868 0.00177978695950095
"obj-auxp-adv-obj-co-coord-pred-co-coord-root" 0.00473331702968579 0.00444946739875237
"obj-auxp-atr-obj-pred-root" 0.00236665851484289 0.00711914783800379
"obj-auxp-atr-sbj-pred-co-coord-root" 0.00631108937291438 0.00266968043925142
"obj-co-coord-root" 0.00394443085807149 0.00533936087850284
"obj-exd-adv-co-coord-pred-root" 0.00236665851484289 0.00711914783800379
"obj-obj-adv-pred-root" 0.00394443085807149 0.00533936087850284
"obj-obj-ap-apos-pred-root" 0.000788886171614298 0.00889893479750474
"pnom-co-coord-exd-pred-root" 0.00552220320130008 0.0035595739190019
"pnom-obj-co-coord-pred-co-coord-root" 0.00394443085807149 0.00533936087850284
"pred-co-coord-auxy-coord-root" 0.00473331702968579 0.00444946739875237
"sbj-adv-auxc-adv-pred-co-coord-root" 0.00473331702968579 0.00444946739875237
"sbj-atr-adv-auxp-pred-co-coord-root" 0.00394443085807149 0.00533936087850284
"sbj-atr-exd-apos-pred-co-coord-root" 0.00631108937291438 0.00266968043925142
"sbj-atr-sbj-ap-exd-apos-pred-root" 0.00867774788775728 0
"sbj-coord-sbj-pred-root" 0.00473331702968579 0.00444946739875237
"sbj-sbj-exd-pred-root" 0.00394443085807149 0.00533936087850284
"adv-adv-adv-co-coord-auxc-pred-root" 0.00473331702968579 0.0035595739190019
"adv-adv-coord-coord-root" 0.00473331702968579 0.0035595739190019
"adv-adv-exd-pred-co-auxc-coord-root" 0.00315554468645719 0.00533936087850284
"adv-ap-exd-apos-pred-co-coord-root" 0.00631108937291438 0.00177978695950095
"adv-atr-co-coord-obj-ap-exd-apos-pred-co-coord-root" 0.00788886171614298 0
"adv-auxp-adv-co-coord-pred-root" 0.00394443085807149 0.00444946739875237
"adv-auxp-atv-obj-pred-root" 0.00552220320130008 0.00266968043925142
"adv-auxp-coord-sbj-pred-co-coord-root" 0.0015777723432286 0.00711914783800379
"adv-auxp-sbj-pred-co-coord-root" 0.00552220320130008 0.00266968043925142
"adv-auxp-sbj-pred-root" 0.00394443085807149 0.00444946739875237
"adv-co-coord-auxc-obj-pred-root" 0.00394443085807149 0.00444946739875237
"adv-co-coord-coord-coord-root" 0 0.00889893479750474
"adv-co-exd-coord-exd-adv-exd-pred-co-root" 0.00788886171614298 0
"adv-co-exd-pred-co-coord-coord-root" 0.00236665851484289 0.00622925435825332
"adv-exd-adv-auxc-pred-co-coord-root" 0.00552220320130008 0.00266968043925142
"adv-exd-pred-auxp-root" 0.000788886171614298 0.00800904131775427
"adv-obj-ap-co-coord-apos-pred-root" 0.00315554468645719 0.00533936087850284
"adv-sbj-exd-pred-root" 0.00552220320130008 0.00266968043925142
"atr-atr-atr-obj-pred-co-coord-root" 0.00473331702968579 0.0035595739190019
"atr-atr-obj-auxp-adv-pred-co-coord-root" 0.00236665851484289 0.00622925435825332
"atr-atr-pnom-exd-pred-root" 0.00473331702968579 0.0035595739190019
"atr-atr-pnom-obj-pred-root" 0.00315554468645719 0.00533936087850284
"atr-atr-pred-co-coord-root" 0.00315554468645719 0.00533936087850284
"atr-atv-obj-pred-co-coord-root" 0.00631108937291438 0.00177978695950095
"atr-co-coord-adv-auxp-pred-root" 0.0015777723432286 0.00711914783800379
"atr-co-coord-atr-obj-pred-root" 0.00473331702968579 0.0035595739190019
"atr-co-coord-coord-pred-co-coord-root" 0.000788886171614298 0.00800904131775427
"atr-co-coord-obj-exd-pred-co-coord-root" 0.00315554468645719 0.00533936087850284
"atr-co-exd-coord-sbj-pred-co-coord-root" 0.00631108937291438 0.00177978695950095
"atr-coord-adv-pred-root" 0.00552220320130008 0.00266968043925142
"atr-coord-apos-pred-co-coord-root" 0.00315554468645719 0.00533936087850284
"atr-obj-ap-apos-adv-auxc-pred-co-coord-root" 0.0015777723432286 0.00711914783800379
"atr-obj-ap-apos-adv-auxc-pred-root" 0.0015777723432286 0.00711914783800379
"atr-obj-ap-exd-pred-co-apos-coord-root" 0.000788886171614298 0.00800904131775427
"atr-obj-atr-apos-pred-co-coord-root" 0.00236665851484289 0.00622925435825332
"atr-obj-auxp-obj-co-coord-pred-root" 0.00709997554452868 0.000889893479750474
"atr-obj-sbj-exd-pred-root" 0.00315554468645719 0.00533936087850284
"atr-sbj-adv-co-coord-pred-root" 0.00552220320130008 0.00266968043925142
"atr-sbj-ap-apos-atr-obj-auxp-pred-co-coord-root" 0.00236665851484289 0.00622925435825332
"atr-sbj-ap-apos-coord-root" 0.0015777723432286 0.00711914783800379
"atr-sbj-ap-co-coord-exd-apos-pred-root" 0.00788886171614298 0
"atr-sbj-atr-obj-auxp-pred-co-coord-root" 0.00236665851484289 0.00622925435825332
"atr-sbj-co-coord-exd-pred-root" 0.00788886171614298 0
"atr-sbj-co-coord-obj-pred-co-coord-root" 0.00552220320130008 0.00266968043925142
"atr-sbj-exd-obj-co-coord-pred-root" 0.00473331702968579 0.0035595739190019
"atr-sbj-exd-pred-co-coord-coord-root" 0.00236665851484289 0.00622925435825332
"atr-sbj-sbj-pred-root" 0.00473331702968579 0.0035595739190019
"atv-adv-auxp-pred-root" 0.0015777723432286 0.00711914783800379
"atv-co-coord-sbj-pred-co-coord-root" 0.0015777723432286 0.00711914783800379
"atv-coord-pred-root" 0.00709997554452868 0.000889893479750474
"atv-exd-apos-pred-root" 0.00552220320130008 0.00266968043925142
"atv-obj-co-coord-pred-co-coord-root" 0.00394443085807149 0.00444946739875237
"atv-obj-obj-pred-co-coord-root" 0.00236665851484289 0.00622925435825332
"atv-sbj-atr-sbj-pred-co-coord-root" 0.00473331702968579 0.0035595739190019
"atvv-adv-co-coord-auxc-pred-co-coord-root" 0.00631108937291438 0.00177978695950095
"atvv-pred-co-coord-coord-root" 0.000788886171614298 0.00800904131775427
"auxc-adv-co-coord-auxc-pred-co-coord-root" 0.000788886171614298 0.00800904131775427
"auxp-adv-co-coord-adv-pred-co-coord-root" 0.00788886171614298 0
"auxp-adv-coord-coord-root" 0.0015777723432286 0.00711914783800379
"auxp-atr-co-coord-sbj-pred-root" 0.00788886171614298 0
"auxp-atr-obj-adv-pred-co-coord-root" 0.00552220320130008 0.00266968043925142
"auxx-adv-auxc-pred-co-coord-root" 0.00552220320130008 0.00266968043925142
"auxx-adv-exd-pred-co-coord-root" 0.00236665851484289 0.00622925435825332
"auxx-atr-atr-obj-pred-root" 0.00552220320130008 0.00266968043925142
"auxx-atr-obj-obj-co-coord-pred-root" 0.00236665851484289 0.00622925435825332
"auxx-auxc-adv-auxc-coord-root" 0.00394443085807149 0.00444946739875237
"auxx-coord-atr-sbj-exd-pred-root" 0.00394443085807149 0.00444946739875237
"auxy-coord-auxp-coord-pred-co-coord-root" 0.00552220320130008 0.00266968043925142
"auxz-adv-adv-adv-pred-co-coord-root" 0.00788886171614298 0
"auxz-adv-co-auxc-coord-pred-co-coord-root" 0.00552220320130008 0.00266968043925142
"auxz-adv-co-coord-adv-pred-co-coord-root" 0.00394443085807149 0.00444946739875237
"auxz-adv-coord-adv-pred-co-coord-root" 0.00709997554452868 0.000889893479750474
"auxz-adv-coord-coord-root" 0.00473331702968579 0.0035595739190019
"auxz-adv-pred-co-coord-coord-root" 0.00473331702968579 0.0035595739190019
"auxz-atr-obj-co-coord-pred-co-coord-root" 0.00394443085807149 0.00444946739875237
"auxz-auxc-obj-pred-root" 0.00236665851484289 0.00622925435825332
"auxz-coord-pred-root" 0.00236665851484289 0.00622925435825332
"auxz-obj-adv-auxc-coord-root" 0.00315554468645719 0.00533936087850284
"auxz-pnom-co-coord-pred-root" 0.00394443085807149 0.00444946739875237
"auxz-sbj-co-coord-pred-root" 0.00394443085807149 0.00444946739875237
"coord-adv-co-coord-auxc-coord-root" 0.00394443085807149 0.00444946739875237
"coord-auxp-adv-pred-co-coord-root" 0.00315554468645719 0.00533936087850284
"coord-obj-adv-auxc-coord-root" 0.00473331702968579 0.0035595739190019
"exd-ap-exd-apos-pred-co-coord-root" 0.00788886171614298 0
"obj-adv-auxc-exd-pred-co-coord-root" 0.00709997554452868 0.000889893479750474
"obj-adv-co-exd-adv-coord-auxc-pred-co-coord-root" 0.0015777723432286 0.00711914783800379
"obj-adv-coord-coord-root" 0.00236665851484289 0.00622925435825332
"obj-ap-co-coord-auxc-apos-pred-root" 0.00315554468645719 0.00533936087850284
"obj-ap-co-coord-coord-apos-pred-co-coord-root" 0.00315554468645719 0.00533936087850284
"obj-ap-exd-apos-obj-pred-root" 0.00473331702968579 0.0035595739190019
"obj-ap-exd-pred-co-apos-coord-root" 0.0015777723432286 0.00711914783800379
"obj-atr-adv-pred-co-coord-root" 0.00631108937291438 0.00177978695950095
"obj-atr-atr-obj-pred-root" 0.00631108937291438 0.00177978695950095
"obj-atr-co-coord-atr-obj-pred-co-coord-root" 0.00473331702968579 0.0035595739190019
"obj-atr-obj-adv-auxc-pred-co-coord-root" 0.00552220320130008 0.00266968043925142
"obj-atr-sbj-co-coord-pred-co-coord-root" 0.00552220320130008 0.00266968043925142
"obj-co-coord-adv-exd-pred-co-coord-root" 0.00631108937291438 0.00177978695950095
"obj-co-coord-adv-obj-pred-root" 0.00631108937291438 0.00177978695950095
"obj-co-coord-auxp-coord-pred-co-coord-root" 0.00552220320130008 0.00266968043925142
"obj-co-coord-auxp-obj-pred-co-coord-root" 0.00631108937291438 0.00177978695950095
"obj-exd-obj-obj-adv-auxc-pred-root" 0.00394443085807149 0.00444946739875237
"obj-obj-ap-co-coord-apos-pred-root" 0.00315554468645719 0.00533936087850284
"obj-obj-atr-obj-pred-co-coord-root" 0.00473331702968579 0.0035595739190019
"obj-pred-co-auxy-root" 0.00315554468645719 0.00533936087850284
"obj-sbj-co-coord-pred-co-coord-root" 0.00552220320130008 0.00266968043925142
"pnom-atv-obj-pred-co-coord-root" 0.00236665851484289 0.00622925435825332
"pnom-auxp-pred-co-coord-root" 0.00473331702968579 0.0035595739190019
"pnom-auxp-pred-root" 0.00552220320130008 0.00266968043925142
"pnom-exd-adv-auxc-pred-co-coord-root" 0.00552220320130008 0.00266968043925142
"pnom-sbj-pred-co-coord-root" 0.00631108937291438 0.00177978695950095
"sbj-adv-auxc-root" 0.0015777723432286 0.00711914783800379
"sbj-adv-co-coord-auxc-exd-pred-root" 0.00552220320130008 0.00266968043925142
"sbj-ap-apos-atr-obj-auxp-pred-co-coord-root" 0.0015777723432286 0.00711914783800379
"sbj-ap-apos-coord-coord-root" 0 0.00889893479750474
"sbj-ap-apos-coord-root" 0.0015777723432286 0.00711914783800379
"sbj-ap-apos-exd-pred-co-coord-root" 0.00315554468645719 0.00533936087850284
"sbj-ap-exd-apos-adv-auxc-coord-root" 0.00315554468645719 0.00533936087850284
"sbj-ap-exd-apos-adv-auxc-pred-co-coord-root" 0.00788886171614298 0
"sbj-ap-exd-apos-atr-obj-pred-root" 0.00473331702968579 0.0035595739190019
"sbj-atr-obj-adv-auxc-pred-co-coord-root" 0.00473331702968579 0.0035595739190019
"sbj-atr-sbj-ap-exd-apos-pred-co-coord-root" 0.00709997554452868 0.000889893479750474
"sbj-co-coord-adv-adv-pred-co-coord-root" 0.00788886171614298 0
"sbj-co-coord-adv-co-coord-auxc-pred-root" 0.00315554468645719 0.00533936087850284
"sbj-exd-atr-co-coord-obj-pred-co-coord-root" 0.00394443085807149 0.00444946739875237
"sbj-exd-obj-obj-adv-auxc-pred-root" 0.00394443085807149 0.00444946739875237
"sbj-exd-obj-pred-co-coord-root" 0.00394443085807149 0.00444946739875237
"sbj-exd-pred-ap-co-coord-apos-root" 0.00631108937291438 0.00177978695950095
"sbj-obj-adv-pred-root" 0.00236665851484289 0.00622925435825332
"sbj-obj-co-exd-pred-co-coord-auxc-coord-root" 0 0.00889893479750474
"adv-adv-adv-coord-root" 0.00709997554452868 0
"adv-adv-auxc-adv-auxc-pred-root" 0.00315554468645719 0.00444946739875237
"adv-adv-auxc-adv-pred-root" 0.00394443085807149 0.0035595739190019
"adv-adv-auxc-coord-coord-root" 0.00236665851484289 0.00533936087850284
"adv-adv-auxp-pred-root" 0.00394443085807149 0.0035595739190019
"adv-adv-co-coord-adv-coord-root" 0.00709997554452868 0
"adv-atr-adv-auxp-pred-co-coord-root" 0.00315554468645719 0.00444946739875237
"adv-auxp-atr-obj-ap-exd-apos-pred-co-coord-root" 0.00709997554452868 0
"adv-co-coord-auxc-adv-pred-co-coord-root" 0.00709997554452868 0
"adv-co-coord-auxc-obj-pred-co-coord-root" 0.00315554468645719 0.00444946739875237
"adv-co-coord-coord-pred-root" 0.0015777723432286 0.00622925435825332
"adv-co-coord-exd-adv-exd-pred-co-root" 0.00709997554452868 0
"adv-coord-obj-pred-co-coord-root" 0.00236665851484289 0.00533936087850284
"adv-exd-pred-co-root" 0.00394443085807149 0.0035595739190019
"adv-obj-adv-pred-root" 0.0015777723432286 0.00622925435825332
"adv-obj-co-coord-auxc-pred-co-coord-root" 0 0.00800904131775427
"apos-coord-pred-co-coord-root" 0.0015777723432286 0.00622925435825332
"apos-coord-pred-root" 0.0015777723432286 0.00622925435825332
"atr-adv-auxp-atr-sbj-pred-root" 0.00236665851484289 0.00533936087850284
"atr-adv-pred-co-coord-coord-root" 0.00394443085807149 0.0035595739190019
"atr-atr-auxp-obj-pred-root" 0.00394443085807149 0.0035595739190019
"atr-atr-auxp-sbj-pred-co-coord-root" 0.00394443085807149 0.0035595739190019
"atr-atr-exd-ap-apos-pred-root" 0.00236665851484289 0.00533936087850284
"atr-atr-obj-ap-apos-pred-root" 0.00236665851484289 0.00533936087850284
"atr-atr-obj-atr-obj-pred-co-coord-root" 0.00473331702968579 0.00266968043925142
"atr-auxp-sbj-obj-adv-auxc-pred-root" 0.00394443085807149 0.0035595739190019
"atr-co-coord-coord-obj-pred-root" 0.0015777723432286 0.00622925435825332
"atr-exd-adv-pred-co-coord-root" 0.00315554468645719 0.00444946739875237
"atr-obj-adv-auxc-adv-pred-co-coord-root" 0.00394443085807149 0.0035595739190019
"atr-obj-ap-apos-obj-pred-co-coord-root" 0.0015777723432286 0.00622925435825332
"atr-obj-ap-exd-apos-adv-auxc-pred-co-coord-root" 0.00631108937291438 0.000889893479750474
"atr-obj-auxp-adv-obj-pred-co-coord-root" 0.00394443085807149 0.0035595739190019
"atr-obj-co-coord-atr-co-coord-obj-pred-root" 0.00709997554452868 0
"atr-pnom-adv-auxc-pred-root" 0.00394443085807149 0.0035595739190019
"atr-pnom-co-coord-pred-root" 0.00394443085807149 0.0035595739190019
"atr-sbj-co-coord-adv-auxc-pred-root" 0.00394443085807149 0.0035595739190019
"atr-sbj-coord-auxc-pred-root" 0.0015777723432286 0.00622925435825332
"atr-sbj-exd-adv-auxc-pred-root" 0.00394443085807149 0.0035595739190019
"atr-sbj-exd-adv-pred-root" 0.00552220320130008 0.00177978695950095
"atr-sbj-exd-pred-co-root" 0.000788886171614298 0.00711914783800379
"atr-sbj-obj-co-coord-pred-co-coord-root" 0.00236665851484289 0.00533936087850284
"atr-sbj-pred-co-auxy-root" 0.0015777723432286 0.00622925435825332
"atv-atr-obj-auxp-pred-co-coord-root" 0.00394443085807149 0.0035595739190019
"auxc-atr-obj-pred-root" 0.00394443085807149 0.0035595739190019
"auxc-obj-co-coord-pred-root" 0.00473331702968579 0.00266968043925142
"auxp-adv-adv-auxc-pred-root" 0.00236665851484289 0.00533936087850284
"auxp-adv-co-coord-auxc-exd-pred-root" 0.00394443085807149 0.0035595739190019
"auxp-atr-obj-ap-exd-apos-pred-co-coord-root" 0.00709997554452868 0
"auxp-sbj-obj-adv-auxc-pred-root" 0.00394443085807149 0.0035595739190019
"auxx-adv-obj-pred-root" 0.00315554468645719 0.00444946739875237
"auxx-atr-obj-adv-auxc-pred-co-coord-root" 0.00394443085807149 0.0035595739190019
"auxx-atr-obj-ap-exd-apos-pred-co-coord-root" 0.00631108937291438 0.000889893479750474
"auxx-atr-obj-pred-co-coord-coord-root" 0.00315554468645719 0.00444946739875237
"auxx-atr-sbj-ap-exd-apos-pred-root" 0.00709997554452868 0
"auxx-atr-sbj-co-coord-pred-co-coord-root" 0.00394443085807149 0.0035595739190019
"auxx-atv-obj-pred-root" 0.000788886171614298 0.00711914783800379
"auxx-auxc-coord-pred-root" 0.000788886171614298 0.00711914783800379
"auxx-coord-adv-auxc-pred-co-coord-root" 0.00236665851484289 0.00533936087850284
"auxx-coord-atr-sbj-pred-co-coord-root" 0.00631108937291438 0.000889893479750474
"auxx-coord-auxp-pred-root" 0.00315554468645719 0.00444946739875237
"auxx-coord-obj-adv-auxc-pred-co-coord-root" 0.00236665851484289 0.00533936087850284
"auxy-adv-auxc-coord-coord-root" 0.00552220320130008 0.00177978695950095
"auxy-adv-auxc-root" 0.00315554468645719 0.00444946739875237
"auxy-coord-coord-pred-co-coord-root" 0.00315554468645719 0.00444946739875237
"auxy-obj-co-coord-pred-root" 0.00473331702968579 0.00266968043925142
"auxz-adv-atr-sbj-pred-root" 0.00394443085807149 0.0035595739190019
"auxz-adv-auxp-pred-co-coord-root" 0.00236665851484289 0.00533936087850284
"auxz-atr-adv-auxp-pred-co-coord-root" 0.00394443085807149 0.0035595739190019
"auxz-exd-adv-auxc-pred-co-coord-root" 0.00473331702968579 0.00266968043925142
"auxz-exd-adv-auxc-pred-root" 0.000788886171614298 0.00711914783800379
"auxz-obj-atr-obj-pred-co-coord-root" 0.00473331702968579 0.00266968043925142
"auxz-obj-auxc-pred-root" 0.00236665851484289 0.00533936087850284
"auxz-pnom-exd-pred-co-coord-root" 0.00315554468645719 0.00444946739875237
"auxz-sbj-obj-pred-co-coord-root" 0.00394443085807149 0.0035595739190019
"auxz-sbj-pred-co-coord-coord-root" 0.00631108937291438 0.000889893479750474
"coord-apos-coord-root" 0 0.00800904131775427
"coord-apos-obj-pred-co-coord-root" 0.000788886171614298 0.00711914783800379
"coord-coord-auxc-coord-root" 0.00315554468645719 0.00444946739875237
"coord-coord-auxc-pred-root" 0.00473331702968579 0.00266968043925142
"coord-obj-ap-apos-pred-root" 0.00236665851484289 0.00533936087850284
"coord-obj-auxc-pred-root" 0.0015777723432286 0.00622925435825332
"exd-co-coord-exd-pred-root" 0.00552220320130008 0.00177978695950095
"obj-adv-adv-co-coord-auxc-pred-root" 0.00473331702968579 0.00266968043925142
"obj-adv-adv-exd-pred-co-coord-root" 0.00709997554452868 0
"obj-adv-auxc-pred-co-coord-coord-root" 0.00394443085807149 0.0035595739190019
"obj-adv-obj-co-coord-pred-root" 0.00473331702968579 0.00266968043925142
"obj-ap-apos-adv-auxc-pred-root" 0.000788886171614298 0.00711914783800379
"obj-ap-apos-adv-pred-root" 0.0015777723432286 0.00622925435825332
"obj-ap-co-coord-apos-adv-auxc-pred-co-coord-root" 0.00236665851484289 0.00533936087850284
"obj-ap-co-coord-apos-adv-pred-co-coord-root" 0.0015777723432286 0.00622925435825332
"obj-ap-co-coord-auxc-apos-pred-co-coord-root" 0.0015777723432286 0.00622925435825332
"obj-ap-co-coord-coord-apos-pred-root" 0.0015777723432286 0.00622925435825332
"obj-atr-apos-pred-root" 0.000788886171614298 0.00711914783800379
"obj-atr-coord-pred-root" 0.00473331702968579 0.00266968043925142
"obj-atr-obj-ap-exd-apos-pred-co-coord-root" 0.00631108937291438 0.000889893479750474
"obj-atr-sbj-ap-exd-apos-pred-root" 0.00709997554452868 0
"obj-atr-sbj-exd-adv-pred-co-coord-root" 0.00709997554452868 0
"obj-atv-obj-adv-auxc-pred-co-coord-root" 0.00394443085807149 0.0035595739190019
"obj-auxp-adv-pred-co-coord-coord-root" 0.00315554468645719 0.00444946739875237
"obj-auxp-atr-co-coord-sbj-pred-co-coord-root" 0.00315554468645719 0.00444946739875237
"obj-co-coord-atr-sbj-pred-root" 0.00473331702968579 0.00266968043925142
"obj-co-coord-obj-co-coord-pred-co-coord-root" 0.00236665851484289 0.00533936087850284
"obj-co-coord-sbj-pred-co-coord-root" 0.00394443085807149 0.0035595739190019
"obj-obj-adv-auxc-coord-root" 0.00473331702968579 0.00266968043925142
"obj-obj-adv-co-coord-auxc-pred-root" 0.00394443085807149 0.0035595739190019
"obj-obj-auxc-adv-auxc-pred-root" 0.00473331702968579 0.00266968043925142
"obj-obj-co-coord-adv-auxc-pred-root" 0.00631108937291438 0.000889893479750474
"pnom-atr-co-coord-obj-pred-co-coord-root" 0.00552220320130008 0.00177978695950095
"pnom-co-exd-pred-coord-root" 0 0.00800904131775427
