"","x"
"79","#-pred*obl*aux"
"80","#-pred*obl*aux"
"81","#-pred*pred*xadv"
"82","#-pred*pred*xadv"
"83","#-pred*adv*pred*adv"
"84","#-pred*adv*pred*adv"
"85","#-pred*obl*obl*aux"
"86","#-pred*obl*obl*aux"
"87","#-pred*comp*pred"
"88","#-pred*comp*pred"
"89","#-pred*pred*obj*aux"
"90","#-pred*pred*obj*aux"
"91","#-pred*adv*obl*obl"
"92","#-pred*adv*obl*obl"
"93","#-pred*xadv*xadv"
"94","#-pred*xadv*xadv"
"95","#-pred*pred*obj*atr"
"96","#-pred*pred*obj*atr"
"97","#-pred*adv*aux"
"98","#-pred*adv*aux"
"99","#-pred*xobj*atr"
"100","#-pred*xobj*atr"
"101","#-pred*adv*pred*obj"
"102","#-pred*adv*pred*obj"
"103","#-pred*adv*pred*pred"
"104","#-pred*adv*pred*pred"
"105","#-pred*xobj*adv"
"106","#-pred*xobj*adv"
"107","#-pred*obl*atr"
"108","#-pred*obl*atr"
"109","#-pred*adv*pred*xobj"
"110","#-pred*adv*pred*xobj"
"111","#-pred*sub*atr*aux"
"112","#-pred*sub*atr*aux"
"113","#-pred*adv*pred*sub*aux"
"114","#-pred*adv*pred*sub*aux"
"115","#-pred*obl*obl*atr"
"116","#-pred*obl*obl*atr"
"117","#-pred*xadv*adv*obl"
"118","#-pred*xadv*adv*obl"
"119","#-pred*xadv*obl"
"120","#-pred*xadv*obl"
"121","#-pred*comp*sub"
"122","#-pred*comp*sub"
"123","#-pred*adv*pred*adv*obl"
"124","#-pred*adv*pred*adv*obl"
"125","#-pred*adv*pred*aux"
"126","#-pred*adv*pred*aux"
"127","#-pred*pred*obl*obl*aux"
"128","#-pred*pred*obl*obl*aux"
"129","#-pred*obj*obj*aux"
"130","#-pred*obj*obj*aux"
"131","#-pred*adv*sub"
"132","#-pred*adv*sub"
"133","#-pred*sub*sub*aux"
"134","#-pred*sub*sub*aux"
"135","#-pred*xobj*obj"
"136","#-pred*xobj*obj"
"137","#-pred*pred*adv*obl*aux"
"138","#-pred*pred*adv*obl*aux"
"139","#-pred*adv*pred*obl"
"140","#-pred*adv*pred*obl"
"141","#-pred*obj*apos"
"142","#-pred*obj*apos"
"143","#-pred*pred*adv*pred"
"144","#-pred*pred*adv*pred"
"145","#-parpred"
"146","#-parpred"
"147","#-pred*comp*adv"
"148","#-pred*comp*adv"
"149","#-pred*comp*pred*adv"
"150","#-pred*comp*pred*adv"
"151","#-pred*sub*apos*apos"
"152","#-pred*sub*apos*apos"
"153","#-pred*sub*apos*aux"
"154","#-pred*sub*apos*aux"
"155","#-pred*pred*adv*adv"
"156","#-pred*pred*adv*adv"
"157","#-pred*pred*adv*obl*atr"
"158","#-pred*pred*adv*obl*atr"
"159","#-pred*pred*sub*sub"
"160","#-pred*pred*sub*sub"
"161","#-pred*adv*adv*obl"
"162","#-pred*adv*adv*obl"
"163","#-pred*comp*xobj*xobj"
"164","#-pred*comp*xobj*xobj"
"165","#-pred*xadv*obj*obj"
"166","#-pred*xadv*obj*obj"
"167","#-pred*xadv*obj*aux"
"168","#-pred*xadv*obj*aux"
"169","#-pred*adv*pred*xadv"
"170","#-pred*adv*pred*xadv"
"171","#-pred*sub*sub*atr"
"172","#-pred*sub*sub*atr"
"173","#-pred*comp*pred*sub"
"174","#-pred*comp*pred*sub"
"175","#-pred*adv*pred*sub*atr"
"176","#-pred*adv*pred*sub*atr"
"177","#-pred*xobj*aux"
"178","#-pred*xobj*aux"
"179","#-pred*xobj*xobj*obl"
"180","#-pred*xobj*xobj*obl"
"181","#-pred*adv*obl*obl*apos"
"182","#-pred*adv*obl*obl*apos"
"183","#-pred*xadv*obj*atr"
"184","#-pred*xadv*obj*atr"
"185","#-pred*comp*comp"
"186","#-pred*comp*comp"
"187","#-pred*xadv*obl*obl"
"188","#-pred*xadv*obl*obl"
"189","#-pred*obj*obj*atr"
"190","#-pred*obj*obj*atr"
"191","#-pred*xobj*adv*obl"
"192","#-pred*xobj*adv*obl"
"193","#-pred*pred*pred"
"194","#-pred*pred*pred"
"195","#-pred*comp*pred*pred"
"196","#-pred*comp*pred*pred"
"197","#-pred*pred*xadv*obj"
"198","#-pred*pred*xadv*obj"
"199","#-pred*xadv*adv*obl*atr"
"200","#-pred*xadv*adv*obl*atr"
"201","#-pred*pred*sub*atr*aux"
"202","#-pred*pred*sub*atr*aux"
"203","#-voc*atr"
"204","#-voc*atr"
"205","#-pred*pred*obl*obl*atr"
"206","#-pred*pred*obl*obl*atr"
"207","#-pred*xobj*obl*atr"
"208","#-pred*xobj*obl*atr"
"209","#-pred*sub*sub*sub"
"210","#-pred*sub*sub*sub"
"211","#-pred*xadv*comp"
"212","#-pred*xadv*comp"
"213","#-pred*xadv*xobj"
"214","#-pred*xadv*xobj"
"215","#-pred*xobj*xobj*atr"
"216","#-pred*xobj*xobj*atr"
"217","#-pred*sub*apos*atr"
"218","#-pred*sub*apos*atr"
"219","#-pred*adv*pred*obj*aux"
"220","#-pred*adv*pred*obj*aux"
"221","#-pred*sub*atr*atr"
"222","#-pred*sub*atr*atr"
"223","#-pred*pred*obl*aux"
"224","#-pred*pred*obl*aux"
"225","#-pred*pred*xobj*obl"
"226","#-pred*pred*xobj*obl"
"227","#-pred*pred*comp"
"228","#-pred*pred*comp"
"229","#-pred*adv*pred*pred*sub"
"230","#-pred*adv*pred*pred*sub"
"231","#-pred*pred*obj*obj"
"232","#-pred*pred*obj*obj"
"233","#-pred*obl*obl*obl"
"234","#-pred*obl*obl*obl"
"235","#-pred*adv*pred*xobj*xobj"
"236","#-pred*adv*pred*xobj*xobj"
"237","#-pred*adv*atr"
"238","#-pred*adv*atr"
"239","#-pred*adv*pred*pred*adv"
"240","#-pred*adv*pred*pred*adv"
"241","#-pred*xobj*xobj*xobj"
"242","#-pred*xobj*xobj*xobj"
"243","#-pred*comp*xobj*xobj*xobj*xobj"
"244","#-pred*comp*xobj*xobj*xobj*xobj"
"245","#-pred*xadv*obj*obj*atr"
"246","#-pred*xadv*obj*obj*atr"
"247","#-pred*xobj*obl*aux"
"248","#-pred*xobj*obl*aux"
"249","#-pred*xadv*adv*obl*aux"
"250","#-pred*xadv*adv*obl*aux"
"251","#-voc*aux"
"252","#-voc*aux"
"253","#-pred*obl*apos"
"254","#-pred*obl*apos"
"255","#-pred*xobj*xobj*adv"
"256","#-pred*xobj*xobj*adv"
"257","#-pred*adv*obj"
"258","#-pred*adv*obj"
"259","#-parpred*sub"
"260","#-parpred*sub"
"261","#-pred*xobj*obl*obl"
"262","#-pred*xobj*obl*obl"
"263","#-pred*pred*sub*sub*aux"
"264","#-pred*pred*sub*sub*aux"
"265","#-pred*comp*pred*adv*obl"
"266","#-pred*comp*pred*adv*obl"
"267","#-pred*obj*atr*aux"
"268","#-pred*obj*atr*aux"
"269","#-pred*comp*pred*obl"
"270","#-pred*comp*pred*obl"
"271","#-pred*sub*sub*apos"
"272","#-pred*sub*sub*apos"
"273","#-pred*adv*obl*atr*aux"
"274","#-pred*adv*obl*atr*aux"
"275","#-pred*xobj*xobj*obl*obl"
"276","#-pred*xobj*xobj*obl*obl"
"277","#-pred*adv*pred*pred*obj"
"278","#-pred*adv*pred*pred*obj"
"279","#-pred*xadv*comp*pred"
"280","#-pred*xadv*comp*pred"
"281","#-pred*comp*pred*obj"
"282","#-pred*comp*pred*obj"
"283","#-pred*pred*adv*pred*sub"
"284","#-pred*pred*adv*pred*sub"
"285","#-pred*adv*pred*obl*obl"
"286","#-pred*adv*pred*obl*obl"
"287","#-pred*xadv*xadv*adv"
"288","#-pred*xadv*xadv*adv"
"289","#-pred*comp*obl"
"290","#-pred*comp*obl"
"291","#-pred*comp*adv*obl"
"292","#-pred*comp*adv*obl"
"293","#-pred*comp*obj"
"294","#-pred*comp*obj"
"295","#-pred*xadv*obj*obj*aux"
"296","#-pred*xadv*obj*obj*aux"
"297","#-pred*comp*pred*xobj"
"298","#-pred*comp*pred*xobj"
"299","#-pred*adv*adv*adv"
"300","#-pred*adv*adv*adv"
"301","#-pred*adv*apos"
"302","#-pred*adv*apos"
"303","#-pred*adv*obl*apos"
"304","#-pred*adv*obl*apos"
"305","#-pred*xadv*xadv*obj"
"306","#-pred*xadv*xadv*obj"
"307","#-pred*comp*xobj"
"308","#-pred*comp*xobj"
"309","#-pred*sub*apos*adv"
"310","#-pred*sub*apos*adv"
"311","#-pred*adv*pred*xadv*xadv"
"312","#-pred*adv*pred*xadv*xadv"
"313","#-pred*sub*obj"
"314","#-pred*sub*obj"
"315","#-pred*pred*xadv*obl"
"316","#-pred*pred*xadv*obl"
"317","#-pred*pred*adv*sub"
"318","#-pred*pred*adv*sub"
"319","#-pred*xadv*aux"
"320","#-pred*xadv*aux"
"321","#-pred*xobj*xobj*obj"
"322","#-pred*xobj*xobj*obj"
"323","#-pred*adv*pred*obj*atr"
"324","#-pred*adv*pred*obj*atr"
"325","#-pred*obl*obl*atr*aux"
"326","#-pred*obl*obl*atr*aux"
"327","#-pred*pred*adv*aux"
"328","#-pred*pred*adv*aux"
"329","#-pred*pred*obl*atr"
"330","#-pred*pred*obl*atr"
"331","#-pred*xobj*atr*aux"
"332","#-pred*xobj*atr*aux"
"333","#-pred*pred*adv*adv*obl"
"334","#-pred*pred*adv*adv*obl"
"335","#-pred*comp*pred*pred*sub"
"336","#-pred*comp*pred*pred*sub"
"337","#-pred*pred*adv*pred*pred"
"338","#-pred*pred*adv*pred*pred"
"339","#-pred*pred*pred*sub"
"340","#-pred*pred*pred*sub"
"341","#-pred*pred*xobj*xobj"
"342","#-pred*pred*xobj*xobj"
"343","#-pred*obj*apos*sub"
"344","#-pred*obj*apos*sub"
"345","#-pred*adv*pred*sub*sub"
"346","#-pred*adv*pred*sub*sub"
"347","#-pred*pred*xadv*xadv"
"348","#-pred*pred*xadv*xadv"
"349","#-pred*sub*apos*obj"
"350","#-pred*sub*apos*obj"
"351","#-pred*adv*pred*adv*adv"
"352","#-pred*adv*pred*adv*adv"
"353","#-pred*xobj*xobj*aux"
"354","#-pred*xobj*xobj*aux"
"355","#-pred*adv*adv*aux"
"356","#-pred*adv*adv*aux"
"357","#-pred*sub*apos*obl"
"358","#-pred*sub*apos*obl"
"359","#-pred*xadv*xadv*obl"
"360","#-pred*xadv*xadv*obl"
"361","#-pred*pred*sub*atr*atr"
"362","#-pred*pred*sub*atr*atr"
"363","#-pred*obl*obl*apos"
"364","#-pred*obl*obl*apos"
"365","#-pred*pred*obj*atr*aux"
"366","#-pred*pred*obj*atr*aux"
"367","#-pred*pred*obj*obj*aux"
"368","#-pred*pred*obj*obj*aux"
"369","#-pred*comp*pred*sub*aux"
"370","#-pred*comp*pred*sub*aux"
"371","#-pred*comp*xobj*xobj*adv"
"372","#-pred*comp*xobj*xobj*adv"
"373","#-parpred*aux"
"374","#-parpred*aux"
"375","#-pred*sub*sub*apos*atr"
"376","#-pred*sub*sub*apos*atr"
"377","#-pred*sub*apos*xobj*xobj"
"378","#-pred*sub*apos*xobj*xobj"
"379","#-pred*sub*atr*obl"
"380","#-pred*sub*atr*obl"
"381","#-pred*xobj*adv*obl*aux"
"382","#-pred*xobj*adv*obl*aux"
"383","#-pred*xobj*apos"
"384","#-pred*xobj*apos"
"385","#-pred*xadv*obl*aux"
"386","#-pred*xadv*obl*aux"
"387","#-pred*comp*adv*pred*comp*xobj*xobj"
"388","#-pred*comp*adv*pred*comp*xobj*xobj"
"389","#-pred*pred*sub*apos"
"390","#-pred*pred*sub*apos"
"391","#-pred*sub*apos*apos*aux"
"392","#-pred*sub*apos*apos*aux"
"393","#-pred*adv*obl*obl*atr"
"394","#-pred*adv*obl*obl*atr"
"395","#-pred*sub*sub*apos*aux"
"396","#-pred*sub*sub*apos*aux"
"397","#-pred*sub*apos*sub"
"398","#-pred*sub*apos*sub"
"399","#-pred*xadv*xobj*xobj"
"400","#-pred*xadv*xobj*xobj"
"401","#-pred*obj*apos*apos"
"402","#-pred*obj*apos*apos"
"403","#-pred*xobj*xobj*adv*obl"
"404","#-pred*xobj*xobj*adv*obl"
"405","#-pred*adv*sub*aux"
"406","#-pred*adv*sub*aux"
"407","#-pred*pred*pred*adv"
"408","#-pred*pred*pred*adv"
"409","#-pred*comp*sub*aux"
"410","#-pred*comp*sub*aux"
"411","#-pred*xobj*atr*obl"
"412","#-pred*xobj*atr*obl"
"413","#-pred*xadv*obl*obl*aux"
"414","#-pred*xadv*obl*obl*aux"
"415","#-pred*adv*adv*obl*atr"
"416","#-pred*adv*adv*obl*atr"
"417","#-pred*pred*xadv*obj*aux"
"418","#-pred*pred*xadv*obj*aux"
"419","#-pred*obj*atr*atr"
"420","#-pred*obj*atr*atr"
"421","#-pred*adv*pred*sub*atr*aux"
"422","#-pred*adv*pred*sub*atr*aux"
"423","#-pred*comp*pred*pred*adv"
"424","#-pred*comp*pred*pred*adv"
"425","#-pred*adv*adv*obl*aux"
"426","#-pred*adv*adv*obl*aux"
"427","#-pred*adv*sub*atr"
"428","#-pred*adv*sub*atr"
"429","#-pred*xadv*xadv*aux"
"430","#-pred*xadv*xadv*aux"
"431","#-pred*sub*sub*atr*aux"
"432","#-pred*sub*sub*atr*aux"
"433","#-pred*sub*apos*adv*obl"
"434","#-pred*sub*apos*adv*obl"
"435","#-pred*adv*obl*atr*atr"
"436","#-pred*adv*obl*atr*atr"
"437","#-pred*pred*adv*pred*aux"
"438","#-pred*pred*adv*pred*aux"
"439","#-pred*xobj*adv*obl*atr"
"440","#-pred*xobj*adv*obl*atr"
"441","#-pred*adv*pred*pred*aux"
"442","#-pred*adv*pred*pred*aux"
"443","#-pred*sub*apos*adv*obl*atr"
"444","#-pred*sub*apos*adv*obl*atr"
"445","#-pred*pred*xobj*atr"
"446","#-pred*pred*xobj*atr"
"447","#-pred*adv*pred*comp"
"448","#-pred*adv*pred*comp"
"449","#-pred*xadv*adv*pred"
"450","#-pred*xadv*adv*pred"
"451","#-pred*comp*pred*obl*obl"
"452","#-pred*comp*pred*obl*obl"
"453","#-pred*adv*obl*apos*pred*xadv*xadv*apos*atr*obl*obl*atr*adv"
"454","#-pred*adv*obl*apos*pred*xadv*xadv*apos*atr*obl*obl*atr*adv"
"455","#-pred*adv*pred*adv*obl*narg*atr"
"456","#-pred*adv*pred*adv*obl*narg*atr"
"457","#-pred*sub*obl"
"458","#-pred*sub*obl"
"459","#-pred*xobj*obj*aux"
"460","#-pred*xobj*obj*aux"
"461","#-pred*pred*adv*pred*obj"
"462","#-pred*pred*adv*pred*obj"
"463","#-pred*pred*adv*pred*obl"
"464","#-pred*pred*adv*pred*obl"
"465","#-pred*comp*pred*adv*pred*xadv*obj*apos*pred*obl*obl*obl*obl"
"466","#-pred*comp*pred*adv*pred*xadv*obj*apos*pred*obl*obl*obl*obl"
"467","#-pred*sub*adv"
"468","#-pred*sub*adv"
"469","#-pred*pred*adv*obl*obl"
"470","#-pred*pred*adv*obl*obl"
"471","#-pred*obj*apos*aux"
"472","#-pred*obj*apos*aux"
"473","#-pred*pred*xadv*adv"
"474","#-pred*pred*xadv*adv"
"475","#-pred*xadv*obj*narg"
"476","#-pred*xadv*obj*narg"
"477","#-pred*obl*atr*aux"
"478","#-pred*obl*atr*aux"
"479","#-pred*pred*comp*pred"
"480","#-pred*pred*comp*pred"
"481","#-pred*adv*pred*adv*obl*aux"
"482","#-pred*adv*pred*adv*obl*aux"
"483","#-pred*adv*pred*pred*adv*obl"
"484","#-pred*adv*pred*pred*adv*obl"
"485","#-pred*sub*part"
"486","#-pred*sub*part"
"487","#-pred*xobj*obj*atr"
"488","#-pred*xobj*obj*atr"
"489","#-pred*adv*pred*xobj*obl"
"490","#-pred*adv*pred*xobj*obl"
"491","#-pred*adv*obl*obl*aux"
"492","#-pred*adv*obl*obl*aux"
"493","#-pred*obl*obl*atr*atr"
"494","#-pred*obl*obl*atr*atr"
"495","#-pred*pred*pred*obj"
"496","#-pred*pred*pred*obj"
"497","#-pred*adv*apos*adv"
"498","#-pred*adv*apos*adv"
"499","#-pred*xadv*xadv*obj*aux"
"500","#-pred*xadv*xadv*obj*aux"
"501","#-pred*pred*adv*pred*adv"
"502","#-pred*pred*adv*pred*adv"
"503","#-pred*xobj*atr*atr"
"504","#-pred*xobj*atr*atr"
"505","#-pred*comp*pred*pred*obj"
"506","#-pred*comp*pred*pred*obj"
"507","#-pred*sub*apos*apos*obl"
"508","#-pred*sub*apos*apos*obl"
"509","#-pred*adv*pred*sub*sub*aux"
"510","#-pred*adv*pred*sub*sub*aux"
"511","#-pred*sub*atr*adv"
"512","#-pred*sub*atr*adv"
"513","#-pred*xadv*comp*pred*obj"
"514","#-pred*xadv*comp*pred*obj"
"515","#-pred*adv*obl*obl*apos*apos"
"516","#-pred*adv*obl*obl*apos*apos"
"517","#-pred*obl*apos*atr"
"518","#-pred*obl*apos*atr"
"519","#-pred*adv*adv*sub"
"520","#-pred*adv*adv*sub"
"521","#-pred*pred*xadv*obj*atr"
"522","#-pred*pred*xadv*obj*atr"
"523","#-pred*xobj*adv*pred"
"524","#-pred*xobj*adv*pred"
"525","#-pred*adv*obl*obl*apos*atr"
"526","#-pred*adv*obl*obl*apos*atr"
"527","#-pred*pred*adv*pred*pred*sub"
"528","#-pred*pred*adv*pred*pred*sub"
"529","#-pred*adv*pred*pred*obl"
"530","#-pred*adv*pred*pred*obl"
"531","#-pred*pred*xobj*obj"
"532","#-pred*pred*xobj*obj"
"533","#-pred*adv*pred*pred*xobj"
"534","#-pred*adv*pred*pred*xobj"
"535","#-pred*comp*pred*adv*obl*atr"
"536","#-pred*comp*pred*adv*obl*atr"
"537","#-pred*comp*xobj*xobj*xobj*xobj*aux"
"538","#-pred*comp*xobj*xobj*xobj*xobj*aux"
"539","#-pred*obj*apos*xobj"
"540","#-pred*obj*apos*xobj"
"541","#-pred*sub*apos*apos*atr"
"542","#-pred*sub*apos*apos*atr"
"543","#-pred*comp*pred*sub*atr"
"544","#-pred*comp*pred*sub*atr"
"545","#-pred*obj*atr*obl"
"546","#-pred*obj*atr*obl"
"547","#-pred*adv*obj*obj"
"548","#-pred*adv*obj*obj"
"549","#-pred*comp*pred*adv*obl*aux"
"550","#-pred*comp*pred*adv*obl*aux"
"551","#-pred*comp*comp*pred"
"552","#-pred*comp*comp*pred"
"553","#-pred*sub*atr*obj"
"554","#-pred*sub*atr*obj"
"555","#-pred*obj*narg"
"556","#-pred*obj*narg"
"557","#-pred*sub*apos*apos*obj"
"558","#-pred*sub*apos*apos*obj"
"559","#-pred*obl*obl*atr*apos"
"560","#-pred*obl*obl*atr*apos"
"561","#-parpred*xobj"
"562","#-parpred*xobj"
"563","#-pred*adv*pred*obl*aux"
"564","#-pred*adv*pred*obl*aux"
"565","#-pred*xadv*obl*atr"
"566","#-pred*xadv*obl*atr"
"567","#-pred*xobj*xobj*xobj*xobj"
"568","#-pred*xobj*xobj*xobj*xobj"
"569","#-pred*xadv*xadv*obl*obl"
"570","#-pred*xadv*xadv*obl*obl"
"571","#-pred*xadv*xadv*adv*obl"
"572","#-pred*xadv*xadv*adv*obl"
"573","#-pred*pred*adv*atr"
"574","#-pred*pred*adv*atr"
"575","#-pred*adv*pred*adv*obl*atr"
"576","#-pred*adv*pred*adv*obl*atr"
"577","#-pred*xobj*adv*pred*adv"
"578","#-pred*xobj*adv*pred*adv"
"579","#-pred*pred*obj*apos"
"580","#-pred*pred*obj*apos"
"581","#-pred*comp*adv*obl*atr"
"582","#-pred*comp*adv*obl*atr"
"583","#-pred*obl*atr*atr*atr"
"584","#-pred*obl*atr*atr*atr"
"585","#-pred*comp*comp*adv"
"586","#-pred*comp*comp*adv"
"587","#-pred*pred*xobj*adv"
"588","#-pred*pred*xobj*adv"
"589","#-pred*obl*obl*apos*aux"
"590","#-pred*obl*obl*apos*aux"
"591","#-pred*comp*aux"
"592","#-pred*comp*aux"
"593","#-voc*apos"
"594","#-voc*apos"
"595","#-pred*adv*pred*xadv*obj"
"596","#-pred*adv*pred*xadv*obj"
"597","#-pred*adv*obl*apos*pred*xadv"
"598","#-pred*adv*obl*apos*pred*xadv"
"599","#-pred*adv*obl*sub"
"600","#-pred*adv*obl*sub"
"601","#-pred*pred*xobj*obl*obl"
"602","#-pred*pred*xobj*obl*obl"
"603","#-pred*sub*sub*atr*atr"
"604","#-pred*sub*sub*atr*atr"
"605","#-pred*pred*xadv*obl*obl"
"606","#-pred*pred*xadv*obl*obl"
"607","#-pred*adv*apos*sub"
"608","#-pred*adv*apos*sub"
"609","#-parpred*adv"
"610","#-parpred*adv"
"611","#-pred*pred*sub*sub*atr"
"612","#-pred*pred*sub*sub*atr"
"613","#-pred*obj*atr*adv"
"614","#-pred*obj*atr*adv"
"615","#-pred*adv*obl*narg"
"616","#-pred*adv*obl*narg"
"617","#-pred*comp*comp*sub"
"618","#-pred*comp*comp*sub"
"619","#-pred*pred*sub*obl"
"620","#-pred*pred*sub*obl"
"621","#-pred*xobj*adv*pred*adv*obl"
"622","#-pred*xobj*adv*pred*adv*obl"
"623","#-pred*sub*apos*xobj"
"624","#-pred*sub*apos*xobj"
"625","#-pred*pred*pred*obl"
"626","#-pred*pred*pred*obl"
"627","#-pred*comp*comp*xobj*xobj"
"628","#-pred*comp*comp*xobj*xobj"
"629","#-pred*comp*obl*obl"
"630","#-pred*comp*obl*obl"
"631","#-pred*adv*apos*obl"
"632","#-pred*adv*apos*obl"
"633","#-pred*sub*atr*atr*atr"
"634","#-pred*sub*atr*atr*atr"
"635","#-pred*obl*obl*obl*aux"
"636","#-pred*obl*obl*obl*aux"
"637","#-pred*xadv*obl*obl*atr"
"638","#-pred*xadv*obl*obl*atr"
"639","#-pred*obl*atr*obl"
"640","#-pred*obl*atr*obl"
"641","#-pred*obl*obl*obl*atr"
"642","#-pred*obl*obl*obl*atr"
"643","#-pred*xadv*comp*pred*adv"
"644","#-pred*xadv*comp*pred*adv"
"645","#-pred*obl*obl*atr*obl"
"646","#-pred*obl*obl*atr*obl"
"647","#-pred*sub*atr*apos"
"648","#-pred*sub*atr*apos"
"649","#-pred*comp*pred*aux"
"650","#-pred*comp*pred*aux"
"651","#-pred*xadv*adv*obl*obl"
"652","#-pred*xadv*adv*obl*obl"
"653","#-parpred*parpred"
"654","#-parpred*parpred"
"655","#-pred*xadv*obj*obj*atr*adv*adv"
"656","#-pred*xadv*obj*obj*atr*adv*adv"
"657","#-pred*xadv*obj*obj*atr*adv*adv*obl"
"658","#-pred*xadv*obj*obj*atr*adv*adv*obl"
"659","#-pred*pred*comp*sub"
"660","#-pred*pred*comp*sub"
"661","#-pred*xobj*xobj*obl*atr"
"662","#-pred*xobj*xobj*obl*atr"
"663","#-pred*xobj*narg"
"664","#-pred*xobj*narg"
"665","#-pred*sub*apos*apos*adv"
"666","#-pred*sub*apos*apos*adv"
"667","#-pred*sub*atr*adv*pred*xadv*obj*obj"
"668","#-pred*sub*atr*adv*pred*xadv*obj*obj"
"669","#-pred*adv*obl*apos*pred*xadv*xadv*apos*atr*obl*obl"
"670","#-pred*adv*obl*apos*pred*xadv*xadv*apos*atr*obl*obl"
"671","#-pred*adv*obl*apos*pred*xadv*xadv*apos*atr*obl*obl*atr"
"672","#-pred*adv*obl*apos*pred*xadv*xadv*apos*atr*obl*obl*atr"
"673","#-pred*adv*obl*apos*pred*xadv*xadv*apos*atr*obl*obl*atr*adv*obl"
"674","#-pred*adv*obl*apos*pred*xadv*xadv*apos*atr*obl*obl*atr*adv*obl"
"675","#-pred*adv*obl*apos*pred*xadv*xadv*apos*atr*obl*obl*aux"
"676","#-pred*adv*obl*apos*pred*xadv*xadv*apos*atr*obl*obl*aux"
"677","#-pred*adv*obl*atr*obj*apos*atr*atr"
"678","#-pred*adv*obl*atr*obj*apos*atr*atr"
"679","#-pred*adv*obl*atr*obj*apos*atr*atr*adv"
"680","#-pred*adv*obl*atr*obj*apos*atr*atr*adv"
"681","#-pred*adv*obl*atr*obj*apos*atr*atr*aux"
"682","#-pred*adv*obl*atr*obj*apos*atr*atr*aux"
"683","#-pred*adv*obl*atr*obj*apos*atr*atr*obl"
"684","#-pred*adv*obl*atr*obj*apos*atr*atr*obl"
"685","#-pred*adv*obl*atr*obj*apos*atr*atr*obl*obl"
"686","#-pred*adv*obl*atr*obj*apos*atr*atr*obl*obl"
"687","#-pred*adv*pred*adv*obl*narg*atr*obl"
"688","#-pred*adv*pred*adv*obl*narg*atr*obl"
"689","#-pred*xadv*obj*obj*atr*adv*adv*obl*aux"
"690","#-pred*xadv*obj*obj*atr*adv*adv*obl*aux"
"691","#-pred*xadv*xobj*atr*sub*apos*apos"
"692","#-pred*xadv*xobj*atr*sub*apos*apos"
"693","#-pred*xadv*xobj*atr*sub*apos*apos*atr"
"694","#-pred*xadv*xobj*atr*sub*apos*apos*atr"
"695","#-pred*xadv*xobj*atr*sub*apos*apos*aux"
"696","#-pred*xadv*xobj*atr*sub*apos*apos*aux"
"697","#-pred*xobj*adv*adv"
"698","#-pred*xobj*adv*adv"
"699","#-pred*xobj*atr*obl*obl"
"700","#-pred*xobj*atr*obl*obl"
"701","#-pred*sub*narg"
"702","#-pred*sub*narg"
"703","#-pred*sub*apos*apos*obl*obl"
"704","#-pred*sub*apos*apos*obl*obl"
"705","#-pred*sub*atr*atr*aux"
"706","#-pred*sub*atr*atr*aux"
"707","#-pred*pred*obl*obl*atr*aux"
"708","#-pred*pred*obl*obl*atr*aux"
"709","#-pred*pred*xobj*sub"
